dataset	sample	cell_type	config	gene	n_cells	fraction	mean_umi
GSE245386	GSM7841720	Endothelial	primary	Spp1	1958	0.011235955056179775	0.011235955056179775
GSE245386	GSM7841720	Endothelial	primary	Cd14	1958	0.12410623084780388	0.1874361593462717
GSE245386	GSM7841720	Endothelial	primary	Timp1	1958	0.006639427987742594	0.006639427987742594
GSE245386	GSM7841720	Endothelial	primary	Cd63	1958	0.18896833503575078	0.24004085801838612
GSE245386	GSM7841720	Endothelial	primary	Ptn	1958	0.8585291113381001	7.902962206332993
GSE245386	GSM7841720	Endothelial	primary	Ptprb	1958	0.90755873340143	8.905515832482125
GSE245386	GSM7841720	Endothelial	primary	S1pr1	1958	0.6874361593462717	2.306435137895812
GSE245386	GSM7841720	Endothelial	strict_identity	Aldh1l1	1722	0.005807200929152149	0.007549361207897794
GSE245386	GSM7841720	Endothelial	strict_identity	Slc1a2	1722	0.16260162601626016	0.26480836236933797
GSE245386	GSM7841720	Endothelial	strict_identity	Slc1a3	1722	0.10627177700348432	0.14169570267131243
GSE245386	GSM7841720	Endothelial	strict_identity	Glul	1722	0.8797909407665505	8.077816492450639
GSE245386	GSM7841720	Endothelial	strict_identity	Sox9	1722	0.11962833914053426	0.17770034843205576
GSE245386	GSM7841720	Endothelial	strict_identity	Pecam1	1722	0.9396051103368177	8.852497096399535
GSE245386	GSM7841720	Endothelial	strict_identity	Cdh5	1722	0.8664343786295006	3.6202090592334493
GSE245386	GSM7841720	Endothelial	strict_identity	Kdr	1722	0.8147502903600464	3.4570267131242742
GSE245386	GSM7841720	Endothelial	strict_identity	Ptprc	1722	0.2508710801393728	0.7921022067363531
GSE245386	GSM7841720	Endothelial	strict_identity	Tyrobp	1722	0.3588850174216028	0.6608594657375145
GSE245386	GSM7841720	Endothelial	strict_identity	Lyz2	1722	0.11904761904761904	0.21138211382113822
GSE245386	GSM7841720	Endothelial	strict_identity	C1qa	1722	0.6742160278745645	2.031939605110337
GSE245386	GSM7841720	Endothelial	strict_identity	P2ry12	1722	0.2764227642276423	0.5011614401858304
GSE245386	GSM7841720	Endothelial	strict_identity	Tmem119	1722	0.1440185830429733	0.23577235772357724
GSE245386	GSM7841720	Endothelial	strict_identity	Spp1	1722	0.011614401858304297	0.011614401858304297
GSE245386	GSM7841720	Endothelial	strict_identity	Cd14	1722	0.1173054587688734	0.17479674796747968
GSE245386	GSM7841720	Endothelial	strict_identity	Timp1	1722	0.007549361207897794	0.007549361207897794
GSE245386	GSM7841720	Endothelial	strict_identity	Cd63	1722	0.18583042973286876	0.2305458768873403
GSE245386	GSM7841720	Endothelial	strict_identity	Ptn	1722	0.8768873403019745	8.488385598141695
GSE245386	GSM7841720	Endothelial	strict_identity	Ptprb	1722	0.9355400696864111	9.703252032520325
GSE245386	GSM7841720	Endothelial	strict_identity	S1pr1	1722	0.7235772357723578	2.477932636469222
GSE245386	GSM7841721	Astrocyte	primary	Aldh1l1	537	0.5400372439478585	1.1675977653631284
GSE245386	GSM7841721	Astrocyte	primary	Slc1a2	537	0.9906890130353817	69.07262569832402
GSE245386	GSM7841721	Astrocyte	primary	Slc1a3	537	0.9273743016759777	24.135940409683425
GSE245386	GSM7841721	Astrocyte	primary	Glul	537	0.9236499068901304	12.761638733705773
GSE245386	GSM7841721	Astrocyte	primary	Sox9	537	0.6815642458100558	3.083798882681564
GSE245386	GSM7841721	Astrocyte	primary	Pecam1	537	0.10614525139664804	0.13966480446927373
GSE245386	GSM7841721	Astrocyte	primary	Cdh5	537	0.05027932960893855	0.06517690875232775
GSE245386	GSM7841721	Astrocyte	primary	Kdr	537	0.0446927374301676	0.0670391061452514
GSE245386	GSM7841721	Astrocyte	primary	Ptprc	537	0.22346368715083798	0.9031657355679702
GSE245386	GSM7841721	Astrocyte	primary	Tyrobp	537	0.329608938547486	0.770949720670391
GSE245386	GSM7841721	Astrocyte	primary	Lyz2	537	0.1042830540037244	0.15456238361266295
GSE245386	GSM7841721	Astrocyte	primary	C1qa	537	0.6405959031657356	2.5679702048417132
GSE245386	GSM7841721	Astrocyte	primary	P2ry12	537	0.2849162011173184	0.6983240223463687
GSE245386	GSM7841721	Astrocyte	primary	Tmem119	537	0.18063314711359404	0.38733705772811916
GSE245386	GSM7841721	Astrocyte	primary	Spp1	537	0.0037243947858473	0.0037243947858473
GSE245386	GSM7841721	Astrocyte	primary	Cd14	537	0.11731843575418995	0.20670391061452514
GSE245386	GSM7841721	Astrocyte	primary	Timp1	537	0.00186219739292365	0.00186219739292365
GSE245386	GSM7841721	Astrocyte	primary	Cd63	537	0.7728119180633147	3.7895716945996276
GSE245386	GSM7841721	Astrocyte	primary	Ptn	537	0.9404096834264432	17.409683426443202
GSE245386	GSM7841721	Astrocyte	primary	Ptprb	537	0.14152700186219738	0.21973929236499068
GSE245386	GSM7841721	Astrocyte	primary	S1pr1	537	0.7877094972067039	5.690875232774674
GSE245386	GSM7841721	Astrocyte	strict_identity	Aldh1l1	513	0.5594541910331384	1.2163742690058479
GSE245386	GSM7841721	Astrocyte	strict_identity	Slc1a2	513	0.9941520467836257	71.54191033138402
GSE245386	GSM7841721	Astrocyte	strict_identity	Slc1a3	513	0.9376218323586745	24.990253411306043
GSE245386	GSM7841721	Astrocyte	strict_identity	Glul	513	0.9395711500974658	13.155945419103315
GSE245386	GSM7841721	Astrocyte	strict_identity	Sox9	513	0.7037037037037037	3.1442495126705654
GSE245386	GSM7841721	Astrocyte	strict_identity	Pecam1	513	0.10331384015594541	0.13255360623781676
GSE245386	GSM7841721	Astrocyte	strict_identity	Cdh5	513	0.050682261208576995	0.06042884990253411
GSE245386	GSM7841721	Astrocyte	strict_identity	Kdr	513	0.042884990253411304	0.06627680311890838
GSE245386	GSM7841721	Astrocyte	strict_identity	Ptprc	513	0.22417153996101363	0.8810916179337231
GSE245386	GSM7841721	Astrocyte	strict_identity	Tyrobp	513	0.33528265107212474	0.7719298245614035
GSE245386	GSM7841721	Astrocyte	strict_identity	Lyz2	513	0.10526315789473684	0.15789473684210525
GSE245386	GSM7841721	Astrocyte	strict_identity	C1qa	513	0.6491228070175439	2.54775828460039
GSE245386	GSM7841721	Astrocyte	strict_identity	P2ry12	513	0.2884990253411306	0.695906432748538
GSE245386	GSM7841721	Astrocyte	strict_identity	Tmem119	513	0.18128654970760233	0.3742690058479532
GSE245386	GSM7841721	Astrocyte	strict_identity	Spp1	513	0.003898635477582846	0.003898635477582846
GSE245386	GSM7841721	Astrocyte	strict_identity	Cd14	513	0.11695906432748537	0.20077972709551656
GSE245386	GSM7841721	Astrocyte	strict_identity	Timp1	513	0.001949317738791423	0.001949317738791423
GSE245386	GSM7841721	Astrocyte	strict_identity	Cd63	513	0.7894736842105263	3.8908382066276803
GSE245386	GSM7841721	Astrocyte	strict_identity	Ptn	513	0.9473684210526315	17.962962962962962
GSE245386	GSM7841721	Astrocyte	strict_identity	Ptprb	513	0.13840155945419103	0.20662768031189083
GSE245386	GSM7841721	Astrocyte	strict_identity	S1pr1	513	0.8031189083820662	5.886939571150098
GSE245386	GSM7841721	Endothelial	primary	Aldh1l1	1860	0.004838709677419355	0.004838709677419355
GSE245386	GSM7841721	Endothelial	primary	Slc1a2	1860	0.20161290322580644	0.2698924731182796
GSE245386	GSM7841721	Endothelial	primary	Slc1a3	1860	0.13548387096774195	0.17473118279569894
GSE245386	GSM7841721	Endothelial	primary	Glul	1860	0.8811827956989248	8.549462365591397
GSE245386	GSM7841721	Endothelial	primary	Sox9	1860	0.11344086021505376	0.14838709677419354
GSE245386	GSM7841721	Endothelial	primary	Pecam1	1860	0.9478494623655914	7.769354838709678
GSE245386	GSM7841721	Endothelial	primary	Cdh5	1860	0.8725806451612903	3.587096774193548
GSE245386	GSM7841721	Endothelial	primary	Kdr	1860	0.8672043010752688	4.127956989247312
GSE245386	GSM7841721	Endothelial	primary	Ptprc	1860	0.2629032258064516	0.8204301075268817
GSE245386	GSM7841721	Endothelial	primary	Tyrobp	1860	0.34139784946236557	0.7005376344086022
GSE245386	GSM7841721	Endothelial	primary	Lyz2	1860	0.12258064516129032	0.20967741935483872
GSE245386	GSM7841721	Endothelial	primary	C1qa	1860	0.6591397849462366	2.260752688172043
GSE245386	GSM7841721	Endothelial	primary	P2ry12	1860	0.2537634408602151	0.5456989247311828
GSE245386	GSM7841721	Endothelial	primary	Tmem119	1860	0.17526881720430107	0.3102150537634409
GSE245386	GSM7841721	Endothelial	primary	Spp1	1860	0.006989247311827957	0.006989247311827957
GSE245386	GSM7841721	Endothelial	primary	Cd14	1860	0.12311827956989248	0.20268817204301076
GSE245386	GSM7841721	Endothelial	primary	Timp1	1860	0.005376344086021506	0.0064516129032258064
GSE245386	GSM7841721	Endothelial	primary	Cd63	1860	0.1967741935483871	0.25806451612903225
GSE245386	GSM7841721	Endothelial	primary	Ptn	1860	0.8946236559139785	8.976344086021506
GSE245386	GSM7841721	Endothelial	primary	Ptprb	1860	0.9596774193548387	10.817204301075268
GSE245386	GSM7841721	Endothelial	primary	S1pr1	1860	0.7344086021505376	2.401075268817204
GSE245386	GSM7841721	Endothelial	strict_identity	Aldh1l1	1712	0.005257009345794392	0.005257009345794392
GSE245386	GSM7841721	Endothelial	strict_identity	Slc1a2	1712	0.20619158878504673	0.26869158878504673
GSE245386	GSM7841721	Endothelial	strict_identity	Slc1a3	1712	0.1308411214953271	0.16179906542056074
GSE245386	GSM7841721	Endothelial	strict_identity	Glul	1712	0.8925233644859814	8.724883177570094
GSE245386	GSM7841721	Endothelial	strict_identity	Sox9	1712	0.11682242990654206	0.1530373831775701
GSE245386	GSM7841721	Endothelial	strict_identity	Pecam1	1712	0.9661214953271028	8.087032710280374
GSE245386	GSM7841721	Endothelial	strict_identity	Cdh5	1712	0.8901869158878505	3.723714953271028
GSE245386	GSM7841721	Endothelial	strict_identity	Kdr	1712	0.8948598130841121	4.357476635514018
GSE245386	GSM7841721	Endothelial	strict_identity	Ptprc	1712	0.25992990654205606	0.5473130841121495
GSE245386	GSM7841721	Endothelial	strict_identity	Tyrobp	1712	0.33703271028037385	0.5841121495327103
GSE245386	GSM7841721	Endothelial	strict_identity	Lyz2	1712	0.12266355140186916	0.1939252336448598
GSE245386	GSM7841721	Endothelial	strict_identity	C1qa	1712	0.6565420560747663	1.7990654205607477
GSE245386	GSM7841721	Endothelial	strict_identity	P2ry12	1712	0.24941588785046728	0.40595794392523366
GSE245386	GSM7841721	Endothelial	strict_identity	Tmem119	1712	0.16647196261682243	0.24123831775700935
GSE245386	GSM7841721	Endothelial	strict_identity	Spp1	1712	0.007593457943925234	0.007593457943925234
GSE245386	GSM7841721	Endothelial	strict_identity	Cd14	1712	0.1185747663551402	0.16355140186915887
GSE245386	GSM7841721	Endothelial	strict_identity	Timp1	1712	0.005257009345794392	0.005841121495327103
GSE245386	GSM7841721	Endothelial	strict_identity	Cd63	1712	0.19567757009345793	0.231892523364486
GSE245386	GSM7841721	Endothelial	strict_identity	Ptn	1712	0.9030373831775701	9.294976635514018
GSE245386	GSM7841721	Endothelial	strict_identity	Ptprb	1712	0.9684579439252337	11.29731308411215
GSE245386	GSM7841721	Endothelial	strict_identity	S1pr1	1712	0.7470794392523364	2.4661214953271027
GSE245386	GSM7841722	Astrocyte	primary	Aldh1l1	378	0.5079365079365079	1.1164021164021165
GSE245386	GSM7841722	Astrocyte	primary	Slc1a2	378	0.9708994708994709	53.939153439153436
GSE245386	GSM7841722	Astrocyte	primary	Slc1a3	378	0.8915343915343915	23.074074074074073
GSE245386	GSM7841722	Astrocyte	primary	Glul	378	0.9232804232804233	10.481481481481481
GSE245386	GSM7841722	Astrocyte	primary	Sox9	378	0.6984126984126984	3.232804232804233
GSE245386	GSM7841722	Astrocyte	primary	Pecam1	378	0.12169312169312169	0.2566137566137566
GSE245386	GSM7841722	Astrocyte	primary	Cdh5	378	0.042328042328042326	0.0582010582010582
GSE245386	GSM7841722	Astrocyte	primary	Kdr	378	0.06349206349206349	0.09523809523809523
GSE245386	GSM7841722	Astrocyte	primary	Ptprc	378	0.18253968253968253	0.9894179894179894
GSE245386	GSM7841722	Astrocyte	primary	Tyrobp	378	0.30687830687830686	0.9074074074074074
GSE245386	GSM7841722	Astrocyte	primary	Lyz2	378	0.10846560846560846	0.21164021164021163
GSE245386	GSM7841722	Astrocyte	primary	C1qa	378	0.6243386243386243	3.14021164021164
GSE245386	GSM7841722	Astrocyte	primary	P2ry12	378	0.30952380952380953	0.8809523809523809
GSE245386	GSM7841722	Astrocyte	primary	Tmem119	378	0.17195767195767195	0.5026455026455027
GSE245386	GSM7841722	Astrocyte	primary	Spp1	378	0.007936507936507936	0.010582010582010581
GSE245386	GSM7841722	Astrocyte	primary	Cd14	378	0.10317460317460317	0.1693121693121693
GSE245386	GSM7841722	Astrocyte	primary	Timp1	378	0.0	0.0
GSE245386	GSM7841722	Astrocyte	primary	Cd63	378	0.7698412698412699	4.304232804232805
GSE245386	GSM7841722	Astrocyte	primary	Ptn	378	0.91005291005291	18.214285714285715
GSE245386	GSM7841722	Astrocyte	primary	Ptprb	378	0.13756613756613756	0.2566137566137566
GSE245386	GSM7841722	Astrocyte	primary	S1pr1	378	0.7142857142857143	4.579365079365079
GSE245386	GSM7841722	Astrocyte	strict_identity	Aldh1l1	349	0.5415472779369628	1.2005730659025788
GSE245386	GSM7841722	Astrocyte	strict_identity	Slc1a2	349	0.9914040114613181	58.00859598853868
GSE245386	GSM7841722	Astrocyte	strict_identity	Slc1a3	349	0.9255014326647565	24.673352435530084
GSE245386	GSM7841722	Astrocyte	strict_identity	Glul	349	0.9398280802292264	11.114613180515759
GSE245386	GSM7841722	Astrocyte	strict_identity	Sox9	349	0.7249283667621776	3.458452722063037
GSE245386	GSM7841722	Astrocyte	strict_identity	Pecam1	349	0.11174785100286533	0.16332378223495703
GSE245386	GSM7841722	Astrocyte	strict_identity	Cdh5	349	0.03151862464183381	0.04011461318051576
GSE245386	GSM7841722	Astrocyte	strict_identity	Kdr	349	0.05730659025787966	0.06876790830945559
GSE245386	GSM7841722	Astrocyte	strict_identity	Ptprc	349	0.1833810888252149	1.005730659025788
GSE245386	GSM7841722	Astrocyte	strict_identity	Tyrobp	349	0.30945558739255014	0.8997134670487106
GSE245386	GSM7841722	Astrocyte	strict_identity	Lyz2	349	0.11461318051575932	0.22636103151862463
GSE245386	GSM7841722	Astrocyte	strict_identity	C1qa	349	0.6361031518624641	3.2148997134670485
GSE245386	GSM7841722	Astrocyte	strict_identity	P2ry12	349	0.31805157593123207	0.8939828080229226
GSE245386	GSM7841722	Astrocyte	strict_identity	Tmem119	349	0.17765042979942694	0.4871060171919771
GSE245386	GSM7841722	Astrocyte	strict_identity	Spp1	349	0.008595988538681949	0.011461318051575931
GSE245386	GSM7841722	Astrocyte	strict_identity	Cd14	349	0.10601719197707736	0.17478510028653296
GSE245386	GSM7841722	Astrocyte	strict_identity	Timp1	349	0.0	0.0
GSE245386	GSM7841722	Astrocyte	strict_identity	Cd63	349	0.7994269340974212	4.573065902578796
GSE245386	GSM7841722	Astrocyte	strict_identity	Ptn	349	0.9226361031518625	19.48137535816619
GSE245386	GSM7841722	Astrocyte	strict_identity	Ptprb	349	0.12607449856733524	0.1977077363896848
GSE245386	GSM7841722	Astrocyte	strict_identity	S1pr1	349	0.7564469914040115	4.925501432664756
GSE245386	GSM7841722	Endothelial	primary	Aldh1l1	2238	0.0071492403932082215	0.0071492403932082215
GSE245386	GSM7841722	Endothelial	primary	Slc1a2	2238	0.12153708668453976	0.16175156389633602
GSE245386	GSM7841722	Endothelial	primary	Slc1a3	2238	0.10277033065236818	0.14611260053619302
GSE245386	GSM7841722	Endothelial	primary	Glul	2238	0.8900804289544236	9.172922252010723
GSE245386	GSM7841722	Endothelial	primary	Sox9	2238	0.14030384271671134	0.21537086684539766
GSE245386	GSM7841722	Endothelial	primary	Pecam1	2238	0.9629133154602324	9.410187667560322
GSE245386	GSM7841722	Endothelial	primary	Cdh5	2238	0.8990169794459338	4.033512064343164
GSE245386	GSM7841722	Endothelial	primary	Kdr	2238	0.8574620196604111	4.130026809651475
GSE245386	GSM7841722	Endothelial	primary	Ptprc	2238	0.2193923145665773	0.3802502234137623
GSE245386	GSM7841722	Endothelial	primary	Tyrobp	2238	0.33020554066130475	0.5241286863270778
GSE245386	GSM7841722	Endothelial	primary	Lyz2	2238	0.1126005361930295	0.20285969615728328
GSE245386	GSM7841722	Endothelial	primary	C1qa	2238	0.6429848078641645	1.4535299374441466
GSE245386	GSM7841722	Endothelial	primary	P2ry12	2238	0.2622877569258266	0.37488829311885613
GSE245386	GSM7841722	Endothelial	primary	Tmem119	2238	0.16085790884718498	0.21894548704200179
GSE245386	GSM7841722	Endothelial	primary	Spp1	2238	0.006702412868632708	0.00804289544235925
GSE245386	GSM7841722	Endothelial	primary	Cd14	2238	0.08981233243967829	0.11036639857015192
GSE245386	GSM7841722	Endothelial	primary	Timp1	2238	0.0071492403932082215	0.00804289544235925
GSE245386	GSM7841722	Endothelial	primary	Cd63	2238	0.15013404825737264	0.1805183199285076
GSE245386	GSM7841722	Endothelial	primary	Ptn	2238	0.9088471849865952	9.94816800714924
GSE245386	GSM7841722	Endothelial	primary	Ptprb	2238	0.9714030384271671	12.453529937444147
GSE245386	GSM7841722	Endothelial	primary	S1pr1	2238	0.7631814119749777	2.721626452189455
GSE245386	GSM7841722	Endothelial	strict_identity	Aldh1l1	1967	0.007625826131164209	0.007625826131164209
GSE245386	GSM7841722	Endothelial	strict_identity	Slc1a2	1967	0.12099644128113879	0.15912557193695984
GSE245386	GSM7841722	Endothelial	strict_identity	Slc1a3	1967	0.10371123538383324	0.1418403660396543
GSE245386	GSM7841722	Endothelial	strict_identity	Glul	1967	0.9013726487036096	9.540925266903914
GSE245386	GSM7841722	Endothelial	strict_identity	Sox9	1967	0.1443823080833757	0.20894763599389934
GSE245386	GSM7841722	Endothelial	strict_identity	Pecam1	1967	0.9715302491103203	10.084900864260295
GSE245386	GSM7841722	Endothelial	strict_identity	Cdh5	1967	0.9196746314184037	4.329944077275038
GSE245386	GSM7841722	Endothelial	strict_identity	Kdr	1967	0.8891713268937468	4.50940518556177
GSE245386	GSM7841722	Endothelial	strict_identity	Ptprc	1967	0.22013218098627352	0.2852058973055414
GSE245386	GSM7841722	Endothelial	strict_identity	Tyrobp	1967	0.33146924250127097	0.5043213014743264
GSE245386	GSM7841722	Endothelial	strict_identity	Lyz2	1967	0.11438739196746314	0.1677681748856126
GSE245386	GSM7841722	Endothelial	strict_identity	C1qa	1967	0.6512455516014235	1.3940010167768175
GSE245386	GSM7841722	Endothelial	strict_identity	P2ry12	1967	0.2653787493645145	0.3538383324860193
GSE245386	GSM7841722	Endothelial	strict_identity	Tmem119	1967	0.16115912557193696	0.19827147941026946
GSE245386	GSM7841722	Endothelial	strict_identity	Spp1	1967	0.006100660904931368	0.006100660904931368
GSE245386	GSM7841722	Endothelial	strict_identity	Cd14	1967	0.08998474834773768	0.10472801220132182
GSE245386	GSM7841722	Endothelial	strict_identity	Timp1	1967	0.0071174377224199285	0.00813421453990849
GSE245386	GSM7841722	Endothelial	strict_identity	Cd63	1967	0.14743263853584138	0.1733604473817997
GSE245386	GSM7841722	Endothelial	strict_identity	Ptn	1967	0.9125571936959838	10.483477376715811
GSE245386	GSM7841722	Endothelial	strict_identity	Ptprb	1967	0.9811896288764617	13.32536858159634
GSE245386	GSM7841722	Endothelial	strict_identity	S1pr1	1967	0.7869852567361464	2.8886629384850027
GSE245386	GSM7841723	Astrocyte	primary	Aldh1l1	288	0.5729166666666666	2.0
GSE245386	GSM7841723	Astrocyte	primary	Slc1a2	288	0.9375	66.80902777777777
GSE245386	GSM7841723	Astrocyte	primary	Slc1a3	288	0.8576388888888888	23.07638888888889
GSE245386	GSM7841723	Astrocyte	primary	Glul	288	0.8819444444444444	9.128472222222221
GSE245386	GSM7841723	Astrocyte	primary	Sox9	288	0.6284722222222222	3.201388888888889
GSE245386	GSM7841723	Astrocyte	primary	Pecam1	288	0.21180555555555555	0.3402777777777778
GSE245386	GSM7841723	Astrocyte	primary	Cdh5	288	0.11458333333333333	0.1527777777777778
GSE245386	GSM7841723	Astrocyte	primary	Kdr	288	0.05555555555555555	0.06597222222222222
GSE245386	GSM7841723	Astrocyte	primary	Ptprc	288	0.2048611111111111	0.7673611111111112
GSE245386	GSM7841723	Astrocyte	primary	Tyrobp	288	0.4131944444444444	1.2291666666666667
GSE245386	GSM7841723	Astrocyte	primary	Lyz2	288	0.11458333333333333	0.1736111111111111
GSE245386	GSM7841723	Astrocyte	primary	C1qa	288	0.7291666666666666	5.65625
GSE245386	GSM7841723	Astrocyte	primary	P2ry12	288	0.10069444444444445	0.16666666666666666
GSE245386	GSM7841723	Astrocyte	primary	Tmem119	288	0.1284722222222222	0.22569444444444445
GSE245386	GSM7841723	Astrocyte	primary	Spp1	288	0.4548611111111111	1.8263888888888888
GSE245386	GSM7841723	Astrocyte	primary	Cd14	288	0.4444444444444444	1.3611111111111112
GSE245386	GSM7841723	Astrocyte	primary	Timp1	288	0.2638888888888889	1.3298611111111112
GSE245386	GSM7841723	Astrocyte	primary	Cd63	288	0.7708333333333334	7.920138888888889
GSE245386	GSM7841723	Astrocyte	primary	Ptn	288	0.7673611111111112	6.673611111111111
GSE245386	GSM7841723	Astrocyte	primary	Ptprb	288	0.17708333333333334	0.3645833333333333
GSE245386	GSM7841723	Astrocyte	primary	S1pr1	288	0.5833333333333334	2.46875
GSE245386	GSM7841723	Astrocyte	strict_identity	Aldh1l1	258	0.6317829457364341	2.2248062015503876
GSE245386	GSM7841723	Astrocyte	strict_identity	Slc1a2	258	0.9806201550387597	73.89922480620154
GSE245386	GSM7841723	Astrocyte	strict_identity	Slc1a3	258	0.9031007751937985	25.5
GSE245386	GSM7841723	Astrocyte	strict_identity	Glul	258	0.9341085271317829	10.046511627906977
GSE245386	GSM7841723	Astrocyte	strict_identity	Sox9	258	0.6744186046511628	3.5387596899224807
GSE245386	GSM7841723	Astrocyte	strict_identity	Pecam1	258	0.22093023255813954	0.35271317829457366
GSE245386	GSM7841723	Astrocyte	strict_identity	Cdh5	258	0.12015503875968993	0.16279069767441862
GSE245386	GSM7841723	Astrocyte	strict_identity	Kdr	258	0.06201550387596899	0.07364341085271318
GSE245386	GSM7841723	Astrocyte	strict_identity	Ptprc	258	0.2131782945736434	0.6782945736434108
GSE245386	GSM7841723	Astrocyte	strict_identity	Tyrobp	258	0.42248062015503873	1.2093023255813953
GSE245386	GSM7841723	Astrocyte	strict_identity	Lyz2	258	0.10852713178294573	0.17054263565891473
GSE245386	GSM7841723	Astrocyte	strict_identity	C1qa	258	0.748062015503876	5.383720930232558
GSE245386	GSM7841723	Astrocyte	strict_identity	P2ry12	258	0.10465116279069768	0.1744186046511628
GSE245386	GSM7841723	Astrocyte	strict_identity	Tmem119	258	0.13565891472868216	0.2441860465116279
GSE245386	GSM7841723	Astrocyte	strict_identity	Spp1	258	0.47674418604651164	1.8449612403100775
GSE245386	GSM7841723	Astrocyte	strict_identity	Cd14	258	0.46124031007751937	1.3410852713178294
GSE245386	GSM7841723	Astrocyte	strict_identity	Timp1	258	0.2868217054263566	1.4767441860465116
GSE245386	GSM7841723	Astrocyte	strict_identity	Cd63	258	0.7984496124031008	8.62015503875969
GSE245386	GSM7841723	Astrocyte	strict_identity	Ptn	258	0.810077519379845	7.333333333333333
GSE245386	GSM7841723	Astrocyte	strict_identity	Ptprb	258	0.18604651162790697	0.38372093023255816
GSE245386	GSM7841723	Astrocyte	strict_identity	S1pr1	258	0.6162790697674418	2.7093023255813953
GSE245386	GSM7841723	Endothelial	primary	Aldh1l1	1996	0.006012024048096192	0.006012024048096192
GSE245386	GSM7841723	Endothelial	primary	Slc1a2	1996	0.1683366733466934	0.19889779559118237
GSE245386	GSM7841723	Endothelial	primary	Slc1a3	1996	0.09619238476953908	0.11673346693386774
GSE245386	GSM7841723	Endothelial	primary	Glul	1996	0.8982965931863728	8.170340681362726
GSE245386	GSM7841723	Endothelial	primary	Sox9	1996	0.057615230460921846	0.08316633266533066
GSE245386	GSM7841723	Endothelial	primary	Pecam1	1996	0.9754509018036072	10.566633266533065
GSE245386	GSM7841723	Endothelial	primary	Cdh5	1996	0.8827655310621243	5.034068136272545
GSE245386	GSM7841723	Endothelial	primary	Kdr	1996	0.7134268537074149	2.193887775551102
GSE245386	GSM7841723	Endothelial	primary	Ptprc	1996	0.19438877755511022	0.33416833667334667
GSE245386	GSM7841723	Endothelial	primary	Tyrobp	1996	0.46693386773547096	0.8972945891783567
GSE245386	GSM7841723	Endothelial	primary	Lyz2	1996	0.15180360721442887	0.22745490981963928
GSE245386	GSM7841723	Endothelial	primary	C1qa	1996	0.8341683366733467	3.3627254509018036
GSE245386	GSM7841723	Endothelial	primary	P2ry12	1996	0.09719438877755511	0.11422845691382766
GSE245386	GSM7841723	Endothelial	primary	Tmem119	1996	0.10170340681362726	0.1287575150300601
GSE245386	GSM7841723	Endothelial	primary	Spp1	1996	0.5200400801603207	1.029058116232465
GSE245386	GSM7841723	Endothelial	primary	Cd14	1996	0.4634268537074148	0.9268537074148296
GSE245386	GSM7841723	Endothelial	primary	Timp1	1996	0.12274549098196393	0.16733466933867736
GSE245386	GSM7841723	Endothelial	primary	Cd63	1996	0.591182364729459	1.1683366733466933
GSE245386	GSM7841723	Endothelial	primary	Ptn	1996	0.36773547094188375	0.8416833667334669
GSE245386	GSM7841723	Endothelial	primary	Ptprb	1996	0.9103206412825652	9.118236472945892
GSE245386	GSM7841723	Endothelial	primary	S1pr1	1996	0.8957915831663327	5.296092184368738
GSE245386	GSM7841723	Endothelial	strict_identity	Aldh1l1	1795	0.006128133704735376	0.006128133704735376
GSE245386	GSM7841723	Endothelial	strict_identity	Slc1a2	1795	0.16880222841225626	0.1977715877437326
GSE245386	GSM7841723	Endothelial	strict_identity	Slc1a3	1795	0.09749303621169916	0.116991643454039
GSE245386	GSM7841723	Endothelial	strict_identity	Glul	1795	0.9086350974930362	8.542618384401115
GSE245386	GSM7841723	Endothelial	strict_identity	Sox9	1795	0.05905292479108635	0.083008356545961
GSE245386	GSM7841723	Endothelial	strict_identity	Pecam1	1795	0.984958217270195	11.220612813370474
GSE245386	GSM7841723	Endothelial	strict_identity	Cdh5	1795	0.9052924791086351	5.382172701949861
GSE245386	GSM7841723	Endothelial	strict_identity	Kdr	1795	0.758774373259053	2.3805013927576604
GSE245386	GSM7841723	Endothelial	strict_identity	Ptprc	1795	0.1955431754874652	0.2913649025069638
GSE245386	GSM7841723	Endothelial	strict_identity	Tyrobp	1795	0.46963788300835657	0.8657381615598886
GSE245386	GSM7841723	Endothelial	strict_identity	Lyz2	1795	0.15487465181058496	0.17548746518105848
GSE245386	GSM7841723	Endothelial	strict_identity	C1qa	1795	0.8434540389972145	3.2172701949860723
GSE245386	GSM7841723	Endothelial	strict_identity	P2ry12	1795	0.09637883008356546	0.10696378830083565
GSE245386	GSM7841723	Endothelial	strict_identity	Tmem119	1795	0.10362116991643454	0.12813370473537605
GSE245386	GSM7841723	Endothelial	strict_identity	Spp1	1795	0.5353760445682452	0.9916434540389972
GSE245386	GSM7841723	Endothelial	strict_identity	Cd14	1795	0.464066852367688	0.8952646239554317
GSE245386	GSM7841723	Endothelial	strict_identity	Timp1	1795	0.1275766016713092	0.1766016713091922
GSE245386	GSM7841723	Endothelial	strict_identity	Cd63	1795	0.596100278551532	1.1448467966573816
GSE245386	GSM7841723	Endothelial	strict_identity	Ptn	1795	0.3793871866295265	0.8740947075208914
GSE245386	GSM7841723	Endothelial	strict_identity	Ptprb	1795	0.9286908077994429	9.704178272980501
GSE245386	GSM7841723	Endothelial	strict_identity	S1pr1	1795	0.9119777158774374	5.63899721448468
