"source_genesymbol","target_genesymbol","resource"
"Crisp2","Catsper1","mouseconsensus"
"Shbg","Gprc6a","mouseconsensus"
"Pdx1","Slc2a2","mouseconsensus"
"Wnt5b","Klrg2","mouseconsensus"
"Tnf","Tradd","mouseconsensus"
"Shbg","Slc37a1","mouseconsensus"
"Ptpn6","Clec12a","mouseconsensus"
"Piga","Pigr","mouseconsensus"
"Mbl2","Calcr","mouseconsensus"
"Gsto1","Ryr1","mouseconsensus"
"Npy","Dpp4","mouseconsensus"
"Vip","Dpp4","mouseconsensus"
"Ada","Dpp4","mouseconsensus"
"Mmp9","Tlr9","mouseconsensus"
"Hras","Tlr9","mouseconsensus"
"Gnas","Adora1","mouseconsensus"
"Ceacam16","Tectb","mouseconsensus"
"Cxcl12","Sdc4","mouseconsensus"
"Lama1","Sdc4","mouseconsensus"
"Hspa1a","Tlr4","mouseconsensus"
"Rims1","Slc18a3","mouseconsensus"
"Psap","Ar","mouseconsensus"
"Col8a2","Slc4a11","mouseconsensus"
"Sptbn2","Ptpra","mouseconsensus"
"Ncam1","Ptpra","mouseconsensus"
"Irak4","Tlr7","mouseconsensus"
"Ceacam16","Tecta","mouseconsensus"
"Tnf","Trpm2","mouseconsensus"
"Irak4","Tlr6","mouseconsensus"
"Fgf12","Fgfr1","mouseconsensus"
"Vegfc","Ccbe1","mouseconsensus"
"Fgf12","Fgfr2","mouseconsensus"
"B2m","Hfe","mouseconsensus"
"Rgma","Hfe","mouseconsensus"
"Vegfa","Grin2b","mouseconsensus"
"Entpd1","Adora1","mouseconsensus"
"Entpd1","Adora2a","mouseconsensus"
"Entpd1","Adora2b","mouseconsensus"
"Alb","B2m_Fcgrt","mouseconsensus"
"Entpd1","Adora3","mouseconsensus"
"Gdf10","Bmpr2","mouseconsensus"
"Ptpn6","Egfr","mouseconsensus"
"Tpsb2","F2rl1","mouseconsensus"
"Pdap1","Pdgfrb","mouseconsensus"
"Il16","Kcna3","mouseconsensus"
"Il16","Kcnd2","mouseconsensus"
"Serpina7","Slc16a2","mouseconsensus"
"Il16","Kcnd1","mouseconsensus"
"Il16","Grin2c","mouseconsensus"
"Adcyap1","Dpp4","mouseconsensus"
"Retn","Cap1","mouseconsensus"
"Nampt","Itga5_Itgb1","mouseconsensus"
"Angptl4","Sdc4","mouseconsensus"
"Mdk","Ncl","mouseconsensus"
"Ptn","Sdc4","mouseconsensus"
"Ptn","Ncl","mouseconsensus"
"Klk1b8","Ntrk1","mouseconsensus"
"Slurp1","Chrnb2","mouseconsensus"
"Slurp1","Chrnb4","mouseconsensus"
"Slurp1","Chrna4","mouseconsensus"
"Slurp1","Chrna9","mouseconsensus"
"Slurp1","Chrna10","mouseconsensus"
"Gdf9","Fxyd6","mouseconsensus"
"Gdf9","Orai2","mouseconsensus"
"Lrp1b","Plaur","mouseconsensus"
"Psap","Celsr1","mouseconsensus"
"Ptn","Cdh10","mouseconsensus"
"Spp1","S1pr1","mouseconsensus"
"Il12b","Boc","mouseconsensus"
"Pcsk9","Cd81","mouseconsensus"
"Tac1","Dpp4","mouseconsensus"
"Sema3g","Fcgr3","mouseconsensus"
"Ltf","Treml2","mouseconsensus"
"F8","Lrp2","mouseconsensus"
"Prl","Erbb2","mouseconsensus"
"Ltf","Igdcc4","mouseconsensus"
"Pam","Dpp4","mouseconsensus"
"Fgf1","Itgb3","mouseconsensus"
"Tac1","Fap","mouseconsensus"
"Bdnf","Erbb2","mouseconsensus"
"Lep","Islr2","mouseconsensus"
"Nrg2","Mog","mouseconsensus"
"Cd40lg","Cd53","mouseconsensus"
"S100a4","Erbb3","mouseconsensus"
"Ado","Adora3","mouseconsensus"
"Sema3e","Nrp2","mouseconsensus"
"Fstl5","Ceacam19","mouseconsensus"
"Apoo","Il1rapl2","mouseconsensus"
"Amh","Grem2","mouseconsensus"
"Btn1a1","Tarm1","mouseconsensus"
"Cntn4","Aplp1","mouseconsensus"
"Npy","Adrb1","mouseconsensus"
"Rspo3","Znrf3","mouseconsensus"
"Btn1a1","Negr1","mouseconsensus"
"Ltf","Tnfrsf11b","mouseconsensus"
"Sema3g","Gp6","mouseconsensus"
"Wfikkn2","Igdcc4","mouseconsensus"
"F12","Gp5","mouseconsensus"
"Fgf2","Itgb3","mouseconsensus"
"Cd40lg","Cd9","mouseconsensus"
"Bmp15","Tgfbr1","mouseconsensus"
"Wfikkn2","Prtg","mouseconsensus"
"Adm","Dclk3","mouseconsensus"
"Angptl1","Itga1_Itgb1","mouseconsensus"
"Nr0b2","Fgfrl1","mouseconsensus"
"Grp","Fap","mouseconsensus"
"Vegfa","Cd44","mouseconsensus"
"Slitrk1","Tnfrsf11b","mouseconsensus"
"Timp3","Ddr1","mouseconsensus"
"Sparc","Fgfr1","mouseconsensus"
"Ngf","Erbb2","mouseconsensus"
"Slc6a8","Lifr","mouseconsensus"
"F11","Gp1bb","mouseconsensus"
"Sparc","Eng","mouseconsensus"
"Vwf","Itga4","mouseconsensus"
"Hapln1","Prtg","mouseconsensus"
"F11","Gp9","mouseconsensus"
"Lgals3","Eng","mouseconsensus"
"Nrg2","Nrp2","mouseconsensus"
"Hapln1","Treml2","mouseconsensus"
"Egf","Tnfrsf11b","mouseconsensus"
"Bmp4","Grem2","mouseconsensus"
"Nrg2","Lrrtm2","mouseconsensus"
"Rspo4","Znrf3","mouseconsensus"
"Cxcl10","Tlr4","mouseconsensus"
"Wfikkn2","Igdcc3","mouseconsensus"
"Pcsk9","Lrp8","mouseconsensus"
"F11","Gp5","mouseconsensus"
"Mia","Itgb1","mouseconsensus"
"Impg2","Prlr","mouseconsensus"
"Vwf","Itgb1","mouseconsensus"
"Il21","Il4ra","mouseconsensus"
"Igfbpl1","Dcc","mouseconsensus"
"Igsf10","Mag","mouseconsensus"
"S100a10","Htr1b","mouseconsensus"
"Adm2","Dclk3","mouseconsensus"
"Fgb","Cdh5","mouseconsensus"
"Pcsk9","Cd36","mouseconsensus"
"Slitrk1","Enpep","mouseconsensus"
"Il5","Csf2ra","mouseconsensus"
"Cd59b","Stab1","mouseconsensus"
"Fstl5","Cntn5","mouseconsensus"
"Kitl","Lrrn3","mouseconsensus"
"Il10","Cd27","mouseconsensus"
"Mia","Itga5","mouseconsensus"
"Vip","Adrb1","mouseconsensus"
"Rarres1","Nrp2","mouseconsensus"
"Bpi","Slamf9","mouseconsensus"
"Igsf1","Acvr1b","mouseconsensus"
"Frs3","Fgfr1","mouseconsensus"
"Socs2","Epor","mouseconsensus"
"Pi16","Mfap3l","mouseconsensus"
"Hapln1","Il1rl1","mouseconsensus"
"Il11","Il6ra","mouseconsensus"
"Vwf","Itga9","mouseconsensus"
"Tgfb1","Lpp","mouseconsensus"
"Adm","Ackr3","mouseconsensus"
"Hapln1","Igdcc4","mouseconsensus"
"Igsf10","Slamf9","mouseconsensus"
"Etv5","Erbb2","mouseconsensus"
"Ccl5","Dpp4","mouseconsensus"
"Gpc3","Flt1","mouseconsensus"
"Hapln1","Tnfrsf11b","mouseconsensus"
"Cntn6","Ptprg","mouseconsensus"
"Mbl2","C1qb","mouseconsensus"
"Ado","Adora2b","mouseconsensus"
"Scel","Eng","mouseconsensus"
"Apob","Trem2","mouseconsensus"
"Clcf1","Sorl1","mouseconsensus"
"Gpc3","Unc5c","mouseconsensus"
"F12","Gp9","mouseconsensus"
"Ghrh","Dpp4","mouseconsensus"
"Fstl5","Gp6","mouseconsensus"
"Ltf","Boc","mouseconsensus"
"Snx14","Htr6","mouseconsensus"
"Slit2","Plxna1","mouseconsensus"
"Ltf","Ager","mouseconsensus"
"Il10","Cd70","mouseconsensus"
"Ado","Adora1","mouseconsensus"
"F12","Gp1bb","mouseconsensus"
"Gdf11","Acvr1c","mouseconsensus"
"Gpc3","Vsig10l","mouseconsensus"
"Ifng","Mpl","mouseconsensus"
"Fstl5","Il6ra","mouseconsensus"
"Mbl2","Lrp1","mouseconsensus"
"Hapln1","Ager","mouseconsensus"
"Il6","Musk","mouseconsensus"
"Ntn1","Dscam","mouseconsensus"
"Agrp","Mc1r","mouseconsensus"
"Il4","Il21r","mouseconsensus"
"Gip","Fap","mouseconsensus"
"Gpc3","Unc5d","mouseconsensus"
"Agrp","Sdc1","mouseconsensus"
"Pi16","Tnfrsf21","mouseconsensus"
"Rspo1","Rnf43","mouseconsensus"
"Rspo4","Rnf43","mouseconsensus"
"Fstl5","Chl1","mouseconsensus"
"Pomc","Mrap","mouseconsensus"
"Gpc3","Tnfrsf11b","mouseconsensus"
"Tnfsf10","Ccr6","mouseconsensus"
"Il23a","Gp6","mouseconsensus"
"Npy","Adrb2","mouseconsensus"
"Il6","Fcgr4","mouseconsensus"
"Lgals3","Mcam","mouseconsensus"
"Ltf","Il1rl1","mouseconsensus"
"Pam","Fap","mouseconsensus"
"Fstl5","Sdk2","mouseconsensus"
"F8","Lrp4","mouseconsensus"
"Rspo3","Rnf43","mouseconsensus"
"Scube2","Kdr","mouseconsensus"
"Mfge8","Itgb5","mouseconsensus"
"Bmp7","Acvr1b","mouseconsensus"
"Il10","Ifnlr1","mouseconsensus"
"Ado","Adora2a","mouseconsensus"
"Lcn2","Fcgr3","mouseconsensus"
"Mia","Itga4","mouseconsensus"
"Cntf","Crlf1","mouseconsensus"
"Nrg3","Egfr","mouseconsensus"
"Csf1","Csf2ra","mouseconsensus"
"Csf3","Csf2ra","mouseconsensus"
"Bmp6","Amhr2","mouseconsensus"
"Gdf11","Actr2","mouseconsensus"
"Gdf1","Actr2","mouseconsensus"
"Inhba","Actr2","mouseconsensus"
"Bmp7","Actr2","mouseconsensus"
"Bmp2","Actr2","mouseconsensus"
"Bmp15","Actr2","mouseconsensus"
"Csf1","Csf3r","mouseconsensus"
"Il1f9","Ifnar1","mouseconsensus"
"Il1f9","Ifnar2","mouseconsensus"
"Adm","Mrgprb1","mouseconsensus"
"Adm","Mrgprx2","mouseconsensus"
"Apob","Eno1","mouseconsensus"
"Apob","Gm5506","mouseconsensus"
"C4a","C3ar1","mouseconsensus"
"C4b","C3ar1","mouseconsensus"
"C4a","C5ar2","mouseconsensus"
"C4b","C5ar2","mouseconsensus"
"C4a","Cd46","mouseconsensus"
"C4b","Cd46","mouseconsensus"
"C4a","Cr2","mouseconsensus"
"C4b","Cr2","mouseconsensus"
"C4a","Nrp1","mouseconsensus"
"C4b","Nrp1","mouseconsensus"
"Ccl27b","Ackr2","mouseconsensus"
"Gm13306","Ackr2","mouseconsensus"
"Gm2506","Ackr2","mouseconsensus"
"LOC100861978","Ackr2","mouseconsensus"
"Ccl27b","Adra2a","mouseconsensus"
"Gm13306","Adra2a","mouseconsensus"
"Gm2506","Adra2a","mouseconsensus"
"LOC100861978","Adra2a","mouseconsensus"
"Ccl27b","Ccr10","mouseconsensus"
"Gm13306","Ccr10","mouseconsensus"
"Gm2506","Ccr10","mouseconsensus"
"LOC100861978","Ccr10","mouseconsensus"
"Ccl27b","Ccr2","mouseconsensus"
"Gm13306","Ccr2","mouseconsensus"
"Gm2506","Ccr2","mouseconsensus"
"LOC100861978","Ccr2","mouseconsensus"
"Ccl27b","Ccr3","mouseconsensus"
"Gm13306","Ccr3","mouseconsensus"
"Gm2506","Ccr3","mouseconsensus"
"LOC100861978","Ccr3","mouseconsensus"
"Ccl27b","Grm7","mouseconsensus"
"Gm13306","Grm7","mouseconsensus"
"Gm2506","Grm7","mouseconsensus"
"LOC100861978","Grm7","mouseconsensus"
"Ccl27b","Mtnr1a","mouseconsensus"
"Gm13306","Mtnr1a","mouseconsensus"
"Gm2506","Mtnr1a","mouseconsensus"
"LOC100861978","Mtnr1a","mouseconsensus"
"Cd200","Cd200r2","mouseconsensus"
"Cd200","Cd200r4","mouseconsensus"
"Cd209e","Ceacam1","mouseconsensus"
"Cd209e","Ceacam2","mouseconsensus"
"Ceacam1","Egfr","mouseconsensus"
"Ceacam2","Egfr","mouseconsensus"
"Ceacam1","Havcr2","mouseconsensus"
"Ceacam2","Havcr2","mouseconsensus"
"Clec1b","Klrb1a","mouseconsensus"
"Clec1b","Klrb1b","mouseconsensus"
"Clec1b","Klrb1c","mouseconsensus"
"Clec3a","Clec10a","mouseconsensus"
"Clec3a","Mgl2","mouseconsensus"
"Cort","Mrgprb1","mouseconsensus"
"Cort","Mrgprx2","mouseconsensus"
"Dsg1a","Dsc3","mouseconsensus"
"Dsg1b","Dsc3","mouseconsensus"
"Gm3934","Egfr","mouseconsensus"
"Gstp1","Egfr","mouseconsensus"
"Gstp2","Egfr","mouseconsensus"
"Gm3934","Traf2","mouseconsensus"
"Gstp1","Traf2","mouseconsensus"
"Gstp2","Traf2","mouseconsensus"
"H2-DMb1","Cd4","mouseconsensus"
"H2-DMb2","Cd4","mouseconsensus"
"C920025E04Rik","Cd8a","mouseconsensus"
"H2-T23","Cd8a","mouseconsensus"
"C920025E04Rik","Cd8b1","mouseconsensus"
"H2-T23","Cd8b1","mouseconsensus"
"Gm11127","Cd8a","mouseconsensus"
"Gm7030","Cd8a","mouseconsensus"
"Gm11127","Cd8b1","mouseconsensus"
"Gm7030","Cd8b1","mouseconsensus"
"Igsf10","Cd200r2","mouseconsensus"
"Igsf10","Cd200r4","mouseconsensus"
"Gm13305","Cd40","mouseconsensus"
"Gm2002","Cd40","mouseconsensus"
"Il11ra1","Cd40","mouseconsensus"
"Il11ra2","Cd40","mouseconsensus"
"LOC100861969","Cd40","mouseconsensus"
"Il22","Il10ra","mouseconsensus"
"Iltifb","Il10ra","mouseconsensus"
"Il22","Il20ra","mouseconsensus"
"Iltifb","Il20ra","mouseconsensus"
"Il22","Il21r","mouseconsensus"
"Iltifb","Il21r","mouseconsensus"
"Il22","Il22ra2","mouseconsensus"
"Iltifb","Il22ra2","mouseconsensus"
"Kng1","Adra2a","mouseconsensus"
"Kng2","Adra2a","mouseconsensus"
"Kng1","Bdkrb1","mouseconsensus"
"Kng2","Bdkrb1","mouseconsensus"
"Kng1","Bdkrb2","mouseconsensus"
"Kng2","Bdkrb2","mouseconsensus"
"Kng1","Cd93","mouseconsensus"
"Kng2","Cd93","mouseconsensus"
"Kng1","Gp1ba","mouseconsensus"
"Kng2","Gp1ba","mouseconsensus"
"Kng1","Gpr135","mouseconsensus"
"Kng2","Gpr135","mouseconsensus"
"Kng1","Grm7","mouseconsensus"
"Kng2","Grm7","mouseconsensus"
"Kng1","Itgam","mouseconsensus"
"Kng2","Itgam","mouseconsensus"
"Kng1","Itgb2","mouseconsensus"
"Kng2","Itgb2","mouseconsensus"
"Kng1","Mtnr1a","mouseconsensus"
"Kng2","Mtnr1a","mouseconsensus"
"Kng1","Plaur","mouseconsensus"
"Kng2","Plaur","mouseconsensus"
"Kng1","Rxfp4","mouseconsensus"
"Kng2","Rxfp4","mouseconsensus"
"Kng1","Sdc2","mouseconsensus"
"Kng2","Sdc2","mouseconsensus"
"Gp49a","Lair1","mouseconsensus"
"Lilrb4","Lair1","mouseconsensus"
"Lyz1","Itgal","mouseconsensus"
"Lyz2","Itgal","mouseconsensus"
"Prn","Rpsa","mouseconsensus"
"Prnd","Rpsa","mouseconsensus"
"Try4","F2r","mouseconsensus"
"Try5","F2r","mouseconsensus"
"Try4","F2rl1","mouseconsensus"
"Try5","F2rl1","mouseconsensus"
"Try4","F2rl2","mouseconsensus"
"Try5","F2rl2","mouseconsensus"
"Try4","F2rl3","mouseconsensus"
"Try5","F2rl3","mouseconsensus"
"Try4","Pard3","mouseconsensus"
"Try5","Pard3","mouseconsensus"
"Ear11","Tlr2","mouseconsensus"
"Ear5","Tlr2","mouseconsensus"
"Saa1","Adra2a","mouseconsensus"
"Saa2","Adra2a","mouseconsensus"
"Saa1","Cd36","mouseconsensus"
"Saa2","Cd36","mouseconsensus"
"Saa1","Fpr1","mouseconsensus"
"Saa2","Fpr1","mouseconsensus"
"Saa1","Fpr2","mouseconsensus"
"Saa2","Fpr2","mouseconsensus"
"Saa1","Grm7","mouseconsensus"
"Saa2","Grm7","mouseconsensus"
"Saa1","Mtnr1a","mouseconsensus"
"Saa2","Mtnr1a","mouseconsensus"
"Saa1","Scarb1","mouseconsensus"
"Saa2","Scarb1","mouseconsensus"
"Saa1","Tlr2","mouseconsensus"
"Saa2","Tlr2","mouseconsensus"
"Sele","Ceacam1","mouseconsensus"
"Sele","Ceacam2","mouseconsensus"
"Serpina1a","Lrp1","mouseconsensus"
"Serpina1b","Lrp1","mouseconsensus"
"Serpina1c","Lrp1","mouseconsensus"
"Serpina1d","Lrp1","mouseconsensus"
"Serpina1e","Lrp1","mouseconsensus"
