"source_genesymbol","target_genesymbol","resource"
"Fgf15","Fgfr4","mouseconsensus"
"Fgf15","Fgfr3","mouseconsensus"
"Fgf15","Klb","mouseconsensus"
"Il33","Il1rap_Il1rl1","mouseconsensus"
"Cer1","Mrc2","mouseconsensus"
"Angptl1","Pirb","mouseconsensus"
"Angptl1","Tek","mouseconsensus"
"Olfm2","Robo2","mouseconsensus"
"Lgi1","Adam23","mouseconsensus"
"Lgi1","Rtn4r","mouseconsensus"
"Bmp15","Bmpr1b_Bmpr2","mouseconsensus"
"Bmp15","Acvr2a","mouseconsensus"
"Bmp15","Bmpr1a","mouseconsensus"
"Wnt11","Fzd9","mouseconsensus"
"Wnt11","Musk","mouseconsensus"
"Wnt11","Fzd6","mouseconsensus"
"Wnt11","Fzd7","mouseconsensus"
"Wnt11","Fzd5","mouseconsensus"
"Wnt11","Fzd2","mouseconsensus"
"Wnt11","Fzd8","mouseconsensus"
"Wnt11","Fzd3","mouseconsensus"
"Wnt11","Fzd4","mouseconsensus"
"Wnt11","Fzd10","mouseconsensus"
"Hp","Tlr4","mouseconsensus"
"Hp","Itgb2","mouseconsensus"
"Hp","Asgr1","mouseconsensus"
"Hp","Asgr2","mouseconsensus"
"Hp","Itgam","mouseconsensus"
"Hp","Cd22","mouseconsensus"
"Hp","Cd163","mouseconsensus"
"Plg","F2rl2","mouseconsensus"
"Plg","Itgb2","mouseconsensus"
"Plg","Itgb1","mouseconsensus"
"Plg","Itgam","mouseconsensus"
"Plg","Igf2r","mouseconsensus"
"Plg","F3","mouseconsensus"
"Plg","Flt1","mouseconsensus"
"Plg","F2r","mouseconsensus"
"Plg","F2rl1","mouseconsensus"
"Plg","Plaur","mouseconsensus"
"Plg","Itga9","mouseconsensus"
"Plg","Pard3","mouseconsensus"
"Plg","F2rl3","mouseconsensus"
"Agt","Mas1","mouseconsensus"
"Agt","Adra2a","mouseconsensus"
"Agt","Agtr1a","mouseconsensus"
"Agt","Mtnr1a","mouseconsensus"
"Agt","Agtr2","mouseconsensus"
"Agt","Lrp2","mouseconsensus"
"Agt","Grm7","mouseconsensus"
"Pdgfb","Pdgfra_Pdgfrb","mouseconsensus"
"Pdgfb","Itgav","mouseconsensus"
"Pdgfb","S1pr1","mouseconsensus"
"Pdgfb","Lrp1","mouseconsensus"
"Egf","Egfr_Erbb2","mouseconsensus"
"Egf","Nrp1","mouseconsensus"
"Egf","Ldlr","mouseconsensus"
"Egf","Adrb2","mouseconsensus"
"Egf","Erbb3","mouseconsensus"
"Egf","Fshr","mouseconsensus"
"Egf","Axl","mouseconsensus"
"Egf","Lrp2","mouseconsensus"
"Egf","Erbb4","mouseconsensus"
"Tgfb1","Itgav_Itgb6","mouseconsensus"
"Tgfb1","Acvr1b_Tgfbr2","mouseconsensus"
"Tgfb1","Tgfbr1_Tgfbr2","mouseconsensus"
"Tgfb1","Acvr1_Tgfbr1_Tgfbr2","mouseconsensus"
"Tgfb1","Acvr1_Tgfbr2","mouseconsensus"
"Tgfb1","Acvr1c_Tgfbr2","mouseconsensus"
"Tgfb1","Egfr","mouseconsensus"
"Tgfb1","Itgb3","mouseconsensus"
"Tgfb1","Itgb1","mouseconsensus"
"Tgfb1","Itgb5","mouseconsensus"
"Tgfb1","Itgb8","mouseconsensus"
"Tgfb1","Sdc2","mouseconsensus"
"Tgfb1","Acvrl1","mouseconsensus"
"Tgfb1","Cxcr4","mouseconsensus"
"Tgfb1","Tgfbr3","mouseconsensus"
"Tgfb1","Vasn","mouseconsensus"
"Ngf","Ntrk1","mouseconsensus"
"Ngf","Ngfr","mouseconsensus"
"Ngf","Sorcs2","mouseconsensus"
"Nppa","Npr1","mouseconsensus"
"Nppa","Npr3","mouseconsensus"
"Nppa","Npr2","mouseconsensus"
"Oxt","Avpr2","mouseconsensus"
"Oxt","Oxtr","mouseconsensus"
"Oxt","Avpr1a","mouseconsensus"
"Oxt","Avpr1b","mouseconsensus"
"Avp","Ramp2","mouseconsensus"
"Avp","Ramp3","mouseconsensus"
"Avp","Ldlr","mouseconsensus"
"Avp","Adrb2","mouseconsensus"
"Avp","Adrb3","mouseconsensus"
"Avp","Tshr","mouseconsensus"
"Avp","Avpr2","mouseconsensus"
"Avp","Oxtr","mouseconsensus"
"Avp","Vipr1","mouseconsensus"
"Avp","Avpr1a","mouseconsensus"
"Avp","Adcyap1r1","mouseconsensus"
"Avp","Avpr1b","mouseconsensus"
"Avp","Lrp2","mouseconsensus"
"Avp","Pth1r","mouseconsensus"
"Avp","Gpr20","mouseconsensus"
"Avp","Gpr84","mouseconsensus"
"Pomc","Ramp2","mouseconsensus"
"Pomc","Ramp3","mouseconsensus"
"Pomc","Adrb2","mouseconsensus"
"Pomc","Adra2a","mouseconsensus"
"Pomc","Adrb3","mouseconsensus"
"Pomc","Tshr","mouseconsensus"
"Pomc","Vipr1","mouseconsensus"
"Pomc","Mc4r","mouseconsensus"
"Pomc","Mc5r","mouseconsensus"
"Pomc","Oprm1","mouseconsensus"
"Pomc","Oprk1","mouseconsensus"
"Pomc","Oprl1","mouseconsensus"
"Pomc","Adcyap1r1","mouseconsensus"
"Pomc","Mc3r","mouseconsensus"
"Pomc","Mtnr1a","mouseconsensus"
"Pomc","Mc2r","mouseconsensus"
"Pomc","Mc1r","mouseconsensus"
"Pomc","Pth1r","mouseconsensus"
"Pomc","Grm7","mouseconsensus"
"Pomc","Gpr20","mouseconsensus"
"Pomc","Gpr84","mouseconsensus"
"Penk","Adra2a","mouseconsensus"
"Penk","Oprm1","mouseconsensus"
"Penk","Oprk1","mouseconsensus"
"Penk","Oprl1","mouseconsensus"
"Penk","Mtnr1a","mouseconsensus"
"Penk","Grm7","mouseconsensus"
"Penk","Mrgprb2","mouseconsensus"
"Penk","Ogfr","mouseconsensus"
"Pdyn","Adra2a","mouseconsensus"
"Pdyn","Oprm1","mouseconsensus"
"Pdyn","Oprk1","mouseconsensus"
"Pdyn","Oprl1","mouseconsensus"
"Pdyn","Mtnr1a","mouseconsensus"
"Pdyn","Grm7","mouseconsensus"
"Cga","Ramp2","mouseconsensus"
"Cga","Ramp3","mouseconsensus"
"Cga","Adrb2","mouseconsensus"
"Cga","Adrb3","mouseconsensus"
"Cga","Tshr","mouseconsensus"
"Cga","Lhcgr","mouseconsensus"
"Cga","Fshr","mouseconsensus"
"Cga","Vipr1","mouseconsensus"
"Cga","Adcyap1r1","mouseconsensus"
"Cga","Pth1r","mouseconsensus"
"Cga","Gpr20","mouseconsensus"
"Cga","Gpr84","mouseconsensus"
"Tshb","Ramp2","mouseconsensus"
"Tshb","Ramp3","mouseconsensus"
"Tshb","Adrb2","mouseconsensus"
"Tshb","Adrb3","mouseconsensus"
"Tshb","Tshr","mouseconsensus"
"Tshb","Vipr1","mouseconsensus"
"Tshb","Adcyap1r1","mouseconsensus"
"Tshb","Pth1r","mouseconsensus"
"Tshb","Gpr20","mouseconsensus"
"Tshb","Gpr84","mouseconsensus"
"Fshb","Ramp2","mouseconsensus"
"Fshb","Ramp3","mouseconsensus"
"Fshb","Adrb2","mouseconsensus"
"Fshb","Adrb3","mouseconsensus"
"Fshb","Tshr","mouseconsensus"
"Fshb","Fshr","mouseconsensus"
"Fshb","Vipr1","mouseconsensus"
"Fshb","Adcyap1r1","mouseconsensus"
"Fshb","Pth1r","mouseconsensus"
"Fshb","Gpr20","mouseconsensus"
"Fshb","Gpr84","mouseconsensus"
"Lhb","Ramp2","mouseconsensus"
"Lhb","Ramp3","mouseconsensus"
"Lhb","Adrb2","mouseconsensus"
"Lhb","Adrb3","mouseconsensus"
"Lhb","Tshr","mouseconsensus"
"Lhb","Lhcgr","mouseconsensus"
"Lhb","Vipr1","mouseconsensus"
"Lhb","Adcyap1r1","mouseconsensus"
"Lhb","Pth1r","mouseconsensus"
"Lhb","Gpr20","mouseconsensus"
"Lhb","Gpr84","mouseconsensus"
"Prl","Prlr","mouseconsensus"
"Tg","Tpo","mouseconsensus"
"Tg","Asgr1","mouseconsensus"
"Tg","Lrp2","mouseconsensus"
"Pth","Ramp2","mouseconsensus"
"Pth","Ramp3","mouseconsensus"
"Pth","Lrp6","mouseconsensus"
"Pth","Adrb2","mouseconsensus"
"Pth","Adrb3","mouseconsensus"
"Pth","Tshr","mouseconsensus"
"Pth","Vipr1","mouseconsensus"
"Pth","Adcyap1r1","mouseconsensus"
"Pth","Pth2r","mouseconsensus"
"Pth","Pth1r","mouseconsensus"
"Pth","Gpr20","mouseconsensus"
"Pth","Gpr84","mouseconsensus"
"Vip","Ramp1","mouseconsensus"
"Vip","Ramp2","mouseconsensus"
"Vip","Ramp3","mouseconsensus"
"Vip","Adrb2","mouseconsensus"
"Vip","Adrb3","mouseconsensus"
"Vip","Tshr","mouseconsensus"
"Vip","Npr3","mouseconsensus"
"Vip","Vipr1","mouseconsensus"
"Vip","Avpr1a","mouseconsensus"
"Vip","Adcyap1r1","mouseconsensus"
"Vip","Vipr2","mouseconsensus"
"Vip","Sctr","mouseconsensus"
"Vip","Pth1r","mouseconsensus"
"Vip","Gpr20","mouseconsensus"
"Vip","Gpr84","mouseconsensus"
"Ghrh","Ramp2","mouseconsensus"
"Ghrh","Ramp3","mouseconsensus"
"Ghrh","Adrb2","mouseconsensus"
"Ghrh","Adrb3","mouseconsensus"
"Ghrh","Tshr","mouseconsensus"
"Ghrh","Vipr1","mouseconsensus"
"Ghrh","Adcyap1r1","mouseconsensus"
"Ghrh","Vipr2","mouseconsensus"
"Ghrh","Ghrhr","mouseconsensus"
"Ghrh","Pth1r","mouseconsensus"
"Ghrh","Ghsr","mouseconsensus"
"Ghrh","Gpr20","mouseconsensus"
"Ghrh","Gpr84","mouseconsensus"
"Ppy","Adra2a","mouseconsensus"
"Ppy","Npy1r","mouseconsensus"
"Ppy","Mtnr1a","mouseconsensus"
"Ppy","Npy2r","mouseconsensus"
"Ppy","Grm7","mouseconsensus"
"Ppy","Npy5r","mouseconsensus"
"Ppy","Gpr83","mouseconsensus"
"Npy","Adra2a","mouseconsensus"
"Npy","Npy1r","mouseconsensus"
"Npy","Mc4r","mouseconsensus"
"Npy","Mtnr1a","mouseconsensus"
"Npy","Npy2r","mouseconsensus"
"Npy","Prlhr","mouseconsensus"
"Npy","Grm7","mouseconsensus"
"Npy","Npy5r","mouseconsensus"
"Npy","Gpr83","mouseconsensus"
"Npy","Npffr2","mouseconsensus"
"Ins2","Insr","mouseconsensus"
"Ins2","Igf1r","mouseconsensus"
"Ins2","Lrp2","mouseconsensus"
"Igf2","Itgav_Itgb3","mouseconsensus"
"Igf2","Itga6_Itgb4","mouseconsensus"
"Igf2","Insr","mouseconsensus"
"Igf2","Igf1r","mouseconsensus"
"Igf2","Igf2r","mouseconsensus"
"Igf2","Gpr152","mouseconsensus"
"Gast","Cckbr","mouseconsensus"
"Gast","Gpr152","mouseconsensus"
"Lta","Tnfrsf1a","mouseconsensus"
"Lta","Tnfrsf1b","mouseconsensus"
"Lta","Tnfrsf14","mouseconsensus"
"Ifnb1","Ifnar1_Ifnar2","mouseconsensus"
"Ifng","Ifngr1_Ifngr2","mouseconsensus"
"Il1a","Il1r1_Il1rap","mouseconsensus"
"Il1a","Il1r2_Il1rap","mouseconsensus"
"Il1b","Il1r1_Il1rap","mouseconsensus"
"Il1b","Il1r2_Il1rap","mouseconsensus"
"Il1b","Adrb2","mouseconsensus"
"Il1b","Sigirr","mouseconsensus"
"Epo","Epor","mouseconsensus"
"Epo","Ephb4","mouseconsensus"
"Apoa1","Ldlr","mouseconsensus"
"Apoa1","Lrp2","mouseconsensus"
"Apoa1","Lrp1","mouseconsensus"
"Apoe","Lrp4","mouseconsensus"
"Apoe","Lrp5","mouseconsensus"
"Apoe","Lrp6","mouseconsensus"
"Apoe","Ldlr","mouseconsensus"
"Apoe","Sdc2","mouseconsensus"
"Apoe","Vldlr","mouseconsensus"
"Apoe","Lrp2","mouseconsensus"
"Apoe","Lrp1","mouseconsensus"
"Apoe","Lrp8","mouseconsensus"
"Apoe","Lsr","mouseconsensus"
"Apoe","Scarb1","mouseconsensus"
"Apoe","Trem2","mouseconsensus"
"Apoa2","Ldlr","mouseconsensus"
"Apoa2","Lrp2","mouseconsensus"
"Apoa2","Lrp1","mouseconsensus"
"Apoc2","Ldlr","mouseconsensus"
"Apoc2","Lrp2","mouseconsensus"
"Apoc2","Lrp1","mouseconsensus"
"Ttr","Ngfr","mouseconsensus"
"Gc","Lrp2","mouseconsensus"
"Pf4","Ldlr","mouseconsensus"
"Pf4","Thbd","mouseconsensus"
"Pf4","Adra2a","mouseconsensus"
"Pf4","Fgfr2","mouseconsensus"
"Pf4","Sdc2","mouseconsensus"
"Pf4","Mtnr1a","mouseconsensus"
"Pf4","Cxcr3","mouseconsensus"
"Pf4","Lrp1","mouseconsensus"
"Pf4","Grm7","mouseconsensus"
"Pf4","Procr","mouseconsensus"
"Cxcl10","Adra2a","mouseconsensus"
"Cxcl10","Mtnr1a","mouseconsensus"
"Cxcl10","Cxcr3","mouseconsensus"
"Cxcl10","Ccr3","mouseconsensus"
"Cxcl10","Grm7","mouseconsensus"
"Trf","Ldlr","mouseconsensus"
"Trf","Tfrc","mouseconsensus"
"Trf","Adrb2","mouseconsensus"
"Trf","Lrp2","mouseconsensus"
"Trf","Tfr2","mouseconsensus"
"Hpx","Lrp1","mouseconsensus"
"Ang","Plxnb2","mouseconsensus"
"Ang","Egfr","mouseconsensus"
"Amh","Amhr2_Bmpr1b","mouseconsensus"
"Amh","Amhr2_Bmpr1a","mouseconsensus"
"Amh","Acvr1_Amhr2","mouseconsensus"
"Amh","Egfr","mouseconsensus"
"Pdgfa","Pdgfrb","mouseconsensus"
"Pdgfa","Pdgfra","mouseconsensus"
"Apob","Tlr4","mouseconsensus"
"Apob","Lrp6","mouseconsensus"
"Apob","Ldlr","mouseconsensus"
"Apob","Itgb2","mouseconsensus"
"Apob","Adrb2","mouseconsensus"
"Apob","Itgam","mouseconsensus"
"Apob","Olr1","mouseconsensus"
"Apob","Vldlr","mouseconsensus"
"Apob","Lrp2","mouseconsensus"
"Apob","Lrp1","mouseconsensus"
"Apob","Lrp8","mouseconsensus"
"Apob","Lsr","mouseconsensus"
"Apob","Tlr6","mouseconsensus"
"Csf2","Csf2ra_Csf2rb","mouseconsensus"
"Csf2","Itgb1","mouseconsensus"
"Csf2","Csf1r","mouseconsensus"
"Csf2","Il3ra","mouseconsensus"
"Csf2","Sdc2","mouseconsensus"
"Csf2","Itga9","mouseconsensus"
"Csf2","Csf3r","mouseconsensus"
"Wnt1","Fzd9_Lrp5","mouseconsensus"
"Wnt1","Fzd9_Lrp6","mouseconsensus"
"Wnt1","Fzd6_Lrp5","mouseconsensus"
"Wnt1","Fzd6_Lrp6","mouseconsensus"
"Wnt1","Fzd7_Lrp5","mouseconsensus"
"Wnt1","Fzd7_Lrp6","mouseconsensus"
"Wnt1","Fzd5_Lrp5","mouseconsensus"
"Wnt1","Fzd2_Lrp5","mouseconsensus"
"Wnt1","Fzd8_Lrp5","mouseconsensus"
"Wnt1","Fzd3_Lrp5","mouseconsensus"
"Wnt1","Fzd4_Lrp5","mouseconsensus"
"Wnt1","Fzd10_Lrp5","mouseconsensus"
"Wnt1","Fzd1_Lrp5","mouseconsensus"
"Wnt1","Fzd5_Lrp6","mouseconsensus"
"Wnt1","Fzd2_Lrp6","mouseconsensus"
"Wnt1","Fzd8_Lrp6","mouseconsensus"
"Wnt1","Fzd3_Lrp6","mouseconsensus"
"Wnt1","Fzd4_Lrp6","mouseconsensus"
"Wnt1","Fzd10_Lrp6","mouseconsensus"
"Wnt1","Fzd1_Lrp6","mouseconsensus"
"Wnt1","Cd36","mouseconsensus"
"Wnt1","Ryk","mouseconsensus"
"Wnt1","Ror2","mouseconsensus"
"Rln1","Rxfp4","mouseconsensus"
"Rln1","Rxfp2","mouseconsensus"
"Rln1","Rxfp1","mouseconsensus"
"Rln1","Rxfp3","mouseconsensus"
"Ifna11","Ifnar1_Ifnar2","mouseconsensus"
"Igf1","Itgav_Itgb3","mouseconsensus"
"Igf1","Itga6_Itgb4","mouseconsensus"
"Igf1","Insr","mouseconsensus"
"Igf1","Igf1r","mouseconsensus"
"Igf1","Igf2r","mouseconsensus"
"Apod","Lepr","mouseconsensus"
"S100a8","Tlr4","mouseconsensus"
"S100a8","Itgb2","mouseconsensus"
"S100a8","Cd36","mouseconsensus"
"S100a8","Cd68","mouseconsensus"
"S100a8","Ager","mouseconsensus"
"Inha","Tgfbr3","mouseconsensus"
"Inha","Acvr1","mouseconsensus"
"Il4","Il2rg_Il4ra","mouseconsensus"
"Il4","Il13_Il13ra1_Il4ra","mouseconsensus"
"Il4","Il13ra1_Il4ra","mouseconsensus"
"Il4","Il13ra2_Il4ra","mouseconsensus"
"Il4","Cd53","mouseconsensus"
"Il5","Csf2rb_Il5ra","mouseconsensus"
"Fgf1","Nrp1","mouseconsensus"
"Fgf1","Egfr","mouseconsensus"
"Fgf1","Fgfr1","mouseconsensus"
"Fgf1","Cd44","mouseconsensus"
"Fgf1","Fgfr2","mouseconsensus"
"Fgf1","Fgfr4","mouseconsensus"
"Fgf1","Fgfr3","mouseconsensus"
"Fgf1","Tgfbr3","mouseconsensus"
"Fgf1","Cspg4","mouseconsensus"
"Fgf1","Fgfrl1","mouseconsensus"
"Il6","Il6ra_Il6st","mouseconsensus"
"Il6","F3","mouseconsensus"
"Il6","Hrh1","mouseconsensus"
"Edn1","Ednrb","mouseconsensus"
"Edn1","Ednra","mouseconsensus"
"Cck","Cckar","mouseconsensus"
"Cck","Cckbr","mouseconsensus"
"S100a9","Tlr4","mouseconsensus"
"S100a9","Itgb2","mouseconsensus"
"S100a9","Cd36","mouseconsensus"
"S100a9","Cd68","mouseconsensus"
"S100a9","Ager","mouseconsensus"
"Apoa4","Ldlr","mouseconsensus"
"Apoa4","Lrp2","mouseconsensus"
"Apoa4","Lrp1","mouseconsensus"
"Gpi1","Ntrk1","mouseconsensus"
"Crh","Ramp2","mouseconsensus"
"Crh","Ramp3","mouseconsensus"
"Crh","Adrb2","mouseconsensus"
"Crh","Adrb3","mouseconsensus"
"Crh","Tshr","mouseconsensus"
"Crh","Vipr1","mouseconsensus"
"Crh","Crhr1","mouseconsensus"
"Crh","Adcyap1r1","mouseconsensus"
"Crh","Mc2r","mouseconsensus"
"Crh","Pth1r","mouseconsensus"
"Crh","Crhr2","mouseconsensus"
"Crh","Gpr20","mouseconsensus"
"Crh","Gpr84","mouseconsensus"
"Try10","F2rl2","mouseconsensus"
"Try10","F2r","mouseconsensus"
"Try10","F2rl1","mouseconsensus"
"Try10","Pard3","mouseconsensus"
"Try10","F2rl3","mouseconsensus"
"Prss2","F2rl2","mouseconsensus"
"Prss2","F2r","mouseconsensus"
"Prss2","F2rl1","mouseconsensus"
"Prss2","Pard3","mouseconsensus"
"Prss2","F2rl3","mouseconsensus"
"Grp","Nmbr","mouseconsensus"
"Grp","Grpr","mouseconsensus"
"Grp","Brs3","mouseconsensus"
"Dcn","Tlr4","mouseconsensus"
"Dcn","Tlr2","mouseconsensus"
"Dcn","Egfr","mouseconsensus"
"Dcn","Met","mouseconsensus"
"Dcn","Erbb4","mouseconsensus"
"Inhba","Tgfbr3","mouseconsensus"
"Inhba","Bambi","mouseconsensus"
"Fgf4","Nrp1","mouseconsensus"
"Fgf4","Fgfr1","mouseconsensus"
"Fgf4","Fgfr2","mouseconsensus"
"Fgf4","Fgfr4","mouseconsensus"
"Fgf4","Fgfr3","mouseconsensus"
"Fgf4","Fgfrl1","mouseconsensus"
"Nmb","Nmbr","mouseconsensus"
"Nmb","Grpr","mouseconsensus"
"Nmb","Brs3","mouseconsensus"
"Fgf2","Nrp1","mouseconsensus"
"Fgf2","Sdc3","mouseconsensus"
"Fgf2","Gpc4","mouseconsensus"
"Fgf2","Fgfr1","mouseconsensus"
"Fgf2","Cd44","mouseconsensus"
"Fgf2","Sdc1","mouseconsensus"
"Fgf2","Fgfr2","mouseconsensus"
"Fgf2","Fgfr4","mouseconsensus"
"Fgf2","Fgfr3","mouseconsensus"
"Fgf2","Sdc2","mouseconsensus"
"Fgf2","Fgfrl1","mouseconsensus"
"Lgals1","Itgb1","mouseconsensus"
"Lgals1","Ptprc","mouseconsensus"
"Wnt2","Fzd9_Lrp5","mouseconsensus"
"Wnt2","Fzd9_Lrp6","mouseconsensus"
"Wnt2","Fzd6_Lrp5","mouseconsensus"
"Wnt2","Fzd6_Lrp6","mouseconsensus"
"Wnt2","Fzd7_Lrp5","mouseconsensus"
"Wnt2","Fzd7_Lrp6","mouseconsensus"
"Wnt2","Fzd5_Lrp5","mouseconsensus"
"Wnt2","Fzd2_Lrp5","mouseconsensus"
"Wnt2","Fzd8_Lrp5","mouseconsensus"
"Wnt2","Fzd3_Lrp5","mouseconsensus"
"Wnt2","Fzd4_Lrp5","mouseconsensus"
"Wnt2","Fzd10_Lrp5","mouseconsensus"
"Wnt2","Fzd1_Lrp5","mouseconsensus"
"Wnt2","Fzd5_Lrp6","mouseconsensus"
"Wnt2","Fzd2_Lrp6","mouseconsensus"
"Wnt2","Fzd8_Lrp6","mouseconsensus"
"Wnt2","Fzd3_Lrp6","mouseconsensus"
"Wnt2","Fzd4_Lrp6","mouseconsensus"
"Wnt2","Fzd10_Lrp6","mouseconsensus"
"Wnt2","Fzd1_Lrp6","mouseconsensus"
"Gip","Ramp2","mouseconsensus"
"Gip","Ramp3","mouseconsensus"
"Gip","Insr","mouseconsensus"
"Gip","Adrb2","mouseconsensus"
"Gip","Adrb3","mouseconsensus"
"Gip","Tshr","mouseconsensus"
"Gip","Vipr1","mouseconsensus"
"Gip","Adcyap1r1","mouseconsensus"
"Gip","Gipr","mouseconsensus"
"Gip","Pth1r","mouseconsensus"
"Gip","Gpr20","mouseconsensus"
"Gip","Gpr84","mouseconsensus"
"Csf3","Csf1r","mouseconsensus"
"Csf3","Csf3r","mouseconsensus"
"Nps","Ramp2","mouseconsensus"
"Nps","Ramp3","mouseconsensus"
"Nps","Adrb2","mouseconsensus"
"Nps","Adrb3","mouseconsensus"
"Nps","Tshr","mouseconsensus"
"Nps","Vipr1","mouseconsensus"
"Nps","Adcyap1r1","mouseconsensus"
"Nps","Pth1r","mouseconsensus"
"Nps","Npsr1","mouseconsensus"
"Nps","Gpr20","mouseconsensus"
"Nps","Gpr84","mouseconsensus"
"Pyy","Adra2a","mouseconsensus"
"Pyy","Npy1r","mouseconsensus"
"Pyy","Mtnr1a","mouseconsensus"
"Pyy","Npy2r","mouseconsensus"
"Pyy","Grm7","mouseconsensus"
"Pyy","Npy5r","mouseconsensus"
"Pyy","Gpr83","mouseconsensus"
"Calca","Ramp1","mouseconsensus"
"Calca","Ramp2","mouseconsensus"
"Calca","Ramp3","mouseconsensus"
"Calca","Adrb2","mouseconsensus"
"Calca","Adrb3","mouseconsensus"
"Calca","Tshr","mouseconsensus"
"Calca","Vipr1","mouseconsensus"
"Calca","Adcyap1r1","mouseconsensus"
"Calca","Pth1r","mouseconsensus"
"Calca","Calcrl","mouseconsensus"
"Calca","Gpr20","mouseconsensus"
"Calca","Gpr84","mouseconsensus"
"Spp1","Itgav_Itgb3","mouseconsensus"
"Spp1","Itgav_Itgb1","mouseconsensus"
"Spp1","Itga5_Itgb1","mouseconsensus"
"Spp1","Itga4_Itgb1","mouseconsensus"
"Spp1","Itga8_Itgb1","mouseconsensus"
"Spp1","Itga9_Itgb1","mouseconsensus"
"Spp1","Itgav_Itgb5","mouseconsensus"
"Spp1","Itgav_Itgb6","mouseconsensus"
"Spp1","Cd44","mouseconsensus"
"Spp1","Ptger4","mouseconsensus"
"Spp1","Ccr8","mouseconsensus"
"Rbp3","Notch1","mouseconsensus"
"Fgf6","Fgfr1","mouseconsensus"
"Fgf6","Fgfr2","mouseconsensus"
"Fgf6","Fgfr4","mouseconsensus"
"Fgf6","Fgfr3","mouseconsensus"
"Iapp","Ramp1","mouseconsensus"
"Iapp","Ramp2","mouseconsensus"
"Iapp","Ramp3","mouseconsensus"
"Iapp","Adrb2","mouseconsensus"
"Iapp","Adrb3","mouseconsensus"
"Iapp","Tshr","mouseconsensus"
"Iapp","Vipr1","mouseconsensus"
"Iapp","Adcyap1r1","mouseconsensus"
"Iapp","Pth1r","mouseconsensus"
"Iapp","Calcrl","mouseconsensus"
"Iapp","Gpr20","mouseconsensus"
"Iapp","Gpr84","mouseconsensus"
"Fgf3","Fgfr1","mouseconsensus"
"Fgf3","Fgfr2","mouseconsensus"
"Fgf3","Fgfr4","mouseconsensus"
"Fgf3","Fgfr3","mouseconsensus"
"Fgf3","Fgfrl1","mouseconsensus"
"Scgb1a1","Lrp2","mouseconsensus"
"Fgf5","Fgfr1","mouseconsensus"
"Fgf5","Fgfr2","mouseconsensus"
"Fgf5","Fgfr4","mouseconsensus"
"Fgf5","Fgfr3","mouseconsensus"
"Pthlh","Ramp2","mouseconsensus"
"Pthlh","Ramp3","mouseconsensus"
"Pthlh","Adrb2","mouseconsensus"
"Pthlh","Adrb3","mouseconsensus"
"Pthlh","Tshr","mouseconsensus"
"Pthlh","Vipr1","mouseconsensus"
"Pthlh","Adcyap1r1","mouseconsensus"
"Pthlh","Pth2r","mouseconsensus"
"Pthlh","Prlhr","mouseconsensus"
"Pthlh","Pth1r","mouseconsensus"
"Pthlh","Gpr20","mouseconsensus"
"Pthlh","Gpr84","mouseconsensus"
"Pip","Cd4","mouseconsensus"
"Gzma","F2rl2","mouseconsensus"
"Gzma","F2r","mouseconsensus"
"Gzma","F2rl1","mouseconsensus"
"Gzma","Pard3","mouseconsensus"
"Gzma","F2rl3","mouseconsensus"
"Bmp2","Acvr2a_Bmpr1b","mouseconsensus"
"Bmp2","Acvr2b_Bmpr1b","mouseconsensus"
"Bmp2","Bmpr1b_Bmpr2","mouseconsensus"
"Bmp2","Acvr2a_Bmpr1a","mouseconsensus"
"Bmp2","Acvr2b_Bmpr1a","mouseconsensus"
"Bmp2","Bmpr1a_Bmpr2","mouseconsensus"
"Bmp2","Gpc1","mouseconsensus"
"Bmp2","Acvr1","mouseconsensus"
"Bmp2","Smo","mouseconsensus"
"Bmp4","Acvr2a_Bmpr1b","mouseconsensus"
"Bmp4","Acvr2b_Bmpr1b","mouseconsensus"
"Bmp4","Bmpr1b_Bmpr2","mouseconsensus"
"Bmp4","Acvr2a_Bmpr1a","mouseconsensus"
"Bmp4","Acvr2b_Bmpr1a","mouseconsensus"
"Bmp4","Bmpr1a_Bmpr2","mouseconsensus"
"Bmp4","Lrp6","mouseconsensus"
"Bmp3","Acvr1b_Acvr2a","mouseconsensus"
"Bmp3","Bmpr1b","mouseconsensus"
"Bmp3","Bmpr1a","mouseconsensus"
"Bmp3","Acvr2b","mouseconsensus"
"Bmp3","Bmpr2","mouseconsensus"
"Il7","Il2rg_Il7r","mouseconsensus"
"Ccl4","Ccr1","mouseconsensus"
"Ccl4","Cnr2","mouseconsensus"
"Ccl4","Ccr3","mouseconsensus"
"Ccl4","Ccr5","mouseconsensus"
"Ccl4","Ccr8","mouseconsensus"
"Ccl4","Gpr152","mouseconsensus"
"Ccl4","Gprc5d","mouseconsensus"
"Bmp1","Bmpr1b","mouseconsensus"
"Bmp1","Bmpr1a","mouseconsensus"
"Bmp1","Bmpr2","mouseconsensus"
"Ccl12","Ccr1","mouseconsensus"
"Ccl12","Ccr2","mouseconsensus"
"Ccl12","Ccr10","mouseconsensus"
"Ccl12","Ccr3","mouseconsensus"
"Ccl12","Ccr4","mouseconsensus"
"Ccl12","Ccr5","mouseconsensus"
"Ccl12","Ackr4","mouseconsensus"
"Ccl5","Ccrl2","mouseconsensus"
"Ccl5","Gpr75","mouseconsensus"
"Ccl5","Adra2a","mouseconsensus"
"Ccl5","Sdc1","mouseconsensus"
