dataset	sample	condition	sample_alias	reference	original_label	reference_label	n_cells
GSE245386	GSM7841723	MCAO	MCAO1	cortex_hippocampus	Choroid	Neuron/Other	1
GSE245386	GSM7841723	MCAO	MCAO1	cortex_hippocampus	Choroid	Oligodendrocyte	13
GSE245386	GSM7841723	MCAO	MCAO1	cortex_hippocampus	Endothelial	Astrocyte	1
GSE245386	GSM7841723	MCAO	MCAO1	cortex_hippocampus	Endothelial	Endothelial	1955
GSE245386	GSM7841723	MCAO	MCAO1	cortex_hippocampus	Endothelial	Microglia/Macrophage	39
GSE245386	GSM7841723	MCAO	MCAO1	cortex_hippocampus	Endothelial	Neuron/Other	1
GSE245386	GSM7841723	MCAO	MCAO1	cortex_hippocampus	Ependymal	Astrocyte	74
GSE245386	GSM7841723	MCAO	MCAO1	cortex_hippocampus	Ependymal	Endothelial	1
GSE245386	GSM7841723	MCAO	MCAO1	cortex_hippocampus	Ependymal	Microglia/Macrophage	5
GSE245386	GSM7841723	MCAO	MCAO1	cortex_hippocampus	Erythroid	Endothelial	72
GSE245386	GSM7841723	MCAO	MCAO1	cortex_hippocampus	Erythroid	Microglia/Macrophage	41
GSE245386	GSM7841723	MCAO	MCAO1	cortex_hippocampus	Erythroid	Oligodendrocyte	3
GSE245386	GSM7841723	MCAO	MCAO1	cortex_hippocampus	Fibroblast	Astrocyte	1
GSE245386	GSM7841723	MCAO	MCAO1	cortex_hippocampus	Fibroblast	Endothelial	1
GSE245386	GSM7841723	MCAO	MCAO1	cortex_hippocampus	Fibroblast	Fibroblast	47
GSE245386	GSM7841723	MCAO	MCAO1	cortex_hippocampus	Fibroblast	Microglia/Macrophage	8
GSE245386	GSM7841723	MCAO	MCAO1	cortex_hippocampus	Fibroblast	Mural	8
GSE245386	GSM7841723	MCAO	MCAO1	cortex_hippocampus	Fibroblast	Oligodendrocyte	2
GSE245386	GSM7841723	MCAO	MCAO1	cortex_hippocampus	Lymphocyte	Endothelial	1
GSE245386	GSM7841723	MCAO	MCAO1	cortex_hippocampus	Lymphocyte	Microglia/Macrophage	25
GSE245386	GSM7841723	MCAO	MCAO1	cortex_hippocampus	Lymphocyte	Oligodendrocyte	1
GSE245386	GSM7841723	MCAO	MCAO1	cortex_hippocampus	Microglia	Endothelial	1
GSE245386	GSM7841723	MCAO	MCAO1	cortex_hippocampus	Microglia	Microglia/Macrophage	1723
GSE245386	GSM7841723	MCAO	MCAO1	cortex_hippocampus	Myeloid	Endothelial	5
GSE245386	GSM7841723	MCAO	MCAO1	cortex_hippocampus	Myeloid	Microglia/Macrophage	1108
GSE245386	GSM7841723	MCAO	MCAO1	cortex_hippocampus	Neuron	Astrocyte	15
GSE245386	GSM7841723	MCAO	MCAO1	cortex_hippocampus	Neuron	Endothelial	4
GSE245386	GSM7841723	MCAO	MCAO1	cortex_hippocampus	Neuron	Microglia/Macrophage	21
GSE245386	GSM7841723	MCAO	MCAO1	cortex_hippocampus	Neuron	Mural	1
GSE245386	GSM7841723	MCAO	MCAO1	cortex_hippocampus	Neuron	Neuron/Other	21
GSE245386	GSM7841723	MCAO	MCAO1	cortex_hippocampus	Neuron	Oligodendrocyte	26
GSE245386	GSM7841723	MCAO	MCAO1	cortex_hippocampus	Neutrophil	Microglia/Macrophage	64
GSE245386	GSM7841723	MCAO	MCAO1	cortex_hippocampus	Neutrophil	Oligodendrocyte	1
GSE245386	GSM7841723	MCAO	MCAO1	cortex_hippocampus	OPC	Astrocyte	1
GSE245386	GSM7841723	MCAO	MCAO1	cortex_hippocampus	OPC	Microglia/Macrophage	2
GSE245386	GSM7841723	MCAO	MCAO1	cortex_hippocampus	OPC	Oligodendrocyte	50
GSE245386	GSM7841723	MCAO	MCAO1	cortex_hippocampus	Oligodendrocyte	Astrocyte	5
GSE245386	GSM7841723	MCAO	MCAO1	cortex_hippocampus	Oligodendrocyte	Endothelial	5
GSE245386	GSM7841723	MCAO	MCAO1	cortex_hippocampus	Oligodendrocyte	Microglia/Macrophage	21
GSE245386	GSM7841723	MCAO	MCAO1	cortex_hippocampus	Oligodendrocyte	Neuron/Other	2
GSE245386	GSM7841723	MCAO	MCAO1	cortex_hippocampus	Oligodendrocyte	Oligodendrocyte	795
GSE245386	GSM7841723	MCAO	MCAO1	cortex_hippocampus	Pericyte	Endothelial	22
GSE245386	GSM7841723	MCAO	MCAO1	cortex_hippocampus	Pericyte	Microglia/Macrophage	32
GSE245386	GSM7841723	MCAO	MCAO1	cortex_hippocampus	Pericyte	Mural	386
GSE245386	GSM7841723	MCAO	MCAO1	cortex_hippocampus	Pericyte	Neuron/Other	1
GSE245386	GSM7841723	MCAO	MCAO1	cortex_hippocampus	Pericyte	Oligodendrocyte	3
GSE245386	GSM7841723	MCAO	MCAO1	cortex_hippocampus	Smooth_muscle	Astrocyte	3
GSE245386	GSM7841723	MCAO	MCAO1	cortex_hippocampus	Smooth_muscle	Endothelial	4
GSE245386	GSM7841723	MCAO	MCAO1	cortex_hippocampus	Smooth_muscle	Microglia/Macrophage	29
GSE245386	GSM7841723	MCAO	MCAO1	cortex_hippocampus	Smooth_muscle	Mural	248
GSE245386	GSM7841723	MCAO	MCAO1	cortex_hippocampus	Smooth_muscle	Oligodendrocyte	3
GSE245386	GSM7841723	MCAO	MCAO1	cortex_hippocampus	Unassigned	Astrocyte	21
GSE245386	GSM7841723	MCAO	MCAO1	cortex_hippocampus	Unassigned	Endothelial	355
GSE245386	GSM7841723	MCAO	MCAO1	cortex_hippocampus	Unassigned	Microglia/Macrophage	2078
GSE245386	GSM7841723	MCAO	MCAO1	cortex_hippocampus	Unassigned	Mural	34
GSE245386	GSM7841723	MCAO	MCAO1	cortex_hippocampus	Unassigned	Neuron/Other	11
GSE245386	GSM7841723	MCAO	MCAO1	cortex_hippocampus	Unassigned	Oligodendrocyte	60
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Astrocyte	Astrocyte	660
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Astrocyte	Astroependymal	3
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Astrocyte	Endothelial	10
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Astrocyte	Microglia	11
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Astrocyte	Neuron/Other	22
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Astrocyte	Oligodendrocyte	7
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Astrocyte	Pericyte	3
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Choroid	Astrocyte	1
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Choroid	Choroid	17
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Choroid	Endothelial	2
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Choroid	Microglia	3
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Choroid	Neuron/Other	2
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Endothelial	Endothelial	2124
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Endothelial	Lymphocyte	1
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Endothelial	Macrophage	2
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Endothelial	Microglia	17
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Endothelial	Neuron/Other	1
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Endothelial	Pericyte	2
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Ependymal	Endothelial	4
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Ependymal	Ependymal	84
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Ependymal	Microglia	5
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Ependymal	Oligodendrocyte	2
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Erythroid	Astrocyte	1
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Erythroid	Dendritic	1
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Erythroid	Endothelial	34
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Erythroid	Ependymal	2
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Erythroid	Lymphocyte	2
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Erythroid	Microglia	18
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Erythroid	Neuron/Other	3
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Erythroid	Oligodendrocyte	5
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Erythroid	Pericyte	1
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Erythroid	Smooth_muscle	2
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Fibroblast	ABC	6
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Fibroblast	Fibroblast	26
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Fibroblast	Macrophage	1
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Fibroblast	Pericyte	1
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Lymphocyte	Lymphocyte	19
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Microglia	Endothelial	8
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Microglia	Macrophage	1
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Microglia	Microglia	1681
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Microglia	Neuron/Other	2
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Myeloid	Astrocyte	2
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Myeloid	Dendritic	17
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Myeloid	Endothelial	9
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Myeloid	Lymphocyte	1
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Myeloid	Macrophage	135
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Myeloid	Microglia	1014
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Myeloid	Neuron/Other	9
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Myeloid	Pericyte	1
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Myeloid	Smooth_muscle	1
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Neuron	Endothelial	1
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Neuron	Microglia	3
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Neuron	Neuron/Other	292
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Neutrophil	Dendritic	1
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Neutrophil	Endothelial	4
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Neutrophil	Microglia	17
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Neutrophil	Monocytes	47
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Neutrophil	Neuron/Other	1
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Neutrophil	Oligodendrocyte	1
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Neutrophil	Pericyte	1
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	OPC	Astrocyte	1
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	OPC	Endothelial	1
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	OPC	Fibroblast	1
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	OPC	Lymphocyte	1
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	OPC	Neuron/Other	1
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	OPC	OPC	21
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	OPC	Oligodendrocyte	71
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Oligodendrocyte	Astrocyte	6
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Oligodendrocyte	Endothelial	20
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Oligodendrocyte	Fibroblast	1
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Oligodendrocyte	Lymphocyte	4
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Oligodendrocyte	Microglia	9
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Oligodendrocyte	Neuron/Other	8
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Oligodendrocyte	Oligodendrocyte	2070
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Oligodendrocyte	Smooth_muscle	1
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Pericyte	Astrocyte	1
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Pericyte	Endothelial	15
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Pericyte	Fibroblast	1
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Pericyte	Lymphocyte	1
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Pericyte	Macrophage	3
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Pericyte	Microglia	24
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Pericyte	Oligodendrocyte	8
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Pericyte	Pericyte	624
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Pericyte	Smooth_muscle	17
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Smooth_muscle	Astrocyte	2
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Smooth_muscle	Dendritic	1
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Smooth_muscle	Endothelial	18
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Smooth_muscle	Ependymal	1
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Smooth_muscle	Lymphocyte	1
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Smooth_muscle	Macrophage	1
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Smooth_muscle	Microglia	7
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Smooth_muscle	Neuron/Other	5
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Smooth_muscle	Oligodendrocyte	9
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Smooth_muscle	Smooth_muscle	327
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Unassigned	Astrocyte	30
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Unassigned	Astroependymal	2
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Unassigned	Choroid	2
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Unassigned	Dendritic	2
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Unassigned	Endothelial	464
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Unassigned	Ependymal	8
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Unassigned	Fibroblast	7
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Unassigned	Lymphocyte	3
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Unassigned	Macrophage	22
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Unassigned	Microglia	1797
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Unassigned	Neuron/Other	81
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Unassigned	Oligodendrocyte	223
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Unassigned	Pericyte	29
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Unassigned	Smooth_muscle	15
GSE245386	GSM7841724	MCAO	MCAO2	whole_brain	Unassigned	Tanycyte	1
GSE245386	GSM7841724	MCAO	MCAO2	cortex_hippocampus	Astrocyte	Astrocyte	690
GSE245386	GSM7841724	MCAO	MCAO2	cortex_hippocampus	Astrocyte	Endothelial	7
GSE245386	GSM7841724	MCAO	MCAO2	cortex_hippocampus	Astrocyte	Microglia/Macrophage	6
GSE245386	GSM7841724	MCAO	MCAO2	cortex_hippocampus	Astrocyte	Neuron/Other	3
GSE245386	GSM7841724	MCAO	MCAO2	cortex_hippocampus	Astrocyte	Oligodendrocyte	10
GSE245386	GSM7841724	MCAO	MCAO2	cortex_hippocampus	Choroid	Astrocyte	13
GSE245386	GSM7841724	MCAO	MCAO2	cortex_hippocampus	Choroid	Endothelial	2
GSE245386	GSM7841724	MCAO	MCAO2	cortex_hippocampus	Choroid	Microglia/Macrophage	8
GSE245386	GSM7841724	MCAO	MCAO2	cortex_hippocampus	Choroid	Oligodendrocyte	2
GSE245386	GSM7841724	MCAO	MCAO2	cortex_hippocampus	Endothelial	Astrocyte	2
GSE245386	GSM7841724	MCAO	MCAO2	cortex_hippocampus	Endothelial	Endothelial	2104
GSE245386	GSM7841724	MCAO	MCAO2	cortex_hippocampus	Endothelial	Microglia/Macrophage	34
GSE245386	GSM7841724	MCAO	MCAO2	cortex_hippocampus	Endothelial	Mural	1
GSE245386	GSM7841724	MCAO	MCAO2	cortex_hippocampus	Endothelial	Neuron/Other	5
GSE245386	GSM7841724	MCAO	MCAO2	cortex_hippocampus	Endothelial	Oligodendrocyte	1
GSE245386	GSM7841724	MCAO	MCAO2	cortex_hippocampus	Ependymal	Astrocyte	76
GSE245386	GSM7841724	MCAO	MCAO2	cortex_hippocampus	Ependymal	Endothelial	2
GSE245386	GSM7841724	MCAO	MCAO2	cortex_hippocampus	Ependymal	Microglia/Macrophage	14
GSE245386	GSM7841724	MCAO	MCAO2	cortex_hippocampus	Ependymal	Oligodendrocyte	3
GSE245386	GSM7841724	MCAO	MCAO2	cortex_hippocampus	Erythroid	Astrocyte	3
GSE245386	GSM7841724	MCAO	MCAO2	cortex_hippocampus	Erythroid	Endothelial	32
GSE245386	GSM7841724	MCAO	MCAO2	cortex_hippocampus	Erythroid	Microglia/Macrophage	28
GSE245386	GSM7841724	MCAO	MCAO2	cortex_hippocampus	Erythroid	Mural	1
GSE245386	GSM7841724	MCAO	MCAO2	cortex_hippocampus	Erythroid	Oligodendrocyte	5
GSE245386	GSM7841724	MCAO	MCAO2	cortex_hippocampus	Fibroblast	Fibroblast	30
GSE245386	GSM7841724	MCAO	MCAO2	cortex_hippocampus	Fibroblast	Microglia/Macrophage	1
GSE245386	GSM7841724	MCAO	MCAO2	cortex_hippocampus	Fibroblast	Mural	2
GSE245386	GSM7841724	MCAO	MCAO2	cortex_hippocampus	Fibroblast	Oligodendrocyte	1
GSE245386	GSM7841724	MCAO	MCAO2	cortex_hippocampus	Lymphocyte	Endothelial	1
GSE245386	GSM7841724	MCAO	MCAO2	cortex_hippocampus	Lymphocyte	Microglia/Macrophage	18
GSE245386	GSM7841724	MCAO	MCAO2	cortex_hippocampus	Microglia	Endothelial	2
GSE245386	GSM7841724	MCAO	MCAO2	cortex_hippocampus	Microglia	Microglia/Macrophage	1687
GSE245386	GSM7841724	MCAO	MCAO2	cortex_hippocampus	Microglia	Oligodendrocyte	3
GSE245386	GSM7841724	MCAO	MCAO2	cortex_hippocampus	Myeloid	Endothelial	2
GSE245386	GSM7841724	MCAO	MCAO2	cortex_hippocampus	Myeloid	Microglia/Macrophage	1186
GSE245386	GSM7841724	MCAO	MCAO2	cortex_hippocampus	Myeloid	Neuron/Other	1
GSE245386	GSM7841724	MCAO	MCAO2	cortex_hippocampus	Neuron	Astrocyte	49
GSE245386	GSM7841724	MCAO	MCAO2	cortex_hippocampus	Neuron	Endothelial	4
GSE245386	GSM7841724	MCAO	MCAO2	cortex_hippocampus	Neuron	Microglia/Macrophage	41
GSE245386	GSM7841724	MCAO	MCAO2	cortex_hippocampus	Neuron	Neuron/Other	57
GSE245386	GSM7841724	MCAO	MCAO2	cortex_hippocampus	Neuron	Oligodendrocyte	145
GSE245386	GSM7841724	MCAO	MCAO2	cortex_hippocampus	Neutrophil	Endothelial	3
GSE245386	GSM7841724	MCAO	MCAO2	cortex_hippocampus	Neutrophil	Microglia/Macrophage	62
GSE245386	GSM7841724	MCAO	MCAO2	cortex_hippocampus	Neutrophil	Mural	1
GSE245386	GSM7841724	MCAO	MCAO2	cortex_hippocampus	Neutrophil	Neuron/Other	1
GSE245386	GSM7841724	MCAO	MCAO2	cortex_hippocampus	Neutrophil	Oligodendrocyte	5
GSE245386	GSM7841724	MCAO	MCAO2	cortex_hippocampus	OPC	Endothelial	2
GSE245386	GSM7841724	MCAO	MCAO2	cortex_hippocampus	OPC	Fibroblast	1
GSE245386	GSM7841724	MCAO	MCAO2	cortex_hippocampus	OPC	Microglia/Macrophage	1
GSE245386	GSM7841724	MCAO	MCAO2	cortex_hippocampus	OPC	Oligodendrocyte	93
GSE245386	GSM7841724	MCAO	MCAO2	cortex_hippocampus	Oligodendrocyte	Astrocyte	4
GSE245386	GSM7841724	MCAO	MCAO2	cortex_hippocampus	Oligodendrocyte	Endothelial	5
GSE245386	GSM7841724	MCAO	MCAO2	cortex_hippocampus	Oligodendrocyte	Microglia/Macrophage	30
GSE245386	GSM7841724	MCAO	MCAO2	cortex_hippocampus	Oligodendrocyte	Oligodendrocyte	2080
GSE245386	GSM7841724	MCAO	MCAO2	cortex_hippocampus	Pericyte	Astrocyte	1
GSE245386	GSM7841724	MCAO	MCAO2	cortex_hippocampus	Pericyte	Endothelial	13
GSE245386	GSM7841724	MCAO	MCAO2	cortex_hippocampus	Pericyte	Microglia/Macrophage	24
GSE245386	GSM7841724	MCAO	MCAO2	cortex_hippocampus	Pericyte	Mural	641
GSE245386	GSM7841724	MCAO	MCAO2	cortex_hippocampus	Pericyte	Neuron/Other	1
GSE245386	GSM7841724	MCAO	MCAO2	cortex_hippocampus	Pericyte	Oligodendrocyte	14
GSE245386	GSM7841724	MCAO	MCAO2	cortex_hippocampus	Smooth_muscle	Astrocyte	2
GSE245386	GSM7841724	MCAO	MCAO2	cortex_hippocampus	Smooth_muscle	Endothelial	7
GSE245386	GSM7841724	MCAO	MCAO2	cortex_hippocampus	Smooth_muscle	Microglia/Macrophage	17
GSE245386	GSM7841724	MCAO	MCAO2	cortex_hippocampus	Smooth_muscle	Mural	331
GSE245386	GSM7841724	MCAO	MCAO2	cortex_hippocampus	Smooth_muscle	Neuron/Other	1
GSE245386	GSM7841724	MCAO	MCAO2	cortex_hippocampus	Smooth_muscle	Oligodendrocyte	14
GSE245386	GSM7841724	MCAO	MCAO2	cortex_hippocampus	Unassigned	Astrocyte	56
GSE245386	GSM7841724	MCAO	MCAO2	cortex_hippocampus	Unassigned	Endothelial	360
GSE245386	GSM7841724	MCAO	MCAO2	cortex_hippocampus	Unassigned	Fibroblast	2
GSE245386	GSM7841724	MCAO	MCAO2	cortex_hippocampus	Unassigned	Microglia/Macrophage	1941
GSE245386	GSM7841724	MCAO	MCAO2	cortex_hippocampus	Unassigned	Mural	44
GSE245386	GSM7841724	MCAO	MCAO2	cortex_hippocampus	Unassigned	Neuron/Other	13
GSE245386	GSM7841724	MCAO	MCAO2	cortex_hippocampus	Unassigned	Oligodendrocyte	270
