dataset	sample	condition	sample_alias	reference	original_label	reference_label	n_cells
GSE174574	GSM5319990	MCAO	MCAO1	cortex_hippocampus	Ependymal	Astrocyte	67
GSE174574	GSM5319990	MCAO	MCAO1	cortex_hippocampus	Ependymal	Endothelial	3
GSE174574	GSM5319990	MCAO	MCAO1	cortex_hippocampus	Ependymal	Microglia/Macrophage	8
GSE174574	GSM5319990	MCAO	MCAO1	cortex_hippocampus	Ependymal	Mural	1
GSE174574	GSM5319990	MCAO	MCAO1	cortex_hippocampus	Ependymal	Oligodendrocyte	1
GSE174574	GSM5319990	MCAO	MCAO1	cortex_hippocampus	Erythroid	Astrocyte	7
GSE174574	GSM5319990	MCAO	MCAO1	cortex_hippocampus	Erythroid	Endothelial	70
GSE174574	GSM5319990	MCAO	MCAO1	cortex_hippocampus	Erythroid	Microglia/Macrophage	33
GSE174574	GSM5319990	MCAO	MCAO1	cortex_hippocampus	Erythroid	Mural	1
GSE174574	GSM5319990	MCAO	MCAO1	cortex_hippocampus	Erythroid	Oligodendrocyte	2
GSE174574	GSM5319990	MCAO	MCAO1	cortex_hippocampus	Fibroblast	Endothelial	5
GSE174574	GSM5319990	MCAO	MCAO1	cortex_hippocampus	Fibroblast	Fibroblast	75
GSE174574	GSM5319990	MCAO	MCAO1	cortex_hippocampus	Fibroblast	Microglia/Macrophage	16
GSE174574	GSM5319990	MCAO	MCAO1	cortex_hippocampus	Fibroblast	Mural	21
GSE174574	GSM5319990	MCAO	MCAO1	cortex_hippocampus	Fibroblast	Neuron/Other	1
GSE174574	GSM5319990	MCAO	MCAO1	cortex_hippocampus	Fibroblast	Oligodendrocyte	1
GSE174574	GSM5319990	MCAO	MCAO1	cortex_hippocampus	Lymphocyte	Endothelial	10
GSE174574	GSM5319990	MCAO	MCAO1	cortex_hippocampus	Lymphocyte	Microglia/Macrophage	59
GSE174574	GSM5319990	MCAO	MCAO1	cortex_hippocampus	Lymphocyte	Neuron/Other	1
GSE174574	GSM5319990	MCAO	MCAO1	cortex_hippocampus	Microglia	Astrocyte	5
GSE174574	GSM5319990	MCAO	MCAO1	cortex_hippocampus	Microglia	Endothelial	35
GSE174574	GSM5319990	MCAO	MCAO1	cortex_hippocampus	Microglia	Microglia/Macrophage	1104
GSE174574	GSM5319990	MCAO	MCAO1	cortex_hippocampus	Microglia	Neuron/Other	1
GSE174574	GSM5319990	MCAO	MCAO1	cortex_hippocampus	Microglia	Oligodendrocyte	2
GSE174574	GSM5319990	MCAO	MCAO1	cortex_hippocampus	Myeloid	Astrocyte	2
GSE174574	GSM5319990	MCAO	MCAO1	cortex_hippocampus	Myeloid	Endothelial	12
GSE174574	GSM5319990	MCAO	MCAO1	cortex_hippocampus	Myeloid	Microglia/Macrophage	1325
GSE174574	GSM5319990	MCAO	MCAO1	cortex_hippocampus	Myeloid	Oligodendrocyte	1
GSE174574	GSM5319990	MCAO	MCAO1	cortex_hippocampus	Neuron	Neuron/Other	5
GSE174574	GSM5319990	MCAO	MCAO1	cortex_hippocampus	Neuron	Oligodendrocyte	1
GSE174574	GSM5319990	MCAO	MCAO1	cortex_hippocampus	Neutrophil	Astrocyte	10
GSE174574	GSM5319990	MCAO	MCAO1	cortex_hippocampus	Neutrophil	Endothelial	61
GSE174574	GSM5319990	MCAO	MCAO1	cortex_hippocampus	Neutrophil	Microglia/Macrophage	180
GSE174574	GSM5319990	MCAO	MCAO1	cortex_hippocampus	Neutrophil	Mural	3
GSE174574	GSM5319990	MCAO	MCAO1	cortex_hippocampus	Neutrophil	Oligodendrocyte	3
GSE174574	GSM5319990	MCAO	MCAO1	cortex_hippocampus	OPC	Astrocyte	1
GSE174574	GSM5319990	MCAO	MCAO1	cortex_hippocampus	OPC	Endothelial	3
GSE174574	GSM5319990	MCAO	MCAO1	cortex_hippocampus	OPC	Microglia/Macrophage	2
GSE174574	GSM5319990	MCAO	MCAO1	cortex_hippocampus	OPC	Oligodendrocyte	3
GSE174574	GSM5319990	MCAO	MCAO1	cortex_hippocampus	Oligodendrocyte	Astrocyte	6
GSE174574	GSM5319990	MCAO	MCAO1	cortex_hippocampus	Oligodendrocyte	Endothelial	44
GSE174574	GSM5319990	MCAO	MCAO1	cortex_hippocampus	Oligodendrocyte	Microglia/Macrophage	13
GSE174574	GSM5319990	MCAO	MCAO1	cortex_hippocampus	Oligodendrocyte	Neuron/Other	1
GSE174574	GSM5319990	MCAO	MCAO1	cortex_hippocampus	Oligodendrocyte	Oligodendrocyte	376
GSE174574	GSM5319990	MCAO	MCAO1	cortex_hippocampus	Pericyte	Astrocyte	4
GSE174574	GSM5319990	MCAO	MCAO1	cortex_hippocampus	Pericyte	Endothelial	50
GSE174574	GSM5319990	MCAO	MCAO1	cortex_hippocampus	Pericyte	Fibroblast	2
GSE174574	GSM5319990	MCAO	MCAO1	cortex_hippocampus	Pericyte	Microglia/Macrophage	28
GSE174574	GSM5319990	MCAO	MCAO1	cortex_hippocampus	Pericyte	Mural	242
GSE174574	GSM5319990	MCAO	MCAO1	cortex_hippocampus	Pericyte	Neuron/Other	5
GSE174574	GSM5319990	MCAO	MCAO1	cortex_hippocampus	Pericyte	Oligodendrocyte	5
GSE174574	GSM5319990	MCAO	MCAO1	cortex_hippocampus	Smooth_muscle	Astrocyte	9
GSE174574	GSM5319990	MCAO	MCAO1	cortex_hippocampus	Smooth_muscle	Endothelial	42
GSE174574	GSM5319990	MCAO	MCAO1	cortex_hippocampus	Smooth_muscle	Microglia/Macrophage	31
GSE174574	GSM5319990	MCAO	MCAO1	cortex_hippocampus	Smooth_muscle	Mural	479
GSE174574	GSM5319990	MCAO	MCAO1	cortex_hippocampus	Smooth_muscle	Neuron/Other	3
GSE174574	GSM5319990	MCAO	MCAO1	cortex_hippocampus	Smooth_muscle	Oligodendrocyte	1
GSE174574	GSM5319990	MCAO	MCAO1	cortex_hippocampus	Unassigned	Astrocyte	146
GSE174574	GSM5319990	MCAO	MCAO1	cortex_hippocampus	Unassigned	Endothelial	2330
GSE174574	GSM5319990	MCAO	MCAO1	cortex_hippocampus	Unassigned	Fibroblast	4
GSE174574	GSM5319990	MCAO	MCAO1	cortex_hippocampus	Unassigned	Microglia/Macrophage	1219
GSE174574	GSM5319990	MCAO	MCAO1	cortex_hippocampus	Unassigned	Mural	58
GSE174574	GSM5319990	MCAO	MCAO1	cortex_hippocampus	Unassigned	Neuron/Other	7
GSE174574	GSM5319990	MCAO	MCAO1	cortex_hippocampus	Unassigned	Oligodendrocyte	17
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Astrocyte	ABC	1
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Astrocyte	Astrocyte	624
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Astrocyte	Astroependymal	5
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Astrocyte	Dendritic	9
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Astrocyte	Endothelial	89
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Astrocyte	Fibroblast	1
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Astrocyte	Macrophage	1
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Astrocyte	Microglia	3
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Astrocyte	Neuron/Other	10
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Astrocyte	OEC	1
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Astrocyte	Tanycyte	2
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Choroid	Astrocyte	27
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Choroid	Astroependymal	2
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Choroid	Choroid	529
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Choroid	Dendritic	4
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Choroid	Endothelial	75
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Choroid	Fibroblast	9
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Choroid	Lymphocyte	1
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Choroid	Microglia	7
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Choroid	Neuron/Other	18
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Choroid	OEC	1
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Choroid	Oligodendrocyte	1
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Choroid	Pericyte	1
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Choroid	Smooth_muscle	2
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Endothelial	Astrocyte	4
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Endothelial	Dendritic	2
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Endothelial	Endothelial	1834
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Endothelial	Fibroblast	1
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Endothelial	Microglia	1
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Endothelial	Neuron/Other	1
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Ependymal	Astrocyte	3
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Ependymal	Astroependymal	3
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Ependymal	Choroid	22
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Ependymal	Dendritic	1
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Ependymal	Endothelial	9
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Ependymal	Ependymal	43
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Ependymal	Tanycyte	4
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Erythroid	Astrocyte	2
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Erythroid	Dendritic	8
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Erythroid	Endothelial	84
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Erythroid	Fibroblast	4
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Erythroid	Lymphocyte	1
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Erythroid	Microglia	10
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Erythroid	Monocytes	1
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Erythroid	Neuron/Other	1
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Erythroid	Oligodendrocyte	1
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Erythroid	Pericyte	2
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Erythroid	Smooth_muscle	2
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Erythroid	Tanycyte	1
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Fibroblast	ABC	13
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Fibroblast	Astrocyte	3
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Fibroblast	Astroependymal	1
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Fibroblast	Choroid	1
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Fibroblast	Dendritic	4
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Fibroblast	Endothelial	4
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Fibroblast	Fibroblast	56
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Fibroblast	Neuron/Other	3
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Fibroblast	Pericyte	6
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Lymphocyte	Astroependymal	1
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Lymphocyte	Endothelial	4
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Lymphocyte	Lymphocyte	45
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Lymphocyte	Macrophage	1
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Lymphocyte	Neuron/Other	1
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Lymphocyte	Tanycyte	1
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Microglia	Astrocyte	7
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Microglia	Astroependymal	1
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Microglia	Dendritic	38
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Microglia	Endothelial	80
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Microglia	Fibroblast	2
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Microglia	Macrophage	1
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Microglia	Microglia	1075
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Microglia	Monocytes	1
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Microglia	Neuron/Other	16
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Microglia	Oligodendrocyte	1
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Microglia	Pericyte	1
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Microglia	Smooth_muscle	1
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Microglia	Tanycyte	2
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Myeloid	Astrocyte	29
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Myeloid	Astroependymal	5
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Myeloid	Dendritic	611
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Myeloid	Endothelial	59
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Myeloid	Fibroblast	5
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Myeloid	Macrophage	299
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Myeloid	Microglia	234
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Myeloid	Monocytes	4
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Myeloid	Neuron/Other	34
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Myeloid	Oligodendrocyte	7
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Myeloid	Tanycyte	1
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Neuron	Endothelial	2
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Neuron	Neuron/Other	4
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Neutrophil	Astrocyte	10
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Neutrophil	Choroid	3
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Neutrophil	Dendritic	21
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Neutrophil	Endothelial	63
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Neutrophil	Fibroblast	1
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Neutrophil	Lymphocyte	1
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Neutrophil	Macrophage	1
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Neutrophil	Microglia	9
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Neutrophil	Monocytes	138
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Neutrophil	Neuron/Other	6
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Neutrophil	Pericyte	2
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	OPC	Astrocyte	2
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	OPC	Dendritic	2
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	OPC	OPC	1
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	OPC	Oligodendrocyte	5
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Oligodendrocyte	ABC	1
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Oligodendrocyte	Astrocyte	2
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Oligodendrocyte	Choroid	1
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Oligodendrocyte	Dendritic	2
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Oligodendrocyte	Endothelial	56
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Oligodendrocyte	Fibroblast	1
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Oligodendrocyte	Microglia	6
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Oligodendrocyte	Neuron/Other	3
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Oligodendrocyte	Oligodendrocyte	329
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Oligodendrocyte	Smooth_muscle	1
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Oligodendrocyte	Tanycyte	1
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Pericyte	Astrocyte	6
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Pericyte	Astroependymal	1
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Pericyte	Choroid	1
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Pericyte	Dendritic	3
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Pericyte	Endothelial	70
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Pericyte	Fibroblast	9
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Pericyte	Microglia	3
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Pericyte	Neuron/Other	10
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Pericyte	Oligodendrocyte	1
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Pericyte	Pericyte	166
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Pericyte	Smooth_muscle	37
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Pericyte	Tanycyte	1
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Smooth_muscle	Astrocyte	14
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Smooth_muscle	Choroid	2
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Smooth_muscle	Dendritic	10
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Smooth_muscle	Endothelial	54
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Smooth_muscle	Fibroblast	6
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Smooth_muscle	Macrophage	2
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Smooth_muscle	Microglia	3
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Smooth_muscle	Monocytes	1
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Smooth_muscle	Neuron/Other	6
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Smooth_muscle	Oligodendrocyte	1
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Smooth_muscle	Pericyte	1
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Smooth_muscle	Smooth_muscle	436
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Unassigned	ABC	5
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Unassigned	Astrocyte	85
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Unassigned	Astroependymal	2
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Unassigned	Choroid	60
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Unassigned	Dendritic	314
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Unassigned	Endothelial	2495
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Unassigned	Fibroblast	19
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Unassigned	Lymphocyte	57
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Unassigned	Macrophage	30
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Unassigned	Microglia	492
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Unassigned	Monocytes	5
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Unassigned	Neuron/Other	49
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Unassigned	OEC	7
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Unassigned	Oligodendrocyte	8
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Unassigned	Pericyte	11
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Unassigned	Smooth_muscle	36
GSE174574	GSM5319991	MCAO	MCAO2	whole_brain	Unassigned	Tanycyte	1
GSE174574	GSM5319991	MCAO	MCAO2	cortex_hippocampus	Astrocyte	Astrocyte	690
GSE174574	GSM5319991	MCAO	MCAO2	cortex_hippocampus	Astrocyte	Endothelial	46
GSE174574	GSM5319991	MCAO	MCAO2	cortex_hippocampus	Astrocyte	Microglia/Macrophage	10
GSE174574	GSM5319991	MCAO	MCAO2	cortex_hippocampus	Choroid	Astrocyte	425
GSE174574	GSM5319991	MCAO	MCAO2	cortex_hippocampus	Choroid	Endothelial	54
GSE174574	GSM5319991	MCAO	MCAO2	cortex_hippocampus	Choroid	Fibroblast	1
GSE174574	GSM5319991	MCAO	MCAO2	cortex_hippocampus	Choroid	Microglia/Macrophage	168
GSE174574	GSM5319991	MCAO	MCAO2	cortex_hippocampus	Choroid	Mural	4
GSE174574	GSM5319991	MCAO	MCAO2	cortex_hippocampus	Choroid	Neuron/Other	5
GSE174574	GSM5319991	MCAO	MCAO2	cortex_hippocampus	Choroid	Oligodendrocyte	20
GSE174574	GSM5319991	MCAO	MCAO2	cortex_hippocampus	Endothelial	Astrocyte	6
GSE174574	GSM5319991	MCAO	MCAO2	cortex_hippocampus	Endothelial	Endothelial	1796
GSE174574	GSM5319991	MCAO	MCAO2	cortex_hippocampus	Endothelial	Microglia/Macrophage	35
GSE174574	GSM5319991	MCAO	MCAO2	cortex_hippocampus	Endothelial	Mural	1
GSE174574	GSM5319991	MCAO	MCAO2	cortex_hippocampus	Endothelial	Neuron/Other	2
GSE174574	GSM5319991	MCAO	MCAO2	cortex_hippocampus	Endothelial	Oligodendrocyte	3
GSE174574	GSM5319991	MCAO	MCAO2	cortex_hippocampus	Ependymal	Astrocyte	70
GSE174574	GSM5319991	MCAO	MCAO2	cortex_hippocampus	Ependymal	Endothelial	5
GSE174574	GSM5319991	MCAO	MCAO2	cortex_hippocampus	Ependymal	Microglia/Macrophage	8
GSE174574	GSM5319991	MCAO	MCAO2	cortex_hippocampus	Ependymal	Oligodendrocyte	2
GSE174574	GSM5319991	MCAO	MCAO2	cortex_hippocampus	Erythroid	Astrocyte	6
GSE174574	GSM5319991	MCAO	MCAO2	cortex_hippocampus	Erythroid	Endothelial	72
GSE174574	GSM5319991	MCAO	MCAO2	cortex_hippocampus	Erythroid	Microglia/Macrophage	37
GSE174574	GSM5319991	MCAO	MCAO2	cortex_hippocampus	Erythroid	Mural	1
GSE174574	GSM5319991	MCAO	MCAO2	cortex_hippocampus	Erythroid	Oligodendrocyte	1
GSE174574	GSM5319991	MCAO	MCAO2	cortex_hippocampus	Fibroblast	Astrocyte	3
GSE174574	GSM5319991	MCAO	MCAO2	cortex_hippocampus	Fibroblast	Endothelial	5
GSE174574	GSM5319991	MCAO	MCAO2	cortex_hippocampus	Fibroblast	Fibroblast	56
GSE174574	GSM5319991	MCAO	MCAO2	cortex_hippocampus	Fibroblast	Microglia/Macrophage	14
GSE174574	GSM5319991	MCAO	MCAO2	cortex_hippocampus	Fibroblast	Mural	11
GSE174574	GSM5319991	MCAO	MCAO2	cortex_hippocampus	Fibroblast	Neuron/Other	2
GSE174574	GSM5319991	MCAO	MCAO2	cortex_hippocampus	Lymphocyte	Endothelial	7
GSE174574	GSM5319991	MCAO	MCAO2	cortex_hippocampus	Lymphocyte	Microglia/Macrophage	45
GSE174574	GSM5319991	MCAO	MCAO2	cortex_hippocampus	Lymphocyte	Mural	1
GSE174574	GSM5319991	MCAO	MCAO2	cortex_hippocampus	Microglia	Astrocyte	2
GSE174574	GSM5319991	MCAO	MCAO2	cortex_hippocampus	Microglia	Endothelial	27
GSE174574	GSM5319991	MCAO	MCAO2	cortex_hippocampus	Microglia	Microglia/Macrophage	1196
GSE174574	GSM5319991	MCAO	MCAO2	cortex_hippocampus	Microglia	Oligodendrocyte	1
GSE174574	GSM5319991	MCAO	MCAO2	cortex_hippocampus	Myeloid	Astrocyte	2
GSE174574	GSM5319991	MCAO	MCAO2	cortex_hippocampus	Myeloid	Endothelial	4
GSE174574	GSM5319991	MCAO	MCAO2	cortex_hippocampus	Myeloid	Microglia/Macrophage	1280
GSE174574	GSM5319991	MCAO	MCAO2	cortex_hippocampus	Myeloid	Mural	1
GSE174574	GSM5319991	MCAO	MCAO2	cortex_hippocampus	Myeloid	Oligodendrocyte	1
GSE174574	GSM5319991	MCAO	MCAO2	cortex_hippocampus	Neuron	Microglia/Macrophage	2
GSE174574	GSM5319991	MCAO	MCAO2	cortex_hippocampus	Neuron	Mural	1
GSE174574	GSM5319991	MCAO	MCAO2	cortex_hippocampus	Neuron	Neuron/Other	2
GSE174574	GSM5319991	MCAO	MCAO2	cortex_hippocampus	Neuron	Oligodendrocyte	1
GSE174574	GSM5319991	MCAO	MCAO2	cortex_hippocampus	Neutrophil	Astrocyte	8
GSE174574	GSM5319991	MCAO	MCAO2	cortex_hippocampus	Neutrophil	Endothelial	56
GSE174574	GSM5319991	MCAO	MCAO2	cortex_hippocampus	Neutrophil	Microglia/Macrophage	187
GSE174574	GSM5319991	MCAO	MCAO2	cortex_hippocampus	Neutrophil	Mural	2
GSE174574	GSM5319991	MCAO	MCAO2	cortex_hippocampus	Neutrophil	Oligodendrocyte	2
GSE174574	GSM5319991	MCAO	MCAO2	cortex_hippocampus	OPC	Astrocyte	2
GSE174574	GSM5319991	MCAO	MCAO2	cortex_hippocampus	OPC	Microglia/Macrophage	3
GSE174574	GSM5319991	MCAO	MCAO2	cortex_hippocampus	OPC	Oligodendrocyte	5
GSE174574	GSM5319991	MCAO	MCAO2	cortex_hippocampus	Oligodendrocyte	Astrocyte	6
GSE174574	GSM5319991	MCAO	MCAO2	cortex_hippocampus	Oligodendrocyte	Endothelial	40
GSE174574	GSM5319991	MCAO	MCAO2	cortex_hippocampus	Oligodendrocyte	Microglia/Macrophage	10
GSE174574	GSM5319991	MCAO	MCAO2	cortex_hippocampus	Oligodendrocyte	Mural	1
GSE174574	GSM5319991	MCAO	MCAO2	cortex_hippocampus	Oligodendrocyte	Neuron/Other	1
GSE174574	GSM5319991	MCAO	MCAO2	cortex_hippocampus	Oligodendrocyte	Oligodendrocyte	345
GSE174574	GSM5319991	MCAO	MCAO2	cortex_hippocampus	Pericyte	Endothelial	56
GSE174574	GSM5319991	MCAO	MCAO2	cortex_hippocampus	Pericyte	Microglia/Macrophage	33
GSE174574	GSM5319991	MCAO	MCAO2	cortex_hippocampus	Pericyte	Mural	213
GSE174574	GSM5319991	MCAO	MCAO2	cortex_hippocampus	Pericyte	Neuron/Other	5
GSE174574	GSM5319991	MCAO	MCAO2	cortex_hippocampus	Pericyte	Oligodendrocyte	1
GSE174574	GSM5319991	MCAO	MCAO2	cortex_hippocampus	Smooth_muscle	Astrocyte	9
GSE174574	GSM5319991	MCAO	MCAO2	cortex_hippocampus	Smooth_muscle	Endothelial	37
GSE174574	GSM5319991	MCAO	MCAO2	cortex_hippocampus	Smooth_muscle	Microglia/Macrophage	25
GSE174574	GSM5319991	MCAO	MCAO2	cortex_hippocampus	Smooth_muscle	Mural	461
GSE174574	GSM5319991	MCAO	MCAO2	cortex_hippocampus	Smooth_muscle	Neuron/Other	3
