dataset	sample	condition	distribution	bin_left	bin_right	n_scores	total_scores	fraction_per_bin
GSE245386	GSM7841723	MCAO	Simulated	0.41250000000000003	0.42500000000000004	0	19704	0.0
GSE245386	GSM7841723	MCAO	Simulated	0.42500000000000004	0.4375	886	19704	0.044965489240763296
GSE245386	GSM7841723	MCAO	Simulated	0.4375	0.45	0	19704	0.0
GSE245386	GSM7841723	MCAO	Simulated	0.45	0.4625	0	19704	0.0
GSE245386	GSM7841723	MCAO	Simulated	0.4625	0.47500000000000003	0	19704	0.0
GSE245386	GSM7841723	MCAO	Simulated	0.47500000000000003	0.48750000000000004	0	19704	0.0
GSE245386	GSM7841723	MCAO	Simulated	0.48750000000000004	0.5	653	19704	0.03314047909053999
GSE245386	GSM7841723	MCAO	Simulated	0.5	0.5125000000000001	0	19704	0.0
GSE245386	GSM7841723	MCAO	Simulated	0.5125000000000001	0.525	0	19704	0.0
GSE245386	GSM7841723	MCAO	Simulated	0.525	0.5375	0	19704	0.0
GSE245386	GSM7841723	MCAO	Simulated	0.5375	0.55	0	19704	0.0
GSE245386	GSM7841723	MCAO	Simulated	0.55	0.5625	0	19704	0.0
GSE245386	GSM7841723	MCAO	Simulated	0.5625	0.5750000000000001	370	19704	0.01877791311408851
GSE245386	GSM7841723	MCAO	Simulated	0.5750000000000001	0.5875	0	19704	0.0
GSE245386	GSM7841723	MCAO	Simulated	0.5875	0.6000000000000001	0	19704	0.0
GSE245386	GSM7841723	MCAO	Simulated	0.6000000000000001	0.6125	0	19704	0.0
GSE245386	GSM7841723	MCAO	Simulated	0.6125	0.625	0	19704	0.0
GSE245386	GSM7841723	MCAO	Simulated	0.625	0.6375000000000001	0	19704	0.0
GSE245386	GSM7841723	MCAO	Simulated	0.6375000000000001	0.65	0	19704	0.0
GSE245386	GSM7841723	MCAO	Simulated	0.65	0.6625000000000001	0	19704	0.0
GSE245386	GSM7841723	MCAO	Simulated	0.6625000000000001	0.675	60	19704	0.0030450669914738123
GSE245386	GSM7841723	MCAO	Simulated	0.675	0.6875	0	19704	0.0
GSE245386	GSM7841723	MCAO	Simulated	0.6875	0.7000000000000001	0	19704	0.0
GSE245386	GSM7841723	MCAO	Simulated	0.7000000000000001	0.7125	0	19704	0.0
GSE245386	GSM7841723	MCAO	Simulated	0.7125	0.7250000000000001	0	19704	0.0
GSE245386	GSM7841723	MCAO	Simulated	0.7250000000000001	0.7375	0	19704	0.0
GSE245386	GSM7841723	MCAO	Simulated	0.7375	0.75	0	19704	0.0
GSE245386	GSM7841724	MCAO	Observed	0.0	0.0125	1488	12322	0.12075961694530109
GSE245386	GSM7841724	MCAO	Observed	0.0125	0.025	4104	12322	0.33306281447816916
GSE245386	GSM7841724	MCAO	Observed	0.025	0.037500000000000006	2319	12322	0.18819996753773738
GSE245386	GSM7841724	MCAO	Observed	0.037500000000000006	0.05	1242	12322	0.10079532543418276
GSE245386	GSM7841724	MCAO	Observed	0.05	0.0625	817	12322	0.06630417140074663
GSE245386	GSM7841724	MCAO	Observed	0.0625	0.07500000000000001	743	12322	0.060298652816101285
GSE245386	GSM7841724	MCAO	Observed	0.07500000000000001	0.08750000000000001	478	12322	0.03879240383054699
GSE245386	GSM7841724	MCAO	Observed	0.08750000000000001	0.1	272	12322	0.022074338581399122
GSE245386	GSM7841724	MCAO	Observed	0.1	0.1125	114	12322	0.00925174484661581
GSE245386	GSM7841724	MCAO	Observed	0.1125	0.125	80	12322	0.0064924525239409185
GSE245386	GSM7841724	MCAO	Observed	0.125	0.1375	41	12322	0.0033273819185197207
GSE245386	GSM7841724	MCAO	Observed	0.1375	0.15000000000000002	30	12322	0.0024346696964778446
GSE245386	GSM7841724	MCAO	Observed	0.15000000000000002	0.1625	32	12322	0.0025969810095763674
GSE245386	GSM7841724	MCAO	Observed	0.1625	0.17500000000000002	19	12322	0.0015419574744359682
GSE245386	GSM7841724	MCAO	Observed	0.17500000000000002	0.1875	17	12322	0.0013796461613374451
GSE245386	GSM7841724	MCAO	Observed	0.1875	0.2	9	12322	0.0007304009089433534
GSE245386	GSM7841724	MCAO	Observed	0.2	0.21250000000000002	7	12322	0.0005680895958448304
GSE245386	GSM7841724	MCAO	Observed	0.21250000000000002	0.225	12	12322	0.0009738678785911378
GSE245386	GSM7841724	MCAO	Observed	0.225	0.23750000000000002	30	12322	0.0024346696964778446
GSE245386	GSM7841724	MCAO	Observed	0.23750000000000002	0.25	20	12322	0.0016231131309852296
GSE245386	GSM7841724	MCAO	Observed	0.25	0.2625	25	12322	0.002028891413731537
GSE245386	GSM7841724	MCAO	Observed	0.2625	0.275	0	12322	0.0
GSE245386	GSM7841724	MCAO	Observed	0.275	0.28750000000000003	47	12322	0.0038143158578152897
GSE245386	GSM7841724	MCAO	Observed	0.28750000000000003	0.30000000000000004	50	12322	0.004057782827463074
GSE245386	GSM7841724	MCAO	Observed	0.30000000000000004	0.3125	0	12322	0.0
GSE245386	GSM7841724	MCAO	Observed	0.3125	0.325	65	12322	0.005275117675701996
GSE245386	GSM7841724	MCAO	Observed	0.325	0.3375	0	12322	0.0
GSE245386	GSM7841724	MCAO	Observed	0.3375	0.35000000000000003	61	12322	0.0049504950495049506
GSE245386	GSM7841724	MCAO	Observed	0.35000000000000003	0.36250000000000004	0	12322	0.0
GSE245386	GSM7841724	MCAO	Observed	0.36250000000000004	0.375	0	12322	0.0
GSE245386	GSM7841724	MCAO	Observed	0.375	0.3875	69	12322	0.005599740301899042
GSE245386	GSM7841724	MCAO	Observed	0.3875	0.4	0	12322	0.0
GSE245386	GSM7841724	MCAO	Observed	0.4	0.41250000000000003	0	12322	0.0
GSE245386	GSM7841724	MCAO	Observed	0.41250000000000003	0.42500000000000004	65	12322	0.005275117675701996
GSE245386	GSM7841724	MCAO	Observed	0.42500000000000004	0.4375	0	12322	0.0
GSE245386	GSM7841724	MCAO	Observed	0.4375	0.45	0	12322	0.0
GSE245386	GSM7841724	MCAO	Observed	0.45	0.4625	0	12322	0.0
GSE245386	GSM7841724	MCAO	Observed	0.4625	0.47500000000000003	40	12322	0.0032462262619704593
GSE245386	GSM7841724	MCAO	Observed	0.47500000000000003	0.48750000000000004	0	12322	0.0
GSE245386	GSM7841724	MCAO	Observed	0.48750000000000004	0.5	0	12322	0.0
GSE245386	GSM7841724	MCAO	Observed	0.5	0.5125000000000001	0	12322	0.0
GSE245386	GSM7841724	MCAO	Observed	0.5125000000000001	0.525	19	12322	0.0015419574744359682
GSE245386	GSM7841724	MCAO	Observed	0.525	0.5375	0	12322	0.0
GSE245386	GSM7841724	MCAO	Observed	0.5375	0.55	0	12322	0.0
GSE245386	GSM7841724	MCAO	Observed	0.55	0.5625	0	12322	0.0
GSE245386	GSM7841724	MCAO	Observed	0.5625	0.5750000000000001	0	12322	0.0
GSE245386	GSM7841724	MCAO	Observed	0.5750000000000001	0.5875	0	12322	0.0
GSE245386	GSM7841724	MCAO	Observed	0.5875	0.6000000000000001	6	12322	0.0004869339392955689
GSE245386	GSM7841724	MCAO	Observed	0.6000000000000001	0.6125	0	12322	0.0
GSE245386	GSM7841724	MCAO	Observed	0.6125	0.625	0	12322	0.0
GSE245386	GSM7841724	MCAO	Observed	0.625	0.6375000000000001	0	12322	0.0
GSE245386	GSM7841724	MCAO	Observed	0.6375000000000001	0.65	0	12322	0.0
GSE245386	GSM7841724	MCAO	Observed	0.65	0.6625000000000001	0	12322	0.0
GSE245386	GSM7841724	MCAO	Observed	0.6625000000000001	0.675	0	12322	0.0
GSE245386	GSM7841724	MCAO	Observed	0.675	0.6875	0	12322	0.0
GSE245386	GSM7841724	MCAO	Observed	0.6875	0.7000000000000001	1	12322	8.115565654926148e-05
GSE245386	GSM7841724	MCAO	Observed	0.7000000000000001	0.7125	0	12322	0.0
GSE245386	GSM7841724	MCAO	Observed	0.7125	0.7250000000000001	0	12322	0.0
GSE245386	GSM7841724	MCAO	Observed	0.7250000000000001	0.7375	0	12322	0.0
GSE245386	GSM7841724	MCAO	Observed	0.7375	0.75	0	12322	0.0
GSE245386	GSM7841724	MCAO	Simulated	0.0	0.0125	232	24644	0.009414056159714333
GSE245386	GSM7841724	MCAO	Simulated	0.0125	0.025	1739	24644	0.07056484336958287
GSE245386	GSM7841724	MCAO	Simulated	0.025	0.037500000000000006	1938	24644	0.07863983119623438
GSE245386	GSM7841724	MCAO	Simulated	0.037500000000000006	0.05	1282	24644	0.052020775848076614
GSE245386	GSM7841724	MCAO	Simulated	0.05	0.0625	1093	24644	0.0443515663041714
GSE245386	GSM7841724	MCAO	Simulated	0.0625	0.07500000000000001	1103	24644	0.044757344586917706
GSE245386	GSM7841724	MCAO	Simulated	0.07500000000000001	0.08750000000000001	905	24644	0.03672293458854082
GSE245386	GSM7841724	MCAO	Simulated	0.08750000000000001	0.1	812	24644	0.032949196559000166
GSE245386	GSM7841724	MCAO	Simulated	0.1	0.1125	518	24644	0.021019315046258723
GSE245386	GSM7841724	MCAO	Simulated	0.1125	0.125	460	24644	0.01866580100633014
GSE245386	GSM7841724	MCAO	Simulated	0.125	0.1375	279	24644	0.011321214088621977
GSE245386	GSM7841724	MCAO	Simulated	0.1375	0.15000000000000002	266	24644	0.010793702321051778
GSE245386	GSM7841724	MCAO	Simulated	0.15000000000000002	0.1625	253	24644	0.010266190553481578
GSE245386	GSM7841724	MCAO	Simulated	0.1625	0.17500000000000002	260	24644	0.010550235351403993
GSE245386	GSM7841724	MCAO	Simulated	0.17500000000000002	0.1875	120	24644	0.004869339392955689
GSE245386	GSM7841724	MCAO	Simulated	0.1875	0.2	182	24644	0.007385164745982795
GSE245386	GSM7841724	MCAO	Simulated	0.2	0.21250000000000002	167	24644	0.006776497321863334
GSE245386	GSM7841724	MCAO	Simulated	0.21250000000000002	0.225	239	24644	0.009698100957636747
GSE245386	GSM7841724	MCAO	Simulated	0.225	0.23750000000000002	306	24644	0.012416815452037006
GSE245386	GSM7841724	MCAO	Simulated	0.23750000000000002	0.25	444	24644	0.01801655575393605
GSE245386	GSM7841724	MCAO	Simulated	0.25	0.2625	617	24644	0.025036520045447166
GSE245386	GSM7841724	MCAO	Simulated	0.2625	0.275	0	24644	0.0
GSE245386	GSM7841724	MCAO	Simulated	0.275	0.28750000000000003	897	24644	0.03639831196234378
GSE245386	GSM7841724	MCAO	Simulated	0.28750000000000003	0.30000000000000004	1210	24644	0.0490991722123032
GSE245386	GSM7841724	MCAO	Simulated	0.30000000000000004	0.3125	0	24644	0.0
GSE245386	GSM7841724	MCAO	Simulated	0.3125	0.325	1590	24644	0.06451874695666288
GSE245386	GSM7841724	MCAO	Simulated	0.325	0.3375	0	24644	0.0
GSE245386	GSM7841724	MCAO	Simulated	0.3375	0.35000000000000003	1888	24644	0.07661093978250284
GSE245386	GSM7841724	MCAO	Simulated	0.35000000000000003	0.36250000000000004	0	24644	0.0
GSE245386	GSM7841724	MCAO	Simulated	0.36250000000000004	0.375	0	24644	0.0
GSE245386	GSM7841724	MCAO	Simulated	0.375	0.3875	1803	24644	0.07316182437915923
GSE245386	GSM7841724	MCAO	Simulated	0.3875	0.4	0	24644	0.0
GSE245386	GSM7841724	MCAO	Simulated	0.4	0.41250000000000003	0	24644	0.0
GSE245386	GSM7841724	MCAO	Simulated	0.41250000000000003	0.42500000000000004	1535	24644	0.06228696640155819
GSE245386	GSM7841724	MCAO	Simulated	0.42500000000000004	0.4375	0	24644	0.0
GSE245386	GSM7841724	MCAO	Simulated	0.4375	0.45	0	24644	0.0
GSE245386	GSM7841724	MCAO	Simulated	0.45	0.4625	0	24644	0.0
GSE245386	GSM7841724	MCAO	Simulated	0.4625	0.47500000000000003	1140	24644	0.04625872423307904
GSE245386	GSM7841724	MCAO	Simulated	0.47500000000000003	0.48750000000000004	0	24644	0.0
GSE245386	GSM7841724	MCAO	Simulated	0.48750000000000004	0.5	0	24644	0.0
GSE245386	GSM7841724	MCAO	Simulated	0.5	0.5125000000000001	0	24644	0.0
GSE245386	GSM7841724	MCAO	Simulated	0.5125000000000001	0.525	857	24644	0.034775198831358545
GSE245386	GSM7841724	MCAO	Simulated	0.525	0.5375	0	24644	0.0
GSE245386	GSM7841724	MCAO	Simulated	0.5375	0.55	0	24644	0.0
GSE245386	GSM7841724	MCAO	Simulated	0.55	0.5625	0	24644	0.0
GSE245386	GSM7841724	MCAO	Simulated	0.5625	0.5750000000000001	0	24644	0.0
GSE245386	GSM7841724	MCAO	Simulated	0.5750000000000001	0.5875	0	24644	0.0
GSE245386	GSM7841724	MCAO	Simulated	0.5875	0.6000000000000001	390	24644	0.015825353027105988
GSE245386	GSM7841724	MCAO	Simulated	0.6000000000000001	0.6125	0	24644	0.0
GSE245386	GSM7841724	MCAO	Simulated	0.6125	0.625	0	24644	0.0
GSE245386	GSM7841724	MCAO	Simulated	0.625	0.6375000000000001	0	24644	0.0
GSE245386	GSM7841724	MCAO	Simulated	0.6375000000000001	0.65	0	24644	0.0
GSE245386	GSM7841724	MCAO	Simulated	0.65	0.6625000000000001	0	24644	0.0
GSE245386	GSM7841724	MCAO	Simulated	0.6625000000000001	0.675	0	24644	0.0
GSE245386	GSM7841724	MCAO	Simulated	0.675	0.6875	0	24644	0.0
GSE245386	GSM7841724	MCAO	Simulated	0.6875	0.7000000000000001	119	24644	0.004828761564681058
GSE245386	GSM7841724	MCAO	Simulated	0.7000000000000001	0.7125	0	24644	0.0
GSE245386	GSM7841724	MCAO	Simulated	0.7125	0.7250000000000001	0	24644	0.0
GSE245386	GSM7841724	MCAO	Simulated	0.7250000000000001	0.7375	0	24644	0.0
GSE245386	GSM7841724	MCAO	Simulated	0.7375	0.75	0	24644	0.0
