dataset_discovery	config_discovery	sender	receiver	ligand	receptor	eligible_05_discovery	eligible_10_discovery	eligible_20_discovery	mean_control_score_discovery	mean_stroke_score_discovery	score_difference_discovery	welch_p_discovery	exact_permutation_p_discovery	ligand_mean_log2fc_discovery	receptor_mean_log2fc_discovery	ligand_min_padj_discovery	receptor_min_padj_discovery	ligand_any_changed_discovery	receptor_any_changed_discovery	candidate_changed_component_discovery	ligand_min_detection_stroke_discovery	receptor_min_detection_stroke_discovery	welch_fdr_discovery	welch_fdr_eligible_05_discovery	welch_fdr_eligible_10_discovery	welch_fdr_eligible_20_discovery	dataset_validation	config_validation	eligible_05_validation	eligible_10_validation	eligible_20_validation	mean_control_score_validation	mean_stroke_score_validation	score_difference_validation	welch_p_validation	exact_permutation_p_validation	ligand_mean_log2fc_validation	receptor_mean_log2fc_validation	ligand_min_padj_validation	receptor_min_padj_validation	ligand_any_changed_validation	receptor_any_changed_validation	candidate_changed_component_validation	ligand_min_detection_stroke_validation	receptor_min_detection_stroke_validation	welch_fdr_validation	welch_fdr_eligible_05_validation	welch_fdr_eligible_10_validation	welch_fdr_eligible_20_validation	same_direction	both_eligible10	discovery_selected
GSE174574	primary	Astrocyte	Endothelial	C4b	C3ar1	True	True	False	0.0603266708686195	0.2416370698469956	0.181310398978376	0.0001960099656897	0.1	1.3492794667755157	2.782890794133392	1.184455990411743e-10	9.84895384292898e-33	True	True	True	0.258003248503165	0.1081875764420118		0.0036046710763437	0.0030850264165087		GSE245386	primary	True	True	False	0.0896575654081872	0.2569948109884969	0.1673372455803096	0.0844105679913297	0.1	1.9603647527263308	0.9654488443426376	2.767786740261118e-07	0.0001598036116684	True	True	True	0.4121663563004344	0.1663606673057339		0.4226386231942292	0.3807552537866976		True	True	True
GSE174574	primary	Astrocyte	Endothelial	C4b	Nrp1	True	True	True	0.3409525583619239	0.4674773938462076	0.1265248354842837	0.0127091274385142	0.1	1.3492794667755157	-0.4097811644891893	1.184455990411743e-10	1.41880585782501e-07	True	False	True	0.258003248503165	0.3369110569839487		0.0353604505115856	0.0356643731220321	0.0321964561775693	GSE245386	primary	True	True	True	0.3545283578937261	0.4491109390896426	0.0945825811959165	0.1607665756706935	0.2	1.9603647527263308	-1.5984479454886489	2.767786740261118e-07	5.659684221239587e-30	True	True	True	0.4121663563004344	0.405414461900046		0.493266136478787	0.4403349223333334	0.3884417839904618	True	True	True
GSE174574	primary	Astrocyte	Endothelial	Calr	Scarf1	True	True	False	0.4086527172195688	0.4744832430526798	0.0658305258331109	0.0043818349034634	0.1	0.6956032418581768	-0.1108037505555177	7.1967833975264515e-09	0.4899923313141237	True	False	True	0.5652078961481005	0.1662909588762382		0.0175739548787841	0.0186614615888677		GSE245386	primary	True	True	True	0.4534670057751024	0.3966187708802856	-0.0568482348948167	0.3673447901963332	0.4	-0.5384379875970491	0.0398852426474317	0.239282622540195	0.901407249480648	False	False	False	0.4808639819987585	0.3236152089927409		0.6529346496422044	0.5923633521564249	0.5810792327999462	False	True	True
GSE174574	primary	Astrocyte	Endothelial	Cd14	Itgb1	True	True	True	0.2273488325482963	0.7382199764072025	0.5108711438589062	0.0004332552187728	0.1	3.569169044800645	0.5414646013920811	8.546057916730106e-67	9.040428588134037e-14	True	True	True	0.4155708517015886	0.4956281982747497		0.0050544115508194	0.0050003775715365	0.0040757058659127	GSE245386	primary	True	True	True	0.4053726451778729	0.6901469464328136	0.2847743012549407	0.4060322461860059	0.2	1.9136213188283628	0.014211423009056	0.0005376036540332	0.964922086583359	True	False	True	0.3276691495965239	0.8029422841957786		0.6700916028842546	0.6105348388711517	0.5982652758931759	True	True	True
GSE174574	primary	Astrocyte	Endothelial	Cd38	Pecam1	True	True	False	0.4568529221085131	0.5200841244658854	0.0632312023573722	0.0385496810850094	0.1	0.3673048942090826	0.2341630076256878	0.3703616325767896	0.0002242517819719	False	False	False	0.1187521276022744	0.8370545565272681		0.0789849443970031	0.0792896849589399		GSE245386	primary	True	True	True	0.6703678471370739	0.6537918170023584	-0.0165760301347154	0.8475393903077801	1.0	-0.1019787907771904	5.410789076032777e-05	0.9351193310737994	0.9997521722085412	False	False	False	0.2239389354438237	0.9551218179255576		0.9397669412230734	0.92992171690618	0.9255684284211304	False	True	False
GSE174574	primary	Astrocyte	Endothelial	Col4a1	Cd47	True	True	False	0.3115549360431122	0.4328233547802123	0.1212684187371001	0.0092963713153813	0.1	1.2444858889474866	-0.1224758672516417	3.39169893849468e-07	0.2298018227526368	True	False	True	0.1619811160816961	0.4903982757366034		0.0279261512820618	0.0290110897945521		GSE245386	primary	True	True	True	0.3654387895131242	0.6123011990918374	0.2468624095787132	0.0127384311665227	0.1	1.72979484455363	0.2169827158762535	1.9257667792547023e-08	0.1382423623236342	True	False	True	0.3527797175667287	0.7260957639545509		0.2788301044227755	0.243336697924601	0.2218610094836043	True	True	True
GSE174574	primary	Astrocyte	Endothelial	Col4a1	Cd93	True	True	False	0.2437982733561539	0.4212124826712167	0.1774142093150627	0.0053799121895715	0.1	1.2444858889474866	0.6630158822062177	3.39169893849468e-07	5.359864953697091e-20	True	True	True	0.1619811160816961	0.4588137345722138		0.0192248994831134	0.0209411635766117		GSE245386	primary	True	True	True	0.3719430207838582	0.5914037085296152	0.2194606877457569	0.0265046011281887	0.1	1.72979484455363	0.2174257315772954	1.9257667792547023e-08	0.7642968402087742	True	False	True	0.3527797175667287	0.653416404303717		0.3122596474112638	0.290375362160403	0.2786154725180736	True	True	True
GSE174574	primary	Astrocyte	Endothelial	Col4a1	Itga1_Itgb1	True	True	False	0.1391216430290297	0.1969657038135792	0.0578440607845495	0.0426014287475158	0.1	1.2444858889474866	0.2179883368677984	3.39169893849468e-07	9.040428588134037e-14	True	True	True	0.1619811160816961	0.1172840144529299		0.0840876368471909	0.0847347099263776		GSE245386	primary	True	True	True	0.4284172742895896	0.6805070006988703	0.2520897264092807	0.0022256905873493	0.1	1.72979484455363	0.0719228247252006	1.9257667792547023e-08	0.5145119015846059	True	False	True	0.3527797175667287	0.7791446890053979		0.2475603847122746	0.208045670175572	0.1866762532740963	True	True	True
GSE174574	primary	Astrocyte	Endothelial	Col4a2	Cd93	True	True	False	0.2716755556567217	0.3828001228363039	0.1111245671795821	0.0004963530426628	0.1	0.6136278529037698	0.6630158822062177	0.0350753097209977	5.359864953697091e-20	True	True	True	0.1376030917995138	0.4588137345722138		0.0052711294953209	0.0052847000424691		GSE245386	primary	True	True	True	0.3797412326146687	0.5502870972000976	0.1705458645854289	0.1805780977390065	0.2	1.2084902382491436	0.2174257315772954	0.0029156767149787	0.7642968402087742	True	False	True	0.3001047486033519	0.653416404303717		0.5103137164226363	0.4617531370740236	0.4147658546275213	True	True	True
GSE174574	primary	Astrocyte	Endothelial	Col4a2	Itga1_Itgb1	True	True	False	0.1546207794346948	0.178723512723827	0.0241027332891322	0.1258937983456856	0.1	0.6136278529037698	0.2179883368677984	0.0350753097209977	9.040428588134037e-14	True	True	True	0.1376030917995138	0.1172840144529299		0.1909938107699134	0.1939300212814392		GSE245386	primary	True	True	True	0.4364035855096226	0.6308160041213822	0.1944124186117595	0.0669766485874826	0.1	1.2084902382491436	0.0719228247252006	0.0029156767149787	0.5145119015846059	True	False	True	0.3001047486033519	0.7791446890053979		0.393435693119414	0.3683197562552293	0.3297557865549225	True	True	True
GSE174574	primary	Astrocyte	Endothelial	Copa	Cd74	True	True	False	0.2406290939219505	0.3212892883192818	0.0806601943973312	0.1313809543904157	0.2	-0.0948570819865761	1.5523975133229655	0.8589974138981279	0.0002391863485641	False	True	True	0.1554035429487721	0.3287825578063243		0.1977270251704062	0.2006747067060359		GSE245386	primary	True	True	False	0.218022060044921	0.1769052402743146	-0.0411168197706064	0.3084627297942932	0.1	0.2572823021664957	-1.8070788702523728	0.7151621658616761	1.1958415337969446e-11	False	True	True	0.4523296865301055	0.0924557545458873		0.6097039241084525	0.5524152252325685		False	True	True
GSE174574	primary	Astrocyte	Endothelial	Cxcl12	Ackr3	True	True	False	0.3371371431257646	0.1638735313379485	-0.173263611787816	0.0156920150045767	0.1	-1.732165995332947	-0.6839452546470859	1.2917188157110254e-29	0.0001071355895029	True	True	True	0.1519527068920013	0.0755501922596435		0.040940412849311	0.0408669743284661		GSE245386	primary	True	True	False	0.3341725596916727	0.1799811714687836	-0.1541913882228891	0.088238046189592	0.2	-1.642256026229048	-0.5524791061078063	0.0027365116088602	0.0009487586433414	True	True	True	0.0919459962756052	0.3332630561542273		0.4226386231942292	0.3807552537866976		True	True	True
GSE174574	primary	Astrocyte	Endothelial	Cxcl12	Itga5	True	True	False	0.1958303895256163	0.1991245281120273	0.003294138586411	0.7997770003245819	0.8	-1.732165995332947	1.5016052891856764	1.2917188157110254e-29	2.091897734038406e-18	True	True	True	0.1519527068920013	0.1184583715053416		0.8445824345164352	0.8391863017898512		GSE245386	primary	True	True	False	0.2048900387485652	0.1469683145106221	-0.0579217242379431	0.2741865298328949	0.4	-1.642256026229048	0.4006630596867772	0.0027365116088602	0.1148195076493986	True	False	True	0.0919459962756052	0.2666876603696447		0.5803210782043384	0.5251130198599144		False	True	True
GSE174574	primary	Astrocyte	Endothelial	Cxcl12	Itgb1	True	True	True	0.634629367759827	0.4528290263021785	-0.1818003414576485	0.0040202266926624	0.1	-1.732165995332947	0.5414646013920811	1.2917188157110254e-29	9.040428588134037e-14	True	True	True	0.1519527068920013	0.4956281982747497		0.0168402829237082	0.0181915257842975	0.0163358689420075	GSE245386	primary	True	True	False	0.534594931516565	0.3414362473666895	-0.1931586841498754	0.1536526062952133	0.2	-1.642256026229048	0.014211423009056	0.0027365116088602	0.964922086583359	True	False	True	0.0919459962756052	0.8029422841957786		0.4892360479908379	0.4369129453814273		True	True	True
GSE174574	primary	Astrocyte	Endothelial	Efemp2	Plscr4	True	True	False	0.2402422784580946	0.1981945697871395	-0.0420477086709551	0.0287673541980081	0.1	0.3960289029414655	-1.0469493421993397	0.2532700757311149	7.697137557941865e-22	False	True	True	0.1492121759773061	0.137248678079486		0.0646016405795103	0.0645835968455834		GSE245386	primary	True	True	False	0.2173269432779613	0.2148519406498292	-0.002475002628132	0.9446173911185576	0.9	0.8791581633720291	-0.949713274574237	0.2058018909363085	2.025116818454639e-11	False	True	True	0.2015149751707013	0.3030680597338132		0.975994542222146	0.968005442067848		True	True	True
GSE174574	primary	Astrocyte	Endothelial	Fam3c	Lamp1	True	True	False	0.4269980463510806	0.4109603588261885	-0.016037687524892	0.300085094690775	0.3	-0.0079865043498906	-0.1403932458501084	0.9941953224323762	0.052759562910606	False	False	False	0.1037920631892818	0.6833291114700119		0.3771069356614072	0.3825028319650019		GSE245386	primary	True	True	False	0.4388835114504113	0.3571480925716335	-0.0817354188787778	0.1839607749326002	0.1	-0.4428579274358181	-0.2054972897028376	0.576216837058801	0.1904529035478841	False	False	False	0.148713919925512	0.7883190694383644		0.5103137164226363	0.4617531370740236		True	True	False
GSE174574	primary	Astrocyte	Endothelial	Fbln1	Itgb1	True	True	False	0.3296158177706927	0.3342144961628875	0.0045986783921947	0.8289920296748486	0.9	-0.3986900667585577	0.5414646013920811	0.2968509533891787	9.040428588134037e-14	False	True	True	0.103603608278625	0.4956281982747497		0.8705570896585457	0.8648274200066144		GSE245386	primary	True	True	False	0.404680119778011	0.3796506423062264	-0.0250294774717846	0.6396417329127742	0.7	-0.2266842766362335	0.014211423009056	0.8500631823811231	0.964922086583359	False	False	False	0.1431661235257603	0.8029422841957786		0.8155949604130519	0.7995521661409677		False	True	True
GSE174574	primary	Astrocyte	Endothelial	Fgf1	Nrp1	True	True	False	0.3830381018774744	0.266282833163141	-0.1167552687143334	0.0017555720994013	0.1	-0.7038772721093609	-0.4097811644891893	0.0146011843546882	1.41880585782501e-07	True	False	True	0.095705852833826	0.3369110569839487		0.010037577024195	0.0097864839935551		GSE245386	primary	True	True	True	0.6355515074940173	0.4092840465290331	-0.2262674609649841	0.2221487613559415	0.2	-0.0601260609744833	-1.5984479454886489	0.9717720584070002	5.659684221239587e-30	False	True	True	0.3753782588454376	0.405414461900046		0.5459040247873658	0.4925619857445729	0.4596939715187306	True	True	True
GSE174574	primary	Astrocyte	Endothelial	Fgf1	Tgfbr3	True	True	False	0.17834276068924	0.1081623137064585	-0.0701804469827814	0.0005263716037229	0.1	-0.7038772721093609	-0.9651871248157388	0.0146011843546882	9.789761645096598e-10	True	True	True	0.095705852833826	0.0677683885320634		0.0054476883843732	0.0053035887579372		GSE245386	primary	True	True	True	0.5235741077991615	0.4378831811065458	-0.0856909266926156	0.5228784845076714	0.5	-0.0601260609744833	-0.5818076906558098	0.9717720584070002	0.0001772113262014	False	True	True	0.3753782588454376	0.4609920819748486		0.7489439802663415	0.7056965053590855	0.7044022017211052	True	True	True
GSE174574	primary	Astrocyte	Endothelial	Fgfr3	Epha4	True	True	False	0.4435080984337209	0.3972110064380597	-0.0462970919956612	0.0761464440565276	0.1	-0.0351062219040242	-0.4425331760066135	0.9064171843617856	0.0048577905229397	False	False	False	0.6476692585004918	0.0991058088873381		0.1293117540959951	0.1338107414973932		GSE245386	primary	True	True	True	0.8707901581941777	0.8932561308322879	0.0224659726381102	0.8446213623107817	1.0	0.6207408845166292	-0.3247303131015694	0.1257036189401931	0.0234686711220544	False	False	False	0.729399441340782	0.4839616354273521		0.9376708642016576	0.9283444207722528	0.9255684284211304	False	True	False
GSE174574	primary	Astrocyte	Endothelial	Fn1	C5ar1	True	True	False	0.0729126849759369	0.3008580036544631	0.2279453186785261	0.0060941640710084	0.1	0.2952209794521295	4.013479707325632	0.302518816120077	2.416524904231476e-54	False	True	True	0.2511679059539652	0.1562731182179835		0.0210326738053717	0.02270807513314		GSE245386	primary	True	True	False	0.0851506579572131	0.1662642893786705	0.0811136314214573	0.2627761243430283	0.2	0.9382657659200582	1.448315116848806	0.1719813349019253	0.0260411513869856	False	True	True	0.1597513190564866	0.1926456546068382		0.5734724014496807	0.5225769564202137		True	True	True
GSE174574	primary	Astrocyte	Endothelial	Fn1	Flt4	True	True	False	0.2347322824424641	0.2572916098359435	0.0225593273934794	0.2628859450335243	0.3	0.2952209794521295	0.086324387620567	0.302518816120077	0.6801839883889219	False	False	False	0.2511679059539652	0.1211830643284691		0.3394109632795845	0.3435549173362304		GSE245386	primary	True	True	False	0.1752887052223807	0.2709513388391199	0.0956626336167391	0.269488586405716	0.1	0.9382657659200582	0.8157369485726044	0.1719813349019253	6.656198427862485e-08	False	True	True	0.1597513190564866	0.4433067345683448		0.5780971063961171	0.5230739131553734		True	True	False
GSE174574	primary	Astrocyte	Endothelial	Fn1	Itga5_Itgb1	True	True	False	0.1471094951981584	0.2487815673450837	0.1016720721469252	0.001515399161374	0.1	0.2952209794521295	1.021534945288879	0.302518816120077	2.091897734038406e-18	False	True	True	0.2511679059539652	0.1184583715053416		0.0090569389798714	0.0087075316891651		GSE245386	primary	True	True	False	0.1475400192832709	0.2017972988136685	0.0542572795303976	0.4694750460628986	0.5	0.9382657659200582	0.2074372413479165	0.1719813349019253	0.1148195076493986	False	False	False	0.1597513190564866	0.2666876603696447		0.714671884321069	0.6646245459991246		True	True	True
GSE174574	primary	Astrocyte	Endothelial	Fn1	Itga6	True	True	True	0.4774292748978905	0.5077995825367059	0.0303703076388153	0.124046570183529	0.2	0.2952209794521295	0.0353603217472433	0.302518816120077	0.7790655272045034	False	False	False	0.2511679059539652	0.4142124175076498		0.1893342387011758	0.1919011043010149	0.1745840617397815	GSE245386	primary	True	True	False	0.4257403462109555	0.5402112641808231	0.1144709179698675	0.3753979280695068	0.4	0.9382657659200582	0.2812233967075909	0.1719813349019253	0.0647695310632162	False	False	False	0.1597513190564866	0.8709034277217687		0.6568774956144787	0.5984240425169197		True	True	False
GSE174574	primary	Astrocyte	Endothelial	Fn1	Plaur	True	True	True	0.2096502287152317	0.4635068125607722	0.2538565838455405	0.0004238321585224	0.1	0.2952209794521295	2.5751131657111106	0.302518816120077	5.278500641761477e-131	False	True	True	0.2511679059539652	0.3241679297670093		0.0050544115508194	0.0050003775715365	0.0040757058659127	GSE245386	primary	True	True	False	0.1668769268087938	0.4427193914348149	0.2758424646260211	0.1802981303348742	0.1	0.9382657659200582	2.943781605471446	0.1719813349019253	8.970550800886093e-15	False	True	True	0.1597513190564866	0.7094790419217569		0.5103137164226363	0.4617531370740236		True	True	True
GSE174574	primary	Astrocyte	Endothelial	Fn1	Robo4	True	True	True	0.4514378842512654	0.4853297265880613	0.0338918423367958	0.1713865152550502	0.2	0.2952209794521295	0.0441699102751438	0.302518816120077	0.7245275842144535	False	False	False	0.2511679059539652	0.387567070213161		0.2419951919518874	0.2461980893743182	0.2245754337824796	GSE245386	primary	True	True	False	0.2594468359045428	0.3610932702024794	0.1016464342979365	0.2357150255603435	0.2	0.9382657659200582	0.5003921993949576	0.1719813349019253	0.0001595961740075	False	True	True	0.1597513190564866	0.650789702367007		0.5572476211079749	0.5060740462318615		True	True	False
GSE174574	primary	Astrocyte	Endothelial	Gnai2	C5ar1	True	True	False	0.1073993732623496	0.4231594292277811	0.3157600559654315	0.0006115600518689	0.1	0.0703923080246013	4.013479707325632	0.7911460344848935	2.416524904231476e-54	False	True	True	0.4870555382520624	0.1562731182179835		0.0059117471680665	0.0056765317635016		GSE245386	primary	True	True	False	0.2583589222191319	0.4067857869895006	0.1484268647703687	0.2102131014604708	0.1	-0.1829208105913268	1.448315116848806	0.7935373570212841	0.0260411513869856	False	True	True	0.6817776225946617	0.1926456546068382		0.5355784110010453	0.4834313705449053		True	True	True
GSE174574	primary	Astrocyte	Endothelial	Gnai2	Cav1	True	True	True	0.7640250384843855	0.5340698752366158	-0.2299551632477697	0.0001254317564232	0.1	0.0703923080246013	-1.2196384132383258	0.7911460344848935	9.833321522124685e-53	False	True	True	0.4870555382520624	0.2434287654294001		0.0028659255861561	0.0025047117887639	0.0022980685966779	GSE245386	primary	True	True	True	0.9629092762406496	0.565363957660225	-0.3975453185804247	0.0083055575113295	0.1	-0.1829208105913268	-1.7447586771482395	0.7935373570212841	8.824933641205125e-38	False	True	True	0.6817776225946617	0.3241530802639279		0.2534812509631816	0.216457298800228	0.1882452132787486	True	True	True
GSE174574	primary	Astrocyte	Endothelial	Gnai2	Igf1r	True	True	True	1.0669700432639662	0.8950232150938064	-0.1719468281701597	0.0014501759552079	0.1	0.0703923080246013	-0.7240646535622326	0.7911460344848935	2.1553086522432327e-28	False	True	True	0.4870555382520624	0.549761397855026		0.0090569389798714	0.0087075316891651	0.0076496169122026	GSE245386	primary	True	True	True	1.760232060051244	1.7282732217620205	-0.0319588382892237	0.6028053501013436	1.0	-0.1829208105913268	0.2867134848739798	0.7935373570212841	0.061643090617442	False	False	False	0.6817776225946617	0.9551548369211642		0.7978901722506027	0.7742930790094845	0.7729221973692075	True	True	True
GSE174574	primary	Astrocyte	Endothelial	Gnai2	P2ry12	True	True	False	0.4872651371583501	0.2307551948551668	-0.2565099423031833	0.0083351585517091	0.1	0.0703923080246013	-2.2845367226663265	0.7911460344848935	3.0698303291131937e-49	False	True	True	0.4870555382520624	0.0490714598442461		0.025547599788572	0.0262376295279889		GSE245386	primary	True	True	True	0.5590049069139413	0.2512313053879463	-0.307773601525995	0.0072716775302155	0.1	-0.1829208105913268	-2.4510927849975035	0.7935373570212841	1.2936537901641879e-28	False	True	True	0.6817776225946617	0.0800364119015861		0.2534812509631816	0.216457298800228	0.1882452132787486	True	True	True
GSE174574	primary	Astrocyte	Endothelial	Gnai2	S1pr1	True	True	True	0.842323121601079	0.903688077076473	0.061364955475394	0.0798938529925902	0.1	0.0703923080246013	0.2639980307858708	0.7911460344848935	0.000223277094407	False	False	False	0.4870555382520624	0.5964208329378939		0.1332742591956041	0.1377217846824651	0.1251944912873579	GSE245386	primary	True	True	True	1.0843786636501642	1.251894406268114	0.1675157426179496	0.183016063066044	0.2	-0.1829208105913268	0.7673983388961467	0.7935373570212841	1.0911960536164672e-10	False	True	True	0.6817776225946617	0.8600988656399898		0.5103137164226363	0.4617531370740236	0.4147658546275213	True	True	False
