dataset	sample	cell_type	selection	n_cells	gene	fraction_detected	mean_logcp10k
GSE174574	GSM5319990	Endothelial	reference_added	2257	Pdgfrb	0.033673017279574655	0.05752066441928129
GSE174574	GSM5319990	Endothelial	reference_added	2257	Acta2	0.2680549401860877	0.4559203094919135
GSE174574	GSM5319990	Endothelial	reference_added	2257	Plp1	0.41736818785999114	0.7406944910640855
GSE174574	GSM5319990	Endothelial	reference_added	2257	Mbp	0.21355782011519717	0.3635246120269619
GSE174574	GSM5319990	Endothelial	reference_added	2257	Snap25	0.001329198050509526	0.002566512520558995
GSE174574	GSM5319990	Endothelial	original_not_retained	342	Aldh1l1	0.0029239766081871343	0.004818609257650166
GSE174574	GSM5319990	Endothelial	original_not_retained	342	Slc1a3	0.11695906432748537	0.18108595191939497
GSE174574	GSM5319990	Endothelial	original_not_retained	342	Slc1a2	0.2222222222222222	0.3694146217979461
GSE174574	GSM5319990	Endothelial	original_not_retained	342	Gja1	0.30701754385964913	0.5300190875936637
GSE174574	GSM5319990	Endothelial	original_not_retained	342	Glul	0.7923976608187134	1.8019041051311273
GSE174574	GSM5319990	Endothelial	original_not_retained	342	Sox9	0.038011695906432746	0.06288994042152574
GSE174574	GSM5319990	Endothelial	original_not_retained	342	Aldoc	0.21637426900584794	0.3653943166836427
GSE174574	GSM5319990	Endothelial	original_not_retained	342	Pecam1	0.8070175438596491	1.7807388047214083
GSE174574	GSM5319990	Endothelial	original_not_retained	342	Cdh5	0.5497076023391813	1.0468553893088877
GSE174574	GSM5319990	Endothelial	original_not_retained	342	Esam	0.9678362573099415	2.5819527603407453
GSE174574	GSM5319990	Endothelial	original_not_retained	342	Tek	0.4239766081871345	0.7144498688831503
GSE174574	GSM5319990	Endothelial	original_not_retained	342	Erg	0.28362573099415206	0.4657822509777545
GSE174574	GSM5319990	Endothelial	original_not_retained	342	Vwf	0.5964912280701754	1.1994819880621546
GSE174574	GSM5319990	Endothelial	original_not_retained	342	Kdr	0.5701754385964912	1.0176601244276775
GSE174574	GSM5319990	Endothelial	original_not_retained	342	Ptprc	0.017543859649122806	0.023344039795036145
GSE174574	GSM5319990	Endothelial	original_not_retained	342	Tyrobp	0.3128654970760234	0.5664465444765998
GSE174574	GSM5319990	Endothelial	original_not_retained	342	Lyz2	0.40058479532163743	0.7170185115852783
GSE174574	GSM5319990	Endothelial	original_not_retained	342	C1qa	0.6052631578947368	1.1617064338369265
GSE174574	GSM5319990	Endothelial	original_not_retained	342	Rgs5	0.1111111111111111	0.18988940992954362
GSE174574	GSM5319990	Endothelial	original_not_retained	342	Pdgfrb	0.023391812865497075	0.03470726672754309
GSE174574	GSM5319990	Endothelial	original_not_retained	342	Acta2	0.17543859649122806	0.28953666173330983
GSE174574	GSM5319990	Endothelial	original_not_retained	342	Plp1	0.40058479532163743	0.6824089108760867
GSE174574	GSM5319990	Endothelial	original_not_retained	342	Mbp	0.21637426900584794	0.37131864815986165
GSE174574	GSM5319990	Endothelial	original_not_retained	342	Snap25	0.0	0.0
GSE174574	GSM5319991	Astrocyte	original_reference_supported	537	Aldh1l1	0.37243947858473	0.5499703987576969
GSE174574	GSM5319991	Astrocyte	original_reference_supported	537	Slc1a3	0.9757914338919925	2.9574382057501762
GSE174574	GSM5319991	Astrocyte	original_reference_supported	537	Slc1a2	0.9832402234636871	3.1080152480749197
GSE174574	GSM5319991	Astrocyte	original_reference_supported	537	Gja1	0.9217877094972067	2.3033723738179637
GSE174574	GSM5319991	Astrocyte	original_reference_supported	537	Glul	0.9906890130353817	3.5626172183757387
GSE174574	GSM5319991	Astrocyte	original_reference_supported	537	Sox9	0.6256983240223464	1.0932584348430041
GSE174574	GSM5319991	Astrocyte	original_reference_supported	537	Aldoc	0.994413407821229	4.078686380793964
GSE174574	GSM5319991	Astrocyte	original_reference_supported	537	Pecam1	0.10986964618249534	0.1559967169112401
GSE174574	GSM5319991	Astrocyte	original_reference_supported	537	Cdh5	0.05027932960893855	0.07131141135835194
GSE174574	GSM5319991	Astrocyte	original_reference_supported	537	Esam	0.27001862197392923	0.39021948254191274
GSE174574	GSM5319991	Astrocyte	original_reference_supported	537	Tek	0.040968342644320296	0.05088172724381901
GSE174574	GSM5319991	Astrocyte	original_reference_supported	537	Erg	0.0148975791433892	0.019990656070035584
GSE174574	GSM5319991	Astrocyte	original_reference_supported	537	Vwf	0.07262569832402235	0.10071515959780454
GSE174574	GSM5319991	Astrocyte	original_reference_supported	537	Kdr	0.0186219739292365	0.02375931926247948
GSE174574	GSM5319991	Astrocyte	original_reference_supported	537	Ptprc	0.0521415270018622	0.07526190676170372
GSE174574	GSM5319991	Astrocyte	original_reference_supported	537	Tyrobp	0.43575418994413406	0.6651356405451377
GSE174574	GSM5319991	Astrocyte	original_reference_supported	537	Lyz2	0.5195530726256983	0.8295774107801778
GSE174574	GSM5319991	Astrocyte	original_reference_supported	537	C1qa	0.6890130353817505	1.2280582028021048
GSE174574	GSM5319991	Astrocyte	original_reference_supported	537	Rgs5	0.08752327746741155	0.12038703552152416
GSE174574	GSM5319991	Astrocyte	original_reference_supported	537	Pdgfrb	0.1601489757914339	0.22798933779518454
GSE174574	GSM5319991	Astrocyte	original_reference_supported	537	Acta2	0.25884543761638734	0.3625205501155659
GSE174574	GSM5319991	Astrocyte	original_reference_supported	537	Plp1	0.47113594040968343	0.7264125282056305
GSE174574	GSM5319991	Astrocyte	original_reference_supported	537	Mbp	0.26256983240223464	0.38143460891157405
GSE174574	GSM5319991	Astrocyte	original_reference_supported	537	Snap25	0.00186219739292365	0.0031422298458650072
GSE174574	GSM5319991	Astrocyte	reference_added	62	Aldh1l1	0.04838709677419355	0.07226052204493272
GSE174574	GSM5319991	Astrocyte	reference_added	62	Slc1a3	0.6774193548387096	1.6664121780693466
GSE174574	GSM5319991	Astrocyte	reference_added	62	Slc1a2	0.7580645161290323	1.964821841147551
GSE174574	GSM5319991	Astrocyte	reference_added	62	Gja1	0.41935483870967744	0.8021691208108759
GSE174574	GSM5319991	Astrocyte	reference_added	62	Glul	0.7741935483870968	1.9448819139790698
GSE174574	GSM5319991	Astrocyte	reference_added	62	Sox9	0.11290322580645161	0.1467693456071158
GSE174574	GSM5319991	Astrocyte	reference_added	62	Aldoc	0.6935483870967742	2.07264406602474
GSE174574	GSM5319991	Astrocyte	reference_added	62	Pecam1	0.16129032258064516	0.23092404078210393
GSE174574	GSM5319991	Astrocyte	reference_added	62	Cdh5	0.04838709677419355	0.06135582334062469
GSE174574	GSM5319991	Astrocyte	reference_added	62	Esam	0.22580645161290322	0.38718027867149724
GSE174574	GSM5319991	Astrocyte	reference_added	62	Tek	0.04838709677419355	0.06477843945595047
GSE174574	GSM5319991	Astrocyte	reference_added	62	Erg	0.0	0.0
GSE174574	GSM5319991	Astrocyte	reference_added	62	Vwf	0.08064516129032258	0.13185777551008065
GSE174574	GSM5319991	Astrocyte	reference_added	62	Kdr	0.016129032258064516	0.022571769387295743
GSE174574	GSM5319991	Astrocyte	reference_added	62	Ptprc	0.14516129032258066	0.23858346893226462
GSE174574	GSM5319991	Astrocyte	reference_added	62	Tyrobp	0.6290322580645161	1.667561609692799
GSE174574	GSM5319991	Astrocyte	reference_added	62	Lyz2	0.7258064516129032	1.6320596657191808
GSE174574	GSM5319991	Astrocyte	reference_added	62	C1qa	0.6935483870967742	1.9705966072269512
GSE174574	GSM5319991	Astrocyte	reference_added	62	Rgs5	0.14516129032258066	0.1962224837787233
GSE174574	GSM5319991	Astrocyte	reference_added	62	Pdgfrb	0.14516129032258066	0.23822469777665836
GSE174574	GSM5319991	Astrocyte	reference_added	62	Acta2	0.3548387096774194	0.7041865493306368
GSE174574	GSM5319991	Astrocyte	reference_added	62	Plp1	0.5645161290322581	0.9687311179444057
GSE174574	GSM5319991	Astrocyte	reference_added	62	Mbp	0.3225806451612903	0.5476819285786997
GSE174574	GSM5319991	Astrocyte	reference_added	62	Snap25	0.016129032258064516	0.02101895138909928
GSE174574	GSM5319991	Astrocyte	original_not_retained	209	Aldh1l1	0.3157894736842105	0.43209656334855073
GSE174574	GSM5319991	Astrocyte	original_not_retained	209	Slc1a3	0.8373205741626795	2.177310392194915
GSE174574	GSM5319991	Astrocyte	original_not_retained	209	Slc1a2	0.8995215311004785	2.431452749540034
GSE174574	GSM5319991	Astrocyte	original_not_retained	209	Gja1	0.8133971291866029	1.6758164177238788
GSE174574	GSM5319991	Astrocyte	original_not_retained	209	Glul	1.0	3.036422991061391
GSE174574	GSM5319991	Astrocyte	original_not_retained	209	Sox9	0.5263157894736842	0.8176201707815307
GSE174574	GSM5319991	Astrocyte	original_not_retained	209	Aldoc	0.9090909090909091	2.918403347772207
GSE174574	GSM5319991	Astrocyte	original_not_retained	209	Pecam1	0.37799043062200954	0.6323455848619801
GSE174574	GSM5319991	Astrocyte	original_not_retained	209	Cdh5	0.215311004784689	0.2849089190744237
GSE174574	GSM5319991	Astrocyte	original_not_retained	209	Esam	0.6267942583732058	1.2556717220901785
GSE174574	GSM5319991	Astrocyte	original_not_retained	209	Tek	0.10047846889952153	0.13588203063902216
GSE174574	GSM5319991	Astrocyte	original_not_retained	209	Erg	0.10047846889952153	0.1236262722109004
GSE174574	GSM5319991	Astrocyte	original_not_retained	209	Vwf	0.19138755980861244	0.2795079794377177
GSE174574	GSM5319991	Astrocyte	original_not_retained	209	Kdr	0.15311004784688995	0.19555860795196273
GSE174574	GSM5319991	Astrocyte	original_not_retained	209	Ptprc	0.12440191387559808	0.15470764029740078
GSE174574	GSM5319991	Astrocyte	original_not_retained	209	Tyrobp	0.5980861244019139	1.1683357825980432
GSE174574	GSM5319991	Astrocyte	original_not_retained	209	Lyz2	0.5741626794258373	1.0549355951084487
GSE174574	GSM5319991	Astrocyte	original_not_retained	209	C1qa	0.7129186602870813	1.5836652206311812
GSE174574	GSM5319991	Astrocyte	original_not_retained	209	Rgs5	0.1339712918660287	0.15960552375819487
GSE174574	GSM5319991	Astrocyte	original_not_retained	209	Pdgfrb	0.10526315789473684	0.1365445080121829
GSE174574	GSM5319991	Astrocyte	original_not_retained	209	Acta2	0.2679425837320574	0.3718027451265845
GSE174574	GSM5319991	Astrocyte	original_not_retained	209	Plp1	0.47368421052631576	0.7349084799183345
GSE174574	GSM5319991	Astrocyte	original_not_retained	209	Mbp	0.2679425837320574	0.37005546723782695
GSE174574	GSM5319991	Astrocyte	original_not_retained	209	Snap25	0.004784688995215311	0.00725193348432718
GSE174574	GSM5319991	Endothelial	original_reference_supported	1474	Aldh1l1	0.0047489823609226595	0.006284749316827512
GSE174574	GSM5319991	Endothelial	original_reference_supported	1474	Slc1a3	0.11533242876526459	0.1781477115924454
GSE174574	GSM5319991	Endothelial	original_reference_supported	1474	Slc1a2	0.1757123473541384	0.27279103937614996
GSE174574	GSM5319991	Endothelial	original_reference_supported	1474	Gja1	0.23473541383989144	0.38778960575414906
GSE174574	GSM5319991	Endothelial	original_reference_supported	1474	Glul	0.8758480325644504	2.1341338080486714
GSE174574	GSM5319991	Endothelial	original_reference_supported	1474	Sox9	0.03459972862957938	0.04871452282001459
GSE174574	GSM5319991	Endothelial	original_reference_supported	1474	Aldoc	0.24151967435549526	0.3738295931952661
GSE174574	GSM5319991	Endothelial	original_reference_supported	1474	Pecam1	0.8134328358208955	1.670741569787307
GSE174574	GSM5319991	Endothelial	original_reference_supported	1474	Cdh5	0.649932157394844	1.1693995404260522
GSE174574	GSM5319991	Endothelial	original_reference_supported	1474	Esam	0.9810040705563093	2.5998581829644256
GSE174574	GSM5319991	Endothelial	original_reference_supported	1474	Tek	0.4497964721845319	0.7477072209566378
GSE174574	GSM5319991	Endothelial	original_reference_supported	1474	Erg	0.39348710990502034	0.6333915372046699
GSE174574	GSM5319991	Endothelial	original_reference_supported	1474	Vwf	0.5345997286295794	1.005767043818814
GSE174574	GSM5319991	Endothelial	original_reference_supported	1474	Kdr	0.5128900949796472	0.8893976755866174
GSE174574	GSM5319991	Endothelial	original_reference_supported	1474	Ptprc	0.02103120759837178	0.030364093464137005
GSE174574	GSM5319991	Endothelial	original_reference_supported	1474	Tyrobp	0.40705563093622793	0.6721959202847037
GSE174574	GSM5319991	Endothelial	original_reference_supported	1474	Lyz2	0.5	0.8504058614718498
GSE174574	GSM5319991	Endothelial	original_reference_supported	1474	C1qa	0.669606512890095	1.244196416348995
GSE174574	GSM5319991	Endothelial	original_reference_supported	1474	Rgs5	0.12279511533242876	0.1963588450875977
GSE174574	GSM5319991	Endothelial	original_reference_supported	1474	Pdgfrb	0.016282225237449117	0.025267815397533557
GSE174574	GSM5319991	Endothelial	original_reference_supported	1474	Acta2	0.24559023066485752	0.3828716686209934
GSE174574	GSM5319991	Endothelial	original_reference_supported	1474	Plp1	0.42672998643147897	0.7055637781395425
GSE174574	GSM5319991	Endothelial	original_reference_supported	1474	Mbp	0.19402985074626866	0.3021039330760479
GSE174574	GSM5319991	Endothelial	original_reference_supported	1474	Snap25	0.0006784260515603799	0.0010570189561069324
GSE174574	GSM5319991	Endothelial	reference_added	2234	Aldh1l1	0.01611459265890779	0.025766194071653346
GSE174574	GSM5319991	Endothelial	reference_added	2234	Slc1a3	0.12667860340196957	0.21958570065664362
GSE174574	GSM5319991	Endothelial	reference_added	2234	Slc1a2	0.16069829901521934	0.29197047771891593
GSE174574	GSM5319991	Endothelial	reference_added	2234	Gja1	0.2376902417188899	0.4229147825584881
GSE174574	GSM5319991	Endothelial	reference_added	2234	Glul	0.8612354521038496	2.193193982574258
GSE174574	GSM5319991	Endothelial	reference_added	2234	Sox9	0.04028648164726947	0.06369375382738568
GSE174574	GSM5319991	Endothelial	reference_added	2234	Aldoc	0.2323187108325873	0.4131864602753893
GSE174574	GSM5319991	Endothelial	reference_added	2234	Pecam1	0.572515666965085	1.133619166626522
GSE174574	GSM5319991	Endothelial	reference_added	2234	Cdh5	0.35452103849597133	0.6238851955294377
GSE174574	GSM5319991	Endothelial	reference_added	2234	Esam	0.9077887197851388	2.3027288699922694
GSE174574	GSM5319991	Endothelial	reference_added	2234	Tek	0.14726947179946284	0.2446011450736012
GSE174574	GSM5319991	Endothelial	reference_added	2234	Erg	0.10026857654431513	0.16620517965856757
GSE174574	GSM5319991	Endothelial	reference_added	2234	Vwf	0.22918531781557744	0.4068693451585607
GSE174574	GSM5319991	Endothelial	reference_added	2234	Kdr	0.18128916741271262	0.3098241306641012
GSE174574	GSM5319991	Endothelial	reference_added	2234	Ptprc	0.03939122649955237	0.06025389612146828
GSE174574	GSM5319991	Endothelial	reference_added	2234	Tyrobp	0.40420769919427035	0.7694159495255912
GSE174574	GSM5319991	Endothelial	reference_added	2234	Lyz2	0.4726947179946285	0.8784658404695971
GSE174574	GSM5319991	Endothelial	reference_added	2234	C1qa	0.6418979409131602	1.3242627693054507
GSE174574	GSM5319991	Endothelial	reference_added	2234	Rgs5	0.13473589973142344	0.25528641156781806
GSE174574	GSM5319991	Endothelial	reference_added	2234	Pdgfrb	0.03267681289167413	0.054864772912652876
GSE174574	GSM5319991	Endothelial	reference_added	2234	Acta2	0.2448522829006267	0.4195592666027062
GSE174574	GSM5319991	Endothelial	reference_added	2234	Plp1	0.39077887197851385	0.6982536027531921
GSE174574	GSM5319991	Endothelial	reference_added	2234	Mbp	0.2126230975828111	0.37188852712770326
GSE174574	GSM5319991	Endothelial	reference_added	2234	Snap25	0.0022381378692927483	0.003943738609777452
GSE174574	GSM5319991	Endothelial	original_not_retained	369	Aldh1l1	0.008130081300813009	0.015046289874249707
GSE174574	GSM5319991	Endothelial	original_not_retained	369	Slc1a3	0.1111111111111111	0.17524615527676804
GSE174574	GSM5319991	Endothelial	original_not_retained	369	Slc1a2	0.10840108401084012	0.1729825231362126
GSE174574	GSM5319991	Endothelial	original_not_retained	369	Gja1	0.3224932249322493	0.5691633205367687
GSE174574	GSM5319991	Endothelial	original_not_retained	369	Glul	0.7940379403794038	1.8770311438221519
GSE174574	GSM5319991	Endothelial	original_not_retained	369	Sox9	0.01084010840108401	0.01764599667822116
GSE174574	GSM5319991	Endothelial	original_not_retained	369	Aldoc	0.2140921409214092	0.3622359585032428
GSE174574	GSM5319991	Endothelial	original_not_retained	369	Pecam1	0.8428184281842819	1.8316388518059055
GSE174574	GSM5319991	Endothelial	original_not_retained	369	Cdh5	0.5609756097560976	1.0529319358369242
GSE174574	GSM5319991	Endothelial	original_not_retained	369	Esam	0.9539295392953929	2.562258359048639
GSE174574	GSM5319991	Endothelial	original_not_retained	369	Tek	0.4065040650406504	0.7061931881198354
GSE174574	GSM5319991	Endothelial	original_not_retained	369	Erg	0.25203252032520324	0.42353342017977047
GSE174574	GSM5319991	Endothelial	original_not_retained	369	Vwf	0.5718157181571816	1.2038904167189481
GSE174574	GSM5319991	Endothelial	original_not_retained	369	Kdr	0.5040650406504065	0.9024125466406834
GSE174574	GSM5319991	Endothelial	original_not_retained	369	Ptprc	0.037940379403794036	0.06147819321131855
GSE174574	GSM5319991	Endothelial	original_not_retained	369	Tyrobp	0.36585365853658536	0.6271056397940495
GSE174574	GSM5319991	Endothelial	original_not_retained	369	Lyz2	0.4092140921409214	0.7219069506041194
GSE174574	GSM5319991	Endothelial	original_not_retained	369	C1qa	0.6124661246612466	1.205633116721253
GSE174574	GSM5319991	Endothelial	original_not_retained	369	Rgs5	0.10569105691056911	0.18656043903871425
GSE174574	GSM5319991	Endothelial	original_not_retained	369	Pdgfrb	0.013550135501355014	0.02223425830815291
GSE174574	GSM5319991	Endothelial	original_not_retained	369	Acta2	0.13550135501355012	0.21915328565147613
GSE174574	GSM5319991	Endothelial	original_not_retained	369	Plp1	0.3794037940379404	0.6551484935941271
GSE174574	GSM5319991	Endothelial	original_not_retained	369	Mbp	0.18699186991869918	0.3091399792315601
GSE174574	GSM5319991	Endothelial	original_not_retained	369	Snap25	0.0	0.0
GSE174574	GSM5319992	Astrocyte	original_reference_supported	397	Aldh1l1	0.4836272040302267	0.6669180376283369
GSE174574	GSM5319992	Astrocyte	original_reference_supported	397	Slc1a3	0.9773299748110831	3.030840687673817
GSE174574	GSM5319992	Astrocyte	original_reference_supported	397	Slc1a2	0.9949622166246851	3.163395754427679
GSE174574	GSM5319992	Astrocyte	original_reference_supported	397	Gja1	0.9319899244332494	2.250890051572154
GSE174574	GSM5319992	Astrocyte	original_reference_supported	397	Glul	0.9874055415617129	3.533045171872031
GSE174574	GSM5319992	Astrocyte	original_reference_supported	397	Sox9	0.707808564231738	1.2317228592657268
GSE174574	GSM5319992	Astrocyte	original_reference_supported	397	Aldoc	0.9974811083123426	4.048997737374656
GSE174574	GSM5319992	Astrocyte	original_reference_supported	397	Pecam1	0.09571788413098237	0.11526122670690121
GSE174574	GSM5319992	Astrocyte	original_reference_supported	397	Cdh5	0.05289672544080604	0.062467442601444455
GSE174574	GSM5319992	Astrocyte	original_reference_supported	397	Esam	0.23929471032745592	0.30961317249876075
GSE174574	GSM5319992	Astrocyte	original_reference_supported	397	Tek	0.03526448362720403	0.034439570003458306
GSE174574	GSM5319992	Astrocyte	original_reference_supported	397	Erg	0.017632241813602016	0.0176487856109232
GSE174574	GSM5319992	Astrocyte	original_reference_supported	397	Vwf	0.0982367758186398	0.11246869833459495
GSE174574	GSM5319992	Astrocyte	original_reference_supported	397	Kdr	0.04030226700251889	0.04886275302823919
GSE174574	GSM5319992	Astrocyte	original_reference_supported	397	Ptprc	0.05793450881612091	0.06568204968150261
GSE174574	GSM5319992	Astrocyte	original_reference_supported	397	Tyrobp	0.41309823677581864	0.5910472668980689
GSE174574	GSM5319992	Astrocyte	original_reference_supported	397	Lyz2	0.44836272040302266	0.6118497901596182
GSE174574	GSM5319992	Astrocyte	original_reference_supported	397	C1qa	0.6977329974811083	1.1123241494648946
GSE174574	GSM5319992	Astrocyte	original_reference_supported	397	Rgs5	0.10579345088161209	0.1366504367722395
GSE174574	GSM5319992	Astrocyte	original_reference_supported	397	Pdgfrb	0.1964735516372796	0.24833279846771544
GSE174574	GSM5319992	Astrocyte	original_reference_supported	397	Acta2	0.24181360201511334	0.3080395614920764
GSE174574	GSM5319992	Astrocyte	original_reference_supported	397	Plp1	0.43828715365239296	0.6158343273893186
GSE174574	GSM5319992	Astrocyte	original_reference_supported	397	Mbp	0.23173803526448364	0.3180415880288492
GSE174574	GSM5319992	Astrocyte	original_reference_supported	397	Snap25	0.007556675062972292	0.009790354163030852
GSE174574	GSM5319992	Astrocyte	reference_added	51	Aldh1l1	0.1568627450980392	0.23708305340520833
GSE174574	GSM5319992	Astrocyte	reference_added	51	Slc1a3	0.6470588235294118	1.544241077796264
GSE174574	GSM5319992	Astrocyte	reference_added	51	Slc1a2	0.803921568627451	2.127975206389101
GSE174574	GSM5319992	Astrocyte	reference_added	51	Gja1	0.45098039215686275	0.9789080721715956
GSE174574	GSM5319992	Astrocyte	reference_added	51	Glul	0.8235294117647058	2.1924638472474034
GSE174574	GSM5319992	Astrocyte	reference_added	51	Sox9	0.21568627450980393	0.30419452498054617
GSE174574	GSM5319992	Astrocyte	reference_added	51	Aldoc	0.7058823529411765	2.000834070146641
GSE174574	GSM5319992	Astrocyte	reference_added	51	Pecam1	0.17647058823529413	0.24084888251245556
GSE174574	GSM5319992	Astrocyte	reference_added	51	Cdh5	0.0784313725490196	0.12187647538883774
GSE174574	GSM5319992	Astrocyte	reference_added	51	Esam	0.2549019607843137	0.4151866720218341
GSE174574	GSM5319992	Astrocyte	reference_added	51	Tek	0.058823529411764705	0.0786181391192745
GSE174574	GSM5319992	Astrocyte	reference_added	51	Erg	0.0196078431372549	0.021982512251716223
GSE174574	GSM5319992	Astrocyte	reference_added	51	Vwf	0.1568627450980392	0.22952961303818345
GSE174574	GSM5319992	Astrocyte	reference_added	51	Kdr	0.058823529411764705	0.11931283992462528
GSE174574	GSM5319992	Astrocyte	reference_added	51	Ptprc	0.1568627450980392	0.21879819992893632
GSE174574	GSM5319992	Astrocyte	reference_added	51	Tyrobp	0.5294117647058824	1.4437450303083321
GSE174574	GSM5319992	Astrocyte	reference_added	51	Lyz2	0.49019607843137253	1.0849541388387827
GSE174574	GSM5319992	Astrocyte	reference_added	51	C1qa	0.803921568627451	2.3862089411082423
GSE174574	GSM5319992	Astrocyte	reference_added	51	Rgs5	0.1568627450980392	0.24900676094456783
GSE174574	GSM5319992	Astrocyte	reference_added	51	Pdgfrb	0.11764705882352941	0.17752033212466242
GSE174574	GSM5319992	Astrocyte	reference_added	51	Acta2	0.3137254901960784	0.5797301353172287
GSE174574	GSM5319992	Astrocyte	reference_added	51	Plp1	0.47058823529411764	0.9964142331116347
GSE174574	GSM5319992	Astrocyte	reference_added	51	Mbp	0.3333333333333333	0.5665093391149538
GSE174574	GSM5319992	Astrocyte	reference_added	51	Snap25	0.0392156862745098	0.05537532635808442
GSE174574	GSM5319992	Astrocyte	original_not_retained	117	Aldh1l1	0.37606837606837606	0.5128789594441167
GSE174574	GSM5319992	Astrocyte	original_not_retained	117	Slc1a3	0.8461538461538461	2.1689778999283
GSE174574	GSM5319992	Astrocyte	original_not_retained	117	Slc1a2	0.8974358974358975	2.3923247976029995
GSE174574	GSM5319992	Astrocyte	original_not_retained	117	Gja1	0.7692307692307693	1.491397824330441
GSE174574	GSM5319992	Astrocyte	original_not_retained	117	Glul	0.9914529914529915	2.907797642161309
GSE174574	GSM5319992	Astrocyte	original_not_retained	117	Sox9	0.5811965811965812	0.8670714821577514
GSE174574	GSM5319992	Astrocyte	original_not_retained	117	Aldoc	0.9401709401709402	2.727107957206206
GSE174574	GSM5319992	Astrocyte	original_not_retained	117	Pecam1	0.37606837606837606	0.6332333742755576
GSE174574	GSM5319992	Astrocyte	original_not_retained	117	Cdh5	0.26495726495726496	0.3658650061892713
GSE174574	GSM5319992	Astrocyte	original_not_retained	117	Esam	0.5299145299145299	1.0786946526520005
GSE174574	GSM5319992	Astrocyte	original_not_retained	117	Tek	0.1452991452991453	0.1828548965014407
GSE174574	GSM5319992	Astrocyte	original_not_retained	117	Erg	0.1111111111111111	0.12152463154473706
GSE174574	GSM5319992	Astrocyte	original_not_retained	117	Vwf	0.2222222222222222	0.30916279136183966
GSE174574	GSM5319992	Astrocyte	original_not_retained	117	Kdr	0.19658119658119658	0.28724311306088934
GSE174574	GSM5319992	Astrocyte	original_not_retained	117	Ptprc	0.10256410256410256	0.13349149511377706
GSE174574	GSM5319992	Astrocyte	original_not_retained	117	Tyrobp	0.5213675213675214	1.039387946107365
GSE174574	GSM5319992	Astrocyte	original_not_retained	117	Lyz2	0.4700854700854701	0.7759272818936888
GSE174574	GSM5319992	Astrocyte	original_not_retained	117	C1qa	0.7948717948717948	1.69927761912869
GSE174574	GSM5319992	Astrocyte	original_not_retained	117	Rgs5	0.1282051282051282	0.21507571136660067
GSE174574	GSM5319992	Astrocyte	original_not_retained	117	Pdgfrb	0.1452991452991453	0.16909194783653636
GSE174574	GSM5319992	Astrocyte	original_not_retained	117	Acta2	0.27350427350427353	0.3504610702327695
GSE174574	GSM5319992	Astrocyte	original_not_retained	117	Plp1	0.4700854700854701	0.829480859927264
GSE174574	GSM5319992	Astrocyte	original_not_retained	117	Mbp	0.24786324786324787	0.37034418900436455
GSE174574	GSM5319992	Astrocyte	original_not_retained	117	Snap25	0.017094017094017096	0.018634265498368878
GSE174574	GSM5319992	Endothelial	original_reference_supported	1317	Aldh1l1	0.010630220197418374	0.012677571742239886
GSE174574	GSM5319992	Endothelial	original_reference_supported	1317	Slc1a3	0.09946848899012908	0.13267036170812313
GSE174574	GSM5319992	Endothelial	original_reference_supported	1317	Slc1a2	0.19134396355353075	0.2778467168551615
GSE174574	GSM5319992	Endothelial	original_reference_supported	1317	Gja1	0.28170083523158695	0.4354254665600543
GSE174574	GSM5319992	Endothelial	original_reference_supported	1317	Glul	0.8883826879271071	2.109690860958859
GSE174574	GSM5319992	Endothelial	original_reference_supported	1317	Sox9	0.037965072133637055	0.0496968133652398
GSE174574	GSM5319992	Endothelial	original_reference_supported	1317	Aldoc	0.21032649962034927	0.29917034266762
GSE174574	GSM5319992	Endothelial	original_reference_supported	1317	Pecam1	0.8709187547456341	1.7833145430879902
GSE174574	GSM5319992	Endothelial	original_reference_supported	1317	Cdh5	0.7084282460136674	1.1828903342988772
GSE174574	GSM5319992	Endothelial	original_reference_supported	1317	Esam	0.982536066818527	2.591196420293737
GSE174574	GSM5319992	Endothelial	original_reference_supported	1317	Tek	0.4745634016704632	0.7423789700695466
GSE174574	GSM5319992	Endothelial	original_reference_supported	1317	Erg	0.4145785876993166	0.6224348929387299
GSE174574	GSM5319992	Endothelial	original_reference_supported	1317	Vwf	0.5618830675778284	1.0261454656935167
GSE174574	GSM5319992	Endothelial	original_reference_supported	1317	Kdr	0.5353075170842825	0.8720295896469463
GSE174574	GSM5319992	Endothelial	original_reference_supported	1317	Ptprc	0.03568716780561883	0.04770907930654532
GSE174574	GSM5319992	Endothelial	original_reference_supported	1317	Tyrobp	0.3925588458618071	0.5889621593634542
GSE174574	GSM5319992	Endothelial	original_reference_supported	1317	Lyz2	0.4168564920273349	0.6351395983902605
GSE174574	GSM5319992	Endothelial	original_reference_supported	1317	C1qa	0.6537585421412301	1.1264198309700373
GSE174574	GSM5319992	Endothelial	original_reference_supported	1317	Rgs5	0.12452543659832954	0.19892587668194078
GSE174574	GSM5319992	Endothelial	original_reference_supported	1317	Pdgfrb	0.025056947608200455	0.02971274352086396
GSE174574	GSM5319992	Endothelial	original_reference_supported	1317	Acta2	0.24677296886864086	0.3503547557184737
GSE174574	GSM5319992	Endothelial	original_reference_supported	1317	Plp1	0.3690205011389522	0.5591128480249836
GSE174574	GSM5319992	Endothelial	original_reference_supported	1317	Mbp	0.1738800303720577	0.25278088535184
